loc rocl count
1.5333333333333332 3.9298245614035086 57
1.3530786574536575 8.397083333333335 200
0.9284637680684354 14.247863247863247 234
0.43887770049406943 32.12977099236641 262
0.5183715659458652 24.997942386831276 243
0.1543160887577803 76.05726872246696 227
0.09059782202448896 119.90714285714286 140
0.27926272842801064 42.99180327868852 244
0.13102878792063893 98.87096774193549 186
0.21865600610448535 54.9531914893617 235
0.11012408790026998 137.01652892561984 121
0.05706967865573144 207.09756097560975 41
0.20169571048811646 61.104166666666664 240
0.1460698744512339 86.87878787878788 198
0.1761277363812833 69.89344262295081 244
0.2584694073373074 48.874458874458874 231
0.1074529666758438 108.77564102564102 156
0.08000327498893371 315.3 10
0.10279772142632447 130.91869918699186 123
0.13472420987427464 93.17801047120419 191
0.9623492630851644 20.263157894736842 171
0.09061442966115095 257.6666666666667 15
0.08750724941233191 145.62765957446808 94
0.09588311859996847 151.89743589743588 78
0.07482550465303761 221.6153846153846 26
0.09944992752478701 275.3125 16
0.09472709289645236 188.34883720930233 43
0.08154353987706339 198.78947368421052 38
0.06555468017940676 228.26470588235293 34
0.10732665867363243 164.85245901639345 61
0.09345774439418167 183.0681818181818 44
0.056712686140735 238.27586206896552 29
0.065892398877866 213.64705882352942 34
0.09921338465684028 264.14285714285717 14
0.082922965896654 175.4255319148936 47
0.07607903890653242 245.57142857142858 21
0.08598654847162 327.5 8
0.09085193684738808 333.7142857142857 7
0.0739826702354489 470.25 4
0.054087911402530026 363.22222222222223 9
0.06367898653763805 415.85714285714283 7
0.0 453.0 1
0.0 1001.0 1
0.07147670250896057 747.6666666666666 3
0.06536881270935595 305.54545454545456 11
10.547619047619047 13.0 2
0.0955189489396841 157.5593220338983 59
0.04249485949280329 1459.0 1
0.1251818050399797 439.3333333333333 6
0.07201941531313977 400.2 5
0.06890275082714456 768.5 2
0.09040755639753696 288.53846153846155 13
0.07688795444178316 351.3333333333333 3
0.10945562092922181 343.6 5
0.0487062404870624 657.0 1
2.841051587301587 6.199166666666668 20
0.02056670971781926 505.3333333333333 3
0.6030068453010551 38.204081632653065 49
0.10760998810939358 1682.0 1
0.2517875383043922 1958.0 1
0.0 855.0 1
0.1569593073701948 565.5 4
0.08760237970642637 643.0 3
0.09914407988587731 1402.0 1
0.012219959266802444 491.0 1
0.09661286765166704 614.0 4
0.07727771885903813 534.0 4
0.07904085257548846 1126.0 1
0.07082945013979497 1073.0 1
0.055826361497909816 720.5 4
0.06629491945477076 806.5 2
0.11413043478260869 736.0 1
0.09786700125470514 797.0 1
0.06881683870367789 537.75 4
0.10852649365787477 639.0 3
0.10228298660236516 369.42857142857144 7
0.08146053715425301 607.5 2
0.03865030674846626 814.5 2
0.05837974966821395 378.0 5
0.07417926497020147 410.2857142857143 7
0.07304929052567159 583.6666666666666 3
0.032206969376979935 948.5 2
0.09284807131564118 431.2 5
0.0731860493769996 297.1666666666667 6
0.1027592768791627 1051.0 1
0.09752520629644261 558.75 4
0.09417797888386124 427.6666666666667 3
0.07511508059083943 311.0 8
0.09788925053074289 705.0 3
0.07331890586025903 250.07692307692307 13
0.07279693486590039 783.0 1
0.05142857142857143 875.0 1
0.07679465776293823 599.0 1
0.12080536912751678 447.0 1
0.07863360779565215 479.3333333333333 3
0.0792675693424515 281.55555555555554 9
0.03634190381729865 512.0 3
0.0669250645994832 388.5 2
0.10095642933049948 941.0 1
0.09575518262586377 1013.0 1
0.10031347962382445 957.0 1
0.039473684210526314 684.0 1
0.04525904203323558 463.5 2
0.0036101083032490976 554.0 1
0.0 698.0 1
0.0 866.0 1
