robl cl_ratio count
0.006550356847245421 0.03205145970985311 61
0.013209895342552437 0.3043626444389995 157
0.008797450016146584 0.4953106086761054 47
0.014301841822223712 0.08240128902863321 215
0.014616529575089656 0.18214357230372996 200
0.27633972243822896 0.3229897705859746 118
0.21471482679373818 0.3548721274900884 134
0.05380477539122867 0.19850385667210307 266
0.12350200013502455 0.30969244641424554 190
0.09150433193383409 0.6268883667544235 30
0.003933733960907874 0.5679341647443529 42
0.013842468975721386 0.23483647824965748 174
0.07962704313827838 0.12897756900531784 259
0.11809907917551682 0.1482992784443309 157
0.18414037136669958 0.21339980890541316 132
0.05268046634623959 0.24870596086438151 233
0.008911355287743304 0.4141413571335252 85
0.06452332270208672 0.3296707061083005 190
0.12465874452578495 0.24849077588388513 235
0.23532709966618437 0.26352929811355713 98
0.14179533994359844 0.4233834116760228 95
0.011356270443576231 0.3579330346160729 120
0.32402453474442117 0.5002187423177398 42
0.1977790239533887 0.2942864836383208 173
0.3263888888888889 1.181547619047619 3
0.023753307785120963 0.05263487116113783 156
0.10102764051090735 0.19903928015832695 276
0.004441908342284282 0.7482363937353314 21
0.11805555555555555 1.2361111111111112 2
0.00683751534315444 0.6145580706254609 28
0.03852081672685554 0.14841464230246376 277
0.33710215821751 0.4359984840559211 56
0.6059666210982 0.6966559390901496 6
0.49163536516477696 0.6728850472523914 14
0.44046985429783386 0.5372177963660506 17
0.19546051155252445 0.25175399296233375 204
0.2765645309093065 0.38363610000548204 101
0.0022727272727272726 0.8301249181481483 20
0.0078125 1.0021875 4
0.1257937899416461 0.37180861395748116 138
0.09103172877096322 0.8178237720103749 11
0.08173622717659194 0.41444799138231164 99
0.3604704716358246 0.5381919100446093 27
0.0 0.8907235348083713 12
0.14583333333333331 1.5 2
0.17511385413762326 0.8248588143834322 10
0.22479719447964705 0.43785722700253843 63
0.2857142857142857 2.5238095238095237 1
0.004670767828662566 0.7049765408626916 21
0.5505050505050505 2.4646464646464645 2
0.2806138698135304 0.6361063344321263 26
0.17135642135642135 1.0 6
0.10716595509542938 0.7011385090276769 15
0.5487705003963681 0.562428271196996 7
0.0 1.1495859213250519 7
0.125 2.625 1
0.10082467625165911 0.49740081162069094 64
0.39264393950628773 0.6651850511162253 13
0.27091131121812984 0.5383671868953278 41
0.22850677534602024 0.7626021110002803 6
0.2297029021114387 0.9193197385270556 7
0.37592048256284555 0.4061133344403532 33
0.16927430097107093 0.5015029617782176 61
0.4650203671212075 0.88949451575502 7
0.484228473998295 0.8193805058255187 6
0.4049707602339181 1.054093567251462 2
0.3538788506179811 0.8453393493248567 9
0.41657579698546077 0.8781620981726022 7
0.1427084436844425 0.1905471459271272 191
0.24014865614865616 0.6767142838392837 20
0.18703815216113123 0.6124149947643526 27
0.048983488050551804 0.09146653530146845 167
0.37925052370038137 0.472071262734211 43
0.08333333333333333 2.0 1
0.2326400931539782 0.5818862253120861 33
0.11158285579979446 0.551704536564116 40
0.39856522224943286 0.5946714354609091 12
0.0 1.1023181801671504 10
0.6666666666666666 1.2444444444444445 2
0.5904761904761905 0.8746031746031746 3
0.14606746567272882 0.862619529593214 15
0.32955795524817555 0.6589578194827695 17
0.0 1.4201680672268908 2
0.274875538331163 0.44137905426626267 55
0.32499933604498005 0.7174078424286674 13
0.5630394251717782 0.7771126613038377 6
0.7692307692307693 1.0 1
1.0 1.2222222222222223 1
0.7692307692307693 0.8461538461538461 1
0.24658196523592216 0.4954975912692845 48
1.0714285714285714 1.1428571428571428 1
0.7692307692307693 0.9230769230769231 1
0.31253473419293176 0.610030246192583 23
0.13244396300336952 0.7369091300563481 13
0.3585921978585022 0.7881724857268335 8
0.4711710670680676 0.5977818208774632 15
0.49 1.4342857142857142 2
0.4 2.0 1
0.47058823529411764 2.0588235294117645 1
0.23223665223665224 1.218903318903319 3
0.5333333333333333 1.9333333333333333 1
0.30388103385519144 0.8047061396436052 12
0.48095238095238096 1.011111111111111 3
0.2875200571629143 1.1003272869344296 7
0.6568627450980392 0.8284313725490196 2
0.30438842203548083 1.4190009337068161 3
0.40588235294117647 2.2970588235294116 2
0.25 2.0 1
0.516798418972332 2.199044795783926 4
0.4 2.2 1
0.5 2.8166666666666664 2
0.3333333333333333 2.0 1
0.3333333333333333 2.3333333333333335 1
0.37057165861513686 1.126207729468599 3
0.8333333333333334 1.1666666666666667 1
0.21105397122227418 1.3998493584748843 3
0.419451446621373 0.49828019884307007 22
0.2777777777777778 1.7777777777777777 1
0.2857142857142857 1.8571428571428572 1
0.47737556561085975 0.5140774258421317 3
0.0816885318609214 0.7666497444607491 11
0.34224088833091265 0.37242823683051013 33
0.0 1.2898934398934399 5
0.046880166571760126 0.45378458347708783 75
0.03583075594359498 0.539822152080679 56
0.5892095123073383 0.6042558086036346 6
0.5773809523809523 1.4226190476190477 2
0.4155771311759382 0.4413027240760132 18
0.5514946030535275 0.6562624859249573 6
0.44904036935286934 0.4792849511599512 8
0.0446053569195564 0.3732429000965437 104
0.07285591587062175 0.8976642366348249 6
0.31600906277630414 1.222051439939371 6
0.7333333333333333 5.0 1
0.5454545454545454 2.6363636363636362 1
0.3333333333333333 1.8333333333333333 1
0.10883838383838385 1.0585858585858585 4
0.019230769230769232 1.6602564102564101 2
0.3551587301587302 1.5 3
0.14285714285714285 2.2857142857142856 1
0.15726127224808847 0.6796281831772714 25
0.640909090909091 2.796969696969697 3
0.75 2.875 1
0.11805555555555555 1.3541666666666665 2
0.7777777777777778 2.7777777777777777 1
0.43333333333333335 0.9861111111111112 2
0.32067099567099566 1.0 4
0.5 2.0 1
0.7142857142857143 2.2857142857142856 1
0.2504845202047535 0.735047884320786 11
0.3563218390804598 1.2456896551724137 2
0.3431372549019608 1.428921568627451 2
0.7029411764705882 2.836764705882353 2
0.8181818181818182 2.212121212121212 1
0.4703703703703703 1.137037037037037 3
0.8125 3.0 1
0.6428571428571429 2.4285714285714284 1
0.8421052631578947 2.9473684210526314 1
1.25 3.125 1
0.6904761904761905 1.0 2
0.8787878787878788 2.757575757575758 1
0.6543063258580499 0.7419915333708437 5
0.6666666666666666 1.3333333333333333 1
0.558994708994709 1.0 3
0.75 2.9375 1
1.25 2.5 1
0.6428571428571429 1.9285714285714286 1
0.6547619047619048 1.0 2
0.5527272727272727 1.51 2
0.625 1.875 1
0.6666666666666666 1.1666666666666667 1
0.6428571428571429 2.0 1
0.2631578947368421 2.0526315789473686 1
0.2792207792207792 1.581168831168831 2
0.19267676767676767 1.1368686868686868 4
0.6666666666666666 3.111111111111111 1
0.256582391401258 0.8829936712155149 8
0.25 1.5 1
0.28785368447133153 0.8978376026905439 8
0.5 1.2777777777777777 1
0.12698412698412698 1.5820105820105819 2
0.05357739285088277 0.7108374141517418 11
0.41428571428571426 1.5857142857142859 2
0.1713201272411799 0.9037144142407302 7
0.11818181818181818 1.9045454545454545 2
0.0 1.5 1
0.0 1.5714285714285714 1
0.12415382819794585 1.124153828197946 4
0.5 1.75 1
0.11859136681717326 0.9955555555555556 9
0.8333333333333334 1.8333333333333333 1
0.4077774077774078 0.785977910977911 4
0.8461538461538461 1.6153846153846154 1
0.31666666666666665 1.5 2
0.16666666666666666 2.0833333333333335 1
0.0736111111111111 0.9152777777777779 5
0.44155844155844154 1.5584415584415585 2
0.06234199035439669 0.58087599212982 24
0.24621212121212122 1.246212121212121 2
0.8571428571428571 0.8571428571428571 1
0.18634032360041183 0.5488467563314974 32
0.07107843137254902 1.1715686274509804 2
0.27487232574189097 1.0 5
0.6470588235294118 3.235294117647059 1
0.4807692307692308 0.7596153846153846 2
0.7142857142857143 4.214285714285714 1
0.18252719502719505 1.296493783993784 4
0.0 1.2307692307692308 1
0.3875 1.3541666666666665 2
0.25 2.875 1
0.0 1.3933823529411766 2
0.0 1.7305194805194806 3
0.0 1.8654970760233918 2
0.17647058823529413 1.9411764705882353 1
0.0 2.0 1
0.11944444444444445 2.119444444444444 3
0.26136363636363635 1.1742424242424243 2
0.35714285714285715 9.428571428571429 1
0.22857142857142856 3.8285714285714287 1
0.0 2.625 1
0.5 1.3333333333333333 1
0.4317362637362637 0.7081758241758243 5
0.7142857142857143 0.8571428571428571 1
0.3875 2.6125 2
0.39526594263436365 0.7082149818991924 6
0.2387205387205387 1.328282828282828 3
0.1867684795595034 0.7322806236410724 7
0.0 2.3333333333333335 1
0.5 1.5 1
0.34682539682539687 0.882010582010582 3
0.6491228070175439 0.6754385964912281 2
0.5418668300653595 0.7887459150326798 4
0.0 1.8333333333333333 1
0.5442207792207792 1.162835497835498 4
0.16666666666666666 4.0 1
0.21052631578947367 1.736842105263158 1
0.6 2.1 1
1.125 1.625 1
0.5663614163614163 0.873046398046398 4
0.75 1.6666666666666667 1
0.6 1.2 1
0.7272727272727273 1.1818181818181819 1
0.5789473684210527 1.0789473684210527 1
0.6 1.3 1
0.187683284457478 1.436950146627566 2
0.0 2.8333333333333335 1
0.17638397139566805 0.38482942358937594 47
0.16666666666666666 1.6666666666666667 1
0.08333333333333334 1.0 2
0.0 2.1448412698412698 3
0.16666666666666666 3.8333333333333335 1
0.07692307692307693 1.5384615384615385 1
1.0 1.6666666666666667 1
0.9210526315789473 0.9473684210526315 1
0.5 3.75 1
0.8181818181818182 1.5454545454545454 1
0.1111111111111111 3.5555555555555554 1
0.25 11.666666666666666 1
0.09090909090909091 2.272727272727273 1
0.2857142857142857 1.2857142857142858 1
0.3253718535469107 1.0777793668954996 3
0.13333333333333333 2.533333333333333 1
0.06404505888376856 0.6721146953405018 3
0.5454545454545454 0.7272727272727273 1
