count nobl loc
1 28.0 120
1 62.0 413
1 36.0 213
1 34.0 260
1 49.0 288
1 6.0 183
1 22.0 216
1 10.0 377
1 13.0 552
1 17.0 186
1 18.0 14
1 20.0 160
1 56.0 368
1 30.0 128
1 52.0 287
1 24.0 219
1 32.0 118
1 26.0 119
1 6.0 222
1 43.0 283
1 12.0 211
1 38.0 230
1 70.0 377
1 23.0 206
1 32.0 196
1 27.0 44
1 4.0 156
1 38.0 196
1 38.0 121
1 24.0 172
1 67.0 253
1 36.0 311
1 5.0 212
1 37.0 410
1 35.0 82
1 25.0 46
1 17.0 246
1 1.0 325
1 42.0 162
1 34.0 146
1 79.0 555
1 3.0 173
1 24.0 238
1 49.0 428
1 16.0 288
1 51.0 242
1 17.0 263
1 28.0 236
1 33.0 135
1 71.0 533
1 21.0 184
1 3.0 180
1 8.0 241
1 27.0 80
1 41.0 139
1 39.0 237
1 13.0 203
1 18.0 294
1 0.0 272
1 20.0 220
1 48.0 296
1 40.0 183
1 35.0 118
1 119.0 795
1 24.0 85
1 29.0 159
1 63.0 335
1 2.0 218
1 44.0 153
1 24.0 201
1 26.0 226
1 27.0 217
1 22.0 195
1 31.0 254
1 30.0 222
1 30.0 112
1 29.0 31
1 20.0 234
1 40.0 273
1 17.0 407
1 17.0 157
1 12.0 186
1 12.0 165
1 6.0 132
1 111.0 813
1 31.0 325
1 41.0 126
1 17.0 126
1 51.0 388
1 24.0 44
1 4.0 230
1 59.0 358
1 34.0 195
1 19.0 413
1 23.0 251
1 0.0 508
1 47.0 468
1 31.0 145
1 30.0 82
1 99.0 423
1 9.0 278
1 62.0 136
1 8.0 213
1 69.0 580
1 43.0 226
1 59.0 291
1 47.0 256
1 42.0 341
1 65.0 339
1 34.0 244
1 46.0 398
1 20.0 322
1 36.0 220
1 43.0 72
1 42.0 169
1 10.0 205
1 0.0 251
1 37.0 212
1 28.0 230
1 14.0 206
1 36.0 176
1 14.0 307
1 82.0 538
1 37.0 322
1 53.0 236
1 11.0 131
1 97.0 637
1 2.0 175
1 34.0 137
1 16.0 173
1 80.0 644
1 66.0 476
1 5.0 173
1 49.0 83
1 15.0 155
1 12.0 170
1 0.0 451
1 24.0 156
1 29.0 166
1 40.0 197
1 0.0 300
1 94.0 748
1 13.0 113
1 76.0 333
1 97.0 704
1 14.0 201
1 26.0 203
1 38.0 156
1 29.0 274
1 4.0 162
1 112.0 734
1 2.0 165
1 6.0 189
1 36.0 252
1 2.0 147
1 70.0 372
1 74.0 253
1 62.0 271
1 73.0 554
1 34.0 250
1 27.0 144
1 4.0 416
1 11.0 159
1 18.0 199
1 44.0 274
1 35.0 149
1 79.0 468
1 11.0 362
1 80.0 413
1 30.0 134
1 13.0 196
1 8.0 0
1 31.0 123
1 10.0 6
1 1.0 229
1 32.0 155
1 22.0 140
1 1.0 219
1 37.0 124
1 32.0 79
1 62.0 534
1 16.0 111
1 15.0 10
1 21.0 245
1 32.0 137
1 41.0 304
1 0.0 804
1 27.0 64
1 6.0 123
1 1.0 179
1 37.0 342
1 26.0 52
1 51.0 312
1 44.0 179
1 28.0 147
1 33.0 224
1 29.0 66
1 37.0 173
1 33.0 247
1 35.0 245
1 96.0 703
1 5.0 139
1 3.0 229
1 31.0 164
1 11.0 148
1 43.0 316
1 53.0 299
1 14.0 181
1 52.0 237
1 57.0 217
1 2.0 195
1 2.0 245
1 44.0 323
1 15.0 221
1 30.0 306
1 8.0 205
1 10.0 181
1 39.0 308
1 26.0 181
1 39.0 247
1 0.0 313
1 13.0 118
1 14.0 163
1 16.0 269
1 14.0 13
1 35.0 67
1 7.0 184
1 42.0 434
1 3.0 131
1 32.0 110
1 36.0 107
1 26.0 154
1 36.0 36
1 49.0 192
1 93.0 611
1 16.0 180
1 43.0 145
1 13.0 257
1 10.0 218
1 28.0 128
1 33.0 149
1 22.0 163
1 29.0 103
1 41.0 208
1 11.0 177
1 20.0 14
1 48.0 357
1 28.0 59
1 25.0 178
1 43.0 191
1 42.0 272
1 1.0 195
1 21.0 263
1 83.0 606
1 31.0 182
1 33.0 308
1 32.0 217
1 68.0 335
1 13.0 156
1 63.0 363
