robl cl_ratio count
0.09881313285759474 0.13484130473050612 743
0.2795151451176972 0.3208013460498138 119
0.2156515854947065 0.3572575014390796 113
0.061227353885794505 0.18749240639971487 543
0.32746923095473046 0.44999653346248814 41
0.011442735002079457 0.17172967722513435 396
0.012574951540661508 0.1044089941512179 490
0.03980945305762163 0.1142102004187724 797
0.12598797653302188 0.3078854637267308 178
0.18599381731596004 0.20907678813737016 198
0.03746602155888241 0.06412247680436514 355
0.009629667098470497 0.29133467076437347 147
0.0759863391833168 0.10585004521494551 692
0.04909947396626203 0.24553681179371722 297
0.011421201060522069 0.23116251256947426 253
0.15618543351027497 0.1997733689117042 450
0.005398989688205374 0.41530222403255473 51
0.06465968872891686 0.3306213518982146 130
0.12423142794316215 0.2452951330188401 345
0.25476168168969127 0.29113186237304167 153
0.00714717014902736 0.3543824020172431 79
0.3328043647795952 0.503246184296808 29
0.22846017792998483 0.3149103898590427 140
0.16491025708207876 0.33180917832283274 143
0.11815245363412222 0.18249537710787878 678
0.607001879699248 0.6964990601503759 4
0.22639530053774046 0.2627246249381733 187
0.4450144202804207 0.5429104790817256 13
0.27752561033690676 0.38782830600335017 92
0.1456726138853757 0.16948096874942756 321
0.004750678394175317 0.4594108683195847 30
0.003483296961557831 0.593171791358074 14
0.08405254171996626 0.4154017477266132 47
0.0013020833333333333 0.5387873018773967 16
0.1721264565673451 0.2726942264555529 245
0.18772574846662057 0.43394599043841947 48
0.08181718699189346 0.27485637552673053 209
0.1222189674667692 0.35665358294794025 103
0.3628947250802618 0.5387827284704849 19
0.0 0.9083333333333333 2
0.2857142857142857 2.5238095238095237 1
0.5555555555555556 2.4444444444444446 1
0.27857906900921603 0.6405343736079029 20
0.549756059986239 0.5561663163964954 6
0.1722681635894542 0.5128635128845307 39
0.3937238200396095 0.6732688364267311 7
0.06646825396825397 0.7063492063492063 4
0.012741531240179408 0.06339311117964835 354
0.33142138003864097 0.4047799897276586 69
0.22942073170731705 0.929979674796748 3
0.3818650090684584 0.40138041475890185 23
0.04548596108357591 0.43482907950456007 27
0.06279723203446608 0.14936787846076194 754
0.2402249806645102 0.40963255123109726 78
0.27468279218511404 0.5411606028055399 32
0.08224390853124214 0.4612289539311626 36
0.4730065359477124 0.8892483660130719 5
0.4766527164225374 0.8206431320881449 6
0.4049707602339181 1.054093567251462 2
0.3475453290670682 0.8363463830855135 6
0.41561478758169934 0.8787479575163398 4
0.47016263361531907 0.7032874286838481 6
0.1563987337768503 0.381708378762084 110
0.3673430655001205 0.48243056412265206 29
0.24821314750726517 0.6775026430026431 15
0.18424334380216736 0.6160538036763527 9
0.2310255914411217 0.5726625134736062 26
0.09341687599255094 0.2238760472742729 397
0.12300253921260114 0.4532537090946245 56
0.31868017996141906 0.3451023830826515 36
0.19964219226180807 0.39594958325944357 82
0.0 0.6773965285921809 9
0.0 0.8263935340022297 4
0.0 0.7742521367521367 4
0.0 0.7119543560304431 10
0.3846691416366768 0.43315287178160383 35
0.07250807857955152 0.5388080329841763 20
0.3537841611540724 0.3729433120913041 29
0.24407114624505927 1.0 2
0.39090237741163475 0.6088360517526318 11
0.0 1.0 1
0.0 1.1125 2
0.6666666666666666 1.2222222222222223 1
0.5904761904761905 0.8746031746031746 3
0.27486447941226866 0.4434970070557654 51
0.34529769354550327 0.7159666667176054 6
0.5715811965811965 0.7713675213675214 4
0.7692307692307693 1.0 1
0.44805102305102307 0.6658896658896658 6
1.0 1.2222222222222223 1
0.7692307692307693 0.8461538461538461 1
1.0714285714285714 1.1428571428571428 1
0.7692307692307693 0.9230769230769231 1
0.24058140313544102 0.511801881784546 39
0.31998242736578825 0.6077097517334394 17
0.3553791887125221 0.7874579124579123 6
0.3337915424656315 0.6575367783363735 13
0.4710423148878157 0.6002441598876234 10
0.49 1.4342857142857142 2
0.4 2.0 1
0.47058823529411764 2.0588235294117645 1
0.5333333333333333 1.9333333333333333 1
0.3007364589867097 0.8090385525433607 11
0.28854971042471045 1.0921311936936937 4
0.28095647383281785 0.7108184179420739 9
0.6568627450980392 0.8284313725490196 2
0.2899159663865546 1.4201680672268908 2
0.40588235294117647 2.2970588235294116 2
0.5072463768115942 2.1946859903381646 3
0.4 2.2 1
0.5 2.8 1
0.375 1.125 1
0.8333333333333334 1.1666666666666667 1
0.21980676328502413 1.3900966183574879 2
0.4270348598802289 0.4974350578452337 18
0.2777777777777778 1.7777777777777777 1
0.6125 0.6125 2
0.5773809523809523 1.4226190476190477 2
0.12555263755523788 0.4958293077327898 30
0.05105421350024619 0.38298186447045035 59
0.10236497391892722 0.5774873630912252 16
0.4476540367844716 0.4603546061426496 8
0.39287625418060207 0.8094831255700822 5
0.549293523664233 0.6625149831099487 5
0.5009279956648378 0.6811532356154782 7
0.058088560520132816 0.4873157543886271 21
0.3205128205128205 1.2403846153846154 2
0.7333333333333333 5.0 1
0.16356044441247808 0.7435477078113824 7
0.2579310344827586 1.203448275862069 2
0.5454545454545454 2.6363636363636362 1
0.3333333333333333 1.8333333333333333 1
0.22904838189133356 0.4530750217580971 38
0.31380884588368313 0.5556986382773721 17
0.02498739531842299 0.5656941726061947 11
0.15710326299757868 0.683866821984861 12
0.640909090909091 2.796969696969697 3
0.46428571428571425 1.011111111111111 3
0.75 2.875 1
0.7777777777777778 2.7777777777777777 1
0.4166666666666667 0.9722222222222222 1
0.6666666666666666 1.2666666666666666 1
0.7142857142857143 2.2857142857142856 1
0.5882352941176471 1.588235294117647 1
0.32291666666666663 1.1889880952380953 2
0.3793103448275862 1.2413793103448276 1
0.3431372549019608 1.428921568627451 2
0.7029411764705882 2.836764705882353 2
0.8181818181818182 2.212121212121212 1
0.45555555555555555 1.1222222222222222 2
0.5335968379446641 2.214756258234519 2
0.2811024043182171 0.49824120510685976 38
0.8125 3.0 1
0.6428571428571429 2.4285714285714284 1
0.8421052631578947 2.9473684210526314 1
1.25 3.125 1
0.451994301994302 0.903988603988604 3
0.7142857142857143 1.0 1
0.8787878787878788 2.757575757575758 1
0.6512162406558958 0.7330449722691101 4
0.6666666666666666 1.3333333333333333 1
0.558994708994709 1.0 3
0.75 2.9375 1
1.25 2.5 1
0.6428571428571429 1.9285714285714286 1
0.5454545454545454 2.484848484848485 1
0.6547619047619048 1.0 2
0.5527272727272727 1.51 2
0.625 1.875 1
0.6666666666666666 1.1666666666666667 1
0.6428571428571429 2.0 1
0.6524455077086656 0.677565124933546 3
0.2631578947368421 2.0526315789473686 1
0.13242026818301322 0.6056135015292603 11
0.1254125214720575 0.7480584943695493 6
0.19090909090909092 1.1348484848484848 2
0.16683308924688237 0.8326055119158567 5
0.6666666666666666 3.111111111111111 1
0.35714285714285715 1.5 1
0.5 1.2777777777777777 1
0.28317772467388835 0.8643686616832398 4
0.4 1.6 1
0.4880952380952381 1.0 2
0.16510143590942536 0.5785366978694838 15
0.5 1.75 1
0.8333333333333334 1.8333333333333333 1
0.13144124719955846 0.5353912204490546 13
0.6180555555555556 0.6319444444444444 2
0.4077774077774078 0.785977910977911 4
0.07242169595110773 0.6379254732195908 5
0.0 1.1666666666666667 1
0.8461538461538461 1.6153846153846154 1
0.1359447004608295 1.0 2
0.06666666666666667 0.9333333333333333 1
0.45454545454545453 1.5454545454545454 1
0.19707276850133995 0.6679035250463823 7
0.0408861009030311 0.2901394657298284 114
0.37474970708267336 0.7041219820480255 7
0.8571428571428571 0.8571428571428571 1
0.6470588235294118 3.235294117647059 1
0.1111111111111111 0.8888888888888888 1
0.46153846153846156 0.7692307692307693 1
0.7142857142857143 4.214285714285714 1
0.4988558352402746 0.6334382151029748 4
0.4 1.3333333333333333 1
0.007377849112155026 0.03438908671796778 52
0.20571414745303798 0.5476674445626368 21
0.2777777777777778 1.0 1
0.24648148148148144 0.6506902356902357 6
0.35714285714285715 9.428571428571429 1
0.22857142857142856 3.8285714285714287 1
0.7142857142857143 0.8571428571428571 1
0.22950819672131148 1.6885245901639345 1
0.22486772486772486 0.8396825396825397 3
0.36221456270655356 0.6321212768924439 7
0.26666666666666666 1.3333333333333333 1
0.5 1.5 1
0.16666666666666666 0.875 1
0.2727272727272727 1.5909090909090908 1
0.1276595744680851 1.0425531914893618 1
0.35 0.9 1
0.14630546606599285 0.470471901992622 22
0.5247058823529411 0.7823529411764706 2
0.5526785714285714 0.6125 2
0.2513003034753769 0.3461099126112971 58
0.5527272727272727 1.170909090909091 2
0.21052631578947367 1.736842105263158 1
0.5590277777777778 0.7951388888888888 2
0.6 2.1 1
1.125 1.625 1
0.5634920634920635 0.873015873015873 2
0.75 1.6666666666666667 1
0.6 1.2 1
0.7272727272727273 1.1818181818181819 1
0.5789473684210527 1.0789473684210527 1
0.6 1.3 1
0.1837984620778033 0.2325352823690834 169
0.41428571428571426 0.7071428571428571 2
0.28007331424762044 0.598893154674635 7
0.18426408295478505 0.7083338604258907 8
0.24546024285154724 0.7293275884580233 5
0.2028985507246377 0.8985507246376812 1
0.5 0.5 1
0.5 0.75 1
0.49167100468505986 0.5498376341687117 3
0.36363636363636365 1.0 1
0.6666666666666666 0.7777777777777778 1
0.25808966861598437 0.789083820662768 3
0.3333333333333333 1.2666666666666666 1
0.24242424242424243 1.2424242424242424 1
0.3888888888888889 1.1666666666666667 1
0.2733333333333333 0.9266666666666667 2
1.0 1.6666666666666667 1
0.9210526315789473 0.9473684210526315 1
0.5 3.75 1
0.1935483870967742 1.4193548387096775 1
0.8181818181818182 1.5454545454545454 1
0.21085858585858586 1.3118686868686869 2
