count robl cc
12 0.0018400664084117322 43
12 0.07416110273841227 32
12 0.3449458149505397 23
12 0.0 78
12 0.03071265456099923 46
12 0.09335305233498614 29
12 0.044500182795801486 36
12 0.13346129144319693 43
12 0.23179699658692665 23
12 0.5394866535691344 6
12 0.0017101634748693572 45
12 0.5541309353122014 4
11 0.26176004813281567 21
11 0.0009030704394942806 71
11 0.44760932206073273 13
11 0.33085007559060853 15
11 0.17971321801272244 34
11 0.3415521245485244 16
11 0.34387625329067717 20
11 3.0 1
11 1.3333333333333333 1
11 0.3782856669744145 12
11 0.3340358684221139 18
11 0.0036467830164105238 116
10 0.35314902261834413 12
10 0.1997493384516661 35
10 0.1562934275078846 28
10 0.43472512827835164 8
10 0.03648395036003822 38
10 0.09992908339015641 47
10 0.12170629688342219 32
10 0.37824131879472433 14
10 0.5309681443427573 4
10 0.13334621258118526 49
10 0.04795363817051419 33
10 0.0021875948093444094 42
10 0.00391304347826087 103
9 0.008460213038989861 61
9 0.07306578433594307 34
9 0.44722405106550384 16
9 0.3990114174324701 8
9 0.0 65
9 0.0 80
9 0.0006207324643078833 54
9 0.10635723581216061 43
9 0.21371820778941247 26
9 0.16809082875182163 30
9 0.4156125420498731 12
9 0.5759162043602959 9
9 0.11223603389143312 29
9 0.13378941320117793 72
9 0.0 98
9 0.07876442936732025 29
9 0.0 101
8 0.050717839107101544 29
8 0.7730149752208576 3
8 0.5572916666666667 3
8 0.08760625065260584 26
8 0.20249309107560218 31
8 0.034961991647672525 53
8 0.9093073593073593 1
8 0.37494586685511344 18
8 0.06320801073683455 68
8 0.4121947681739029 10
8 0.006532322630209901 59
8 0.7433101173020528 5
8 0.3046220777535894 22
8 0.25769269494535807 24
8 0.08873781582077704 51
8 0.2549234878243815 28
7 0.05531371714330161 31
7 0.11031506259112148 41
7 0.4630428362702895 19
7 0.1590786129940109 37
7 1.2551020408163267 1
7 0.2433919365184443 25
7 0.2467912903886417 31
7 0.0597611159798212 36
7 0.029533337282291714 27
7 1.6666666666666667 1
7 0.8164643129979264 3
7 0.19291710731075914 26
7 0.8809523809523808 1
7 0.6989010989010989 3
7 0.11622807186118944 39
7 0.5703398636342408 5
7 0.23402628738986658 26
7 0.11080806081623822 53
7 0.0 130
6 0.5058203991130821 12
6 0.09261662203258537 56
6 0.12678994918125353 54
6 0.5380955085301002 10
6 0.07898567722084601 61
6 0.06810390401636489 39
6 0.2884788761433498 25
6 0.34679864859806403 35
6 0.22650021299464015 28
6 0.06687343082273366 45
6 0.47163844570776536 13
6 0.2896521618758004 14
6 0.17354971503407338 42
6 0.05817484387317084 50
6 0.41057470968185256 15
6 0.1346345164176537 64
6 0.07550121038841169 47
5 0.15660005706983232 46
5 0.26663583853759826 33
5 0.6666666666666666 6
5 0.21750668240044996 41
5 0.17034112181667743 49
5 0.07161409081971239 41
5 0.20883112282086738 51
5 0.15829099872204372 52
5 0.08493622235085918 75
5 0.12903225806451613 80
5 0.3425064184852375 26
5 0.25125432217025095 40
5 0.08306353942514677 69
5 0.13015939715165836 61
5 0.0789788025752943 73
5 0.13188886015218354 66
5 0.07284112518662035 57
5 0.3077603822379942 19
4 0.17784090682113254 45
4 0.6922064777327935 5
4 0.02583736148251843 43
4 0.23788558382060293 48
4 0.11292820661268509 68
4 0.2970790529130312 34
4 2.5 1
4 0.0 108
4 0.04941334120747064 42
4 0.8719758064516129 4
4 0.2579671437073241 36
4 0.2971739130434783 38
4 0.09115008301303212 100
4 0.21763614467309172 33
4 0.1367579810181191 47
4 0.14156950867178086 55
4 0.171910664693867 39
4 0.1283302752293578 94
4 0.37250875281913554 33
4 0.09239812583430793 49
4 0.0007692307692307692 113
4 0.04347052763034163 64
4 0.025817482588796698 68
4 0.19130682086940823 68
4 0.2768033252356227 27
4 0.39144865267352236 22
3 0.46937582314784043 27
3 4.0 1
