count nobl hse
3 3.0 67795
3 9.0 54800
3 9.0 62615
3 5.0 66394
3 11.0 74323
3 3.0 58242
3 8.0 58736
3 16.0 47182
3 14.0 34251
3 4.0 77604
3 4.0 70218
3 15.0 40932
3 15.0 39832
3 27.0 23159
3 7.0 81837
3 1.0 76775
3 14.0 42529
3 5.0 96093
3 9.0 50705
3 1.0 84064
3 12.0 37763
3 7.0 53116
3 0.0 81786
3 5.0 73462
3 11.0 67232
3 8.0 62294
3 6.0 84387
3 6.0 55625
3 14.0 49142
3 10.0 57421
3 10.0 69677
3 11.0 52959
3 13.0 36382
3 6.0 44010
3 6.0 82000
3 6.0 58378
3 13.0 33273
3 3.0 100990
3 0.0 94943
3 3.0 78234
2 4.0 136561
2 15.0 46153
2 3.0 106176
2 3.0 109131
2 22.0 41457
2 5.0 60252
2 14.0 31833
2 13.0 30837
2 16.0 16994
2 11.0 55452
2 14.0 16795
2 15.0 4044
2 8.0 86822
2 12.0 51450
2 2.0 103223
2 11.0 43582
2 0.0 132884
2 9.0 72047
2 8.0 81235
2 2.0 91905
2 7.0 67434
2 9.0 88252
2 8.0 71053
2 16.0 12049
2 10.0 67068
2 1.0 100027
2 12.0 75599
2 6.0 101202
2 17.0 3359
2 7.0 75186
2 16.0 31032
2 20.0 34475
2 14.0 24743
2 15.0 42833
2 6.0 90245
2 8.0 74705
2 16.0 3084
2 3.0 201259
2 14.0 22142
2 10.0 85495
2 6.0 169542
2 2.0 89377
2 9.0 55960
2 7.0 136998
2 7.0 101268
2 3.0 156141
2 8.0 85215
2 7.0 104764
2 5.0 58219
2 11.0 42306
2 13.0 22325
2 8.0 64007
2 9.0 100044
2 12.0 53339
2 16.0 6392
2 22.0 39791
2 3.0 80290
2 2.0 123016
2 14.0 74453
2 6.0 98135
2 6.0 65324
2 0.0 174032
2 4.0 78919
2 5.0 79652
2 12.0 61707
2 16.0 24940
2 3.0 75143
2 12.0 49384
2 4.0 74906
2 2.0 72900
2 5.0 91331
2 7.0 98582
2 14.0 5487
2 4.0 117324
2 4.0 81470
2 7.0 110801
2 6.0 60931
2 8.0 68435
2 13.0 4522
2 8.0 53060
2 15.0 22001
2 19.0 32195
2 14.0 38343
2 18.0 3719
2 0.0 96999
2 5.0 84477
2 4.0 85887
2 4.0 101696
2 0.0 82742
2 1.0 80718
2 5.0 71171
2 9.0 92488
2 10.0 40842
2 16.0 24125
2 12.0 11187
2 6.0 79518
2 8.0 114338
2 9.0 84513
2 9.0 48438
2 7.0 71016
2 6.0 124999
2 1.0 85929
2 3.0 93763
2 6.0 76819
2 13.0 75840
2 16.0 25876
2 4.0 71048
2 11.0 59276
2 11.0 61274
2 1.0 75058
2 11.0 33968
2 10.0 64292
2 5.0 62368
2 15.0 34500
2 13.0 15849
2 3.0 88626
2 4.0 103262
2 11.0 71761
2 11.0 54628
2 3.0 97080
2 0.0 158258
2 9.0 67276
2 9.0 80917
2 0.0 89421
2 15.0 37965
2 12.0 16185
2 11.0 47378
2 10.0 89607
2 20.0 53776
2 7.0 107313
2 7.0 86693
2 5.0 105496
2 10.0 42877
2 15.0 61449
2 2.0 99448
2 1.0 90317
2 12.0 59008
2 3.0 91872
2 5.0 120510
2 12.0 40810
2 10.0 68213
1 16.0 32015
1 0.0 147515
1 6.0 117068
1 2.0 90819
1 5.0 104296
1 4.0 130179
1 1.0 123353
1 0.0 120495
1 14.0 19402
1 17.0 34723
1 10.0 88434
1 14.0 12163
1 19.0 26508
1 0.0 168731
1 15.0 13097
1 10.0 165156
1 12.0 74408
1 15.0 14423
1 5.0 140572
1 29.0 28648
1 14.0 80474
1 5.0 99475
1 19.0 33694
1 9.0 65973
1 2.0 142764
1 20.0 428400
1 23.0 4129
1 16.0 63446
1 1.0 120335
1 5.0 247729
1 8.0 165661
1 15.0 6088
1 4.0 138061
1 6.0 158283
1 8.0 157370
1 22.0 30667
1 13.0 6095
1 2.0 106343
1 15.0 60121
1 5.0 149576
1 2.0 203507
1 18.0 16817
1 3.0 172280
1 17.0 41788
1 20.0 30071
1 1.0 95382
1 5.0 305564
1 3.0 137568
1 20.0 4522
1 8.0 136791
1 7.0 79187
1 15.0 52864
1 13.0 68981
1 12.0 70220
1 11.0 102306
1 1.0 119166
1 16.0 59612
1 11.0 112493
1 0.0 287158
1 11.0 86008
1 4.0 106813
1 9.0 106466
1 10.0 156108
1 12.0 47985
1 8.0 92594
1 3.0 117242
1 2.0 94193
1 13.0 77131
1 18.0 40324
1 23.0 16423
1 13.0 54748
1 4.0 154776
1 14.0 56876
1 11.0 33087
1 20.0 13172
1 3.0 98976
1 18.0 32429
1 18.0 76104
1 9.0 169552
1 3.0 179151
1 15.0 29858
1 2.0 115604
1 2.0 134019
1 8.0 99957
1 4.0 191950
1 1.0 110151
1 18.0 49544
1 19.0 47887
1 7.0 119916
1 17.0 51942
1 0.0 141082
1 2.0 148958
1 19.0 34928
1 6.0 102070
1 8.0 123775
1 15.0 79422
1 2.0 185250
1 6.0 77897
1 19.0 15589
1 1.0 73528
1 12.0 116265
1 16.0 42386
1 5.0 174997
1 6.0 139153
1 0.0 190589
1 1.0 96907
1 5.0 188513
1 12.0 76667
1 0.0 155634
1 10.0 379639
1 12.0 238666
1 6.0 104988
1 8.0 95065
1 18.0 43299
1 15.0 100515
1 11.0 172391
1 5.0 111565
1 13.0 67299
1 18.0 35012
1 20.0 28291
1 11.0 120714
1 8.0 159739
1 11.0 77059
1 9.0 104041
1 14.0 15844
1 18.0 25800
1 17.0 31434
1 15.0 27129
1 15.0 16124
1 17.0 26049
1 16.0 19426
1 0.0 134875
1 3.0 135723
1 15.0 49572
1 9.0 112689
1 9.0 40190
1 12.0 89735
1 10.0 77761
1 1.0 533786
1 5.0 113768
1 19.0 3909
1 12.0 71343
1 8.0 67079
1 1.0 169092
1 3.0 131594
1 12.0 148073
1 20.0 74062
1 3.0 103122
1 21.0 37376
1 14.0 84022
1 14.0 18012
1 6.0 190286
1 4.0 184785
1 0.0 136543
1 4.0 108637
1 11.0 95287
1 13.0 114570
1 11.0 152119
1 9.0 138584
1 10.0 60312
1 11.0 70808
1 0.0 122239
1 7.0 113111
1 0.0 99737
1 4.0 99493
1 10.0 204883
1 15.0 73734
1 22.0 37451
1 17.0 60713
1 10.0 115716
1 20.0 39377
1 0.0 456991
1 15.0 523094
1 36.0 36038
1 17.0 53548
1 11.0 118152
1 17.0 23436
1 12.0 122236
1 5.0 118378
1 0.0 103985
1 0.0 296074
1 14.0 72641
1 16.0 65116
1 1.0 125365
1 9.0 484043
1 4.0 111982
1 8.0 73065
1 14.0 81958
1 6.0 112086
1 1.0 140118
1 13.0 1476
1 6.0 130070
1 2.0 219419
1 13.0 73809
1 10.0 83514
1 2.0 84628
1 1.0 116326
1 9.0 72966
1 3.0 115410
1 1.0 91833
1 15.0 77862
1 9.0 160666
1 16.0 57279
1 14.0 68594
1 0.0 193106
1 5.0 125491
1 8.0 88567
1 5.0 86613
1 18.0 7474
1 5.0 142000
1 7.0 103477
1 0.0 128406
1 0.0 180447
1 1.0 153640
1 8.0 130479
1 4.0 143848
1 6.0 163334
1 4.0 115013
1 6.0 149524
1 9.0 82557
1 29.0 23159
1 22.0 11097
1 5.0 144563
1 10.0 270738
1 3.0 111323
1 8.0 107526
1 6.0 361236
1 5.0 98252
1 15.0 7373
1 2.0 176193
1 12.0 54482
1 1.0 121611
1 16.0 4988
1 1.0 148339
1 15.0 57998
1 13.0 72449
1 6.0 93254
1 16.0 35268
1 6.0 108646
1 4.0 105311
1 10.0 72721
1 3.0 69378
1 6.0 122758
1 13.0 12772
1 14.0 70103
1 0.0 183423
1 18.0 68441
1 18.0 20328
1 2.0 86148
1 2.0 135544
1 9.0 189841
1 5.0 153514
1 14.0 134637
1 11.0 148337
1 0.0 167674
1 7.0 96797
1 18.0 37194
1 0.0 111774
1 1.0 136532
1 10.0 70996
1 0.0 170905
1 15.0 197767
1 14.0 60808
1 8.0 83854
1 14.0 32801
1 3.0 74159
1 14.0 52658
1 20.0 354730
1 19.0 786492
1 5.0 505504
1 9.0 68829
