count robl hsd
10851 0.0 7
5784 0.0 8
5340 0.0 10
4726 0.0 5
3536 0.0 7
3512 0.0 7
3457 0.0 8
3425 0.0 6
3157 0.0 12
3154 0.0 13
3146 0.0 8
3042 0.0 6
3013 0.0 7
2970 0.0 7
2954 0.0 9
2932 0.0 11
2743 0.0 4
2714 0.0 6
2697 0.0 8
2648 0.0 7
2646 0.0 7
2563 0.0 6
2560 0.0 6
2550 2.209772798008092e-05 4
2504 0.0 9
2492 0.0 8
2417 0.0 5
2407 0.0 9
2406 0.0 5
2389 0.0 11
2375 0.0 5
2281 0.0 9
2265 0.0 6
2159 1.1297009681537297e-05 8
2130 0.0 5
2118 0.0 10
2075 0.0 8
2028 0.0 10
1978 0.0 10
1971 0.0 11
1942 0.0 9
1895 0.0 8
1792 0.0 12
1767 0.0 6
1752 0.0 5
1741 0.0 10
1732 0.0 12
1680 0.0 6
1665 0.0 11
1623 0.0 4
1557 0.0 12
1489 0.0 11
1414 0.0 14
1373 0.0 10
1334 0.0 14
1308 0.0 5
1248 0.0 12
1231 0.0 12
1201 0.0 13
1181 0.0 9
1162 0.0 10
1117 0.0 11
1048 0.0 13
968 0.0 14
955 0.0 13
954 0.0 4
881 0.0 5
873 0.0 14
852 0.0 4
775 0.0 14
761 0.0 15
759 0.0 16
759 0.0 15
721 0.0 15
694 0.0 16
691 0.0 17
683 0.0 13
674 0.0 15
664 0.0 16
649 0.0 17
643 0.0 3
633 0.0 14
612 0.0 18
590 0.0 16
468 0.0 18
465 0.0 18
440 0.0 17
353 0.20028613832128433 10
342 0.0 18
329 0.16683768789662026 8
326 0.2500204498977505 6
326 0.0 19
315 0.0 21
313 0.2498769475841455 9
313 0.24995865827925837 8
303 0.25 6
295 0.33323369531871444 14
293 0.3333333333333333 7
291 0.0 19
291 0.1999672721322206 7
290 0.0 21
289 0.24992844692095 9
288 0.5 6
287 0.2002124212971453 9
286 0.19999081378391723 8
281 0.0 20
279 0.09215364957122797 11
278 0.3333333333333333 5
276 0.11872290716777736 10
276 0.25033689295703027 7
276 0.2 6
274 0.0 21
272 0.16653875879815927 9
271 0.0 20
270 0.10565178378043874 10
265 0.33342414152625033 7
264 0.1665352621234974 7
257 0.25025062656641606 7
256 0.0 22
253 0.12521467875687825 7
253 0.0 20
252 0.0 19
248 0.33329380139152437 6
247 0.24984634156017993 11
247 0.22348408083857516 9
244 0.3327859047768452 6
243 0.25023605264727394 8
243 0.19989312272450674 7
242 0.3333863106590379 9
241 0.16669673462024173 6
239 0.33355105801573925 9
237 0.1445790878960742 9
235 0.16680808531904262 9
233 0.24994890660126712 8
232 0.0 22
231 0.20008164350269617 7
231 0.057246498980811446 13
231 0.33337456194599047 9
230 0.20005205982989588 8
230 0.0608578883740542 13
229 0.5 7
229 0.25026922265162543 9
228 0.07465812460131203 13
228 0.24905257535866765 10
227 0.14455245358329058 8
226 0.12481410379209948 10
226 0.15255230595170421 14
225 0.20063694319891265 10
225 0.2004086882399042 9
223 0.24997651078368566 7
222 0.20220541290516703 12
220 0.10606024068365266 11
220 0.0 23
220 0.16724662896911702 6
220 0.07889038535834875 10
219 0.167168041439057 10
219 0.14152491344272167 7
218 0.24992504615575176 10
217 0.09632437876425692 10
216 0.14266975308641974 8
216 0.14374744118518065 9
215 0.22249852600145448 10
215 0.0817078984837006 11
213 0.07468892611385639 14
212 0.11112733739639516 7
212 0.11196898768164612 10
212 0.1670767433954282 10
212 0.5 7
212 0.3334724238026125 8
211 0.2008179554171214 12
210 0.24933515851013868 10
210 0.3333333333333333 8
210 0.0773654367487933 13
209 0.12634120176050448 9
207 0.20079759323681506 11
206 0.14148480455812226 10
206 0.09782355180608292 10
206 0.11140947940821697 13
203 0.1279050069999946 11
202 0.16634952423702645 10
202 0.10298807801755318 13
201 0.0963689402621172 11
200 0.22533093780155194 12
200 0.07968190115998265 17
198 0.14252895121366857 9
198 0.09694680138449732 9
197 0.09577295328945731 13
195 0.13339035562665683 11
195 0.0878211546907199 8
195 0.20036051667630614 9
195 0.40008058595441376 13
194 0.06581969868719312 11
193 0.09872421360216824 8
193 0.18241581662637982 12
192 0.08661672890197454 10
192 0.5 6
192 0.05476196890363808 12
191 0.28383339755067505 7
189 0.09524727087148481 13
188 0.1404997573408518 10
187 0.16563467492260062 7
186 0.18403068762108057 10
186 0.5 7
185 0.14177256523546977 16
184 0.3335769615192404 10
184 0.2223817560116284 13
184 0.14358178053830226 7
184 0.40018115942028987 8
183 0.24993789984021997 11
182 0.09708532958859417 9
182 0.07053242273354057 12
181 0.12562059318082267 8
181 0.20019667741389174 11
180 0.16104594489802468 12
179 0.25041421607043646 13
177 0.5 9
177 0.09895115292082286 6
177 0.12571001892250627 9
177 0.22226605595849874 10
177 0.5 5
177 0.09530964121910954 14
176 0.07959964150181541 9
176 0.09159132616395463 7
176 0.1832741027614397 13
176 0.071297903434542 8
175 0.2021242373256474 13
175 0.12574535728290803 10
174 0.1122803125205175 13
173 0.16652051754684227 8
173 0.054633425588813636 14
173 0.18231667338282215 12
173 0.22479584472074232 13
172 0.16663908185972517 12
172 0.06498810859505179 10
172 0.1665515406311532 11
171 0.16700969684182115 12
170 0.22387221891659984 9
170 0.49982698961937716 3
170 0.14547724902975853 11
170 0.333597575340983 11
170 0.24954806122608617 12
169 0.10021871303051921 8
168 0.11025089157790967 11
168 0.10103610544838057 12
168 0.18227329065154327 11
168 0.16718790315765825 11
168 0.0 23
168 0.13960607130382288 16
167 0.12030438975137812 11
166 0.13555491714458678 17
166 0.20063018934676577 12
166 0.06178807209567942 14
165 0.12775120259597197 12
165 0.06345603909672501 19
164 0.08595646155653658 14
164 0.2278391274151318 11
164 0.12679295995962817 12
164 0.13842038183219127 15
163 0.14157071332869936 11
163 0.11137467497037477 8
162 0.16405586631120722 14
162 0.03533154414553553 14
162 0.07126247380877011 8
161 0.16723131940523245 5
161 0.0545072306270887 12
160 0.3741827536646615 9
160 0.0643318729730535 6
160 0.5002840909090909 5
160 0.5 10
160 0.03919223267655035 13
159 0.22845594507787978 12
158 0.11153944832570846 9
158 0.22230680010957776 8
157 0.28532751645340626 8
157 0.28626277276317186 6
157 0.05010172205905537 15
157 0.09067137485188065 9
157 0.12398822863158068 12
157 0.07959628115205372 11
157 0.24996733627306877 5
156 0.25006013510292147 13
156 0.08498608945441741 15
156 0.40174824622821215 8
155 0.06406743250439056 15
155 0.1115522592302778 9
154 0.14108198978068717 14
154 0.08787046475075837 8
153 0.05531825588412343 16
153 0.06655276659958483 10
152 0.5 8
152 0.30222752594247587 11
152 0.2495407735234653 12
151 0.08715880421726158 12
151 0.12571861651797628 8
151 0.14271635476651395 13
150 0.5 8
150 0.052894028967861245 11
150 0.06373231052140883 9
149 0.22317693101606315 8
149 0.1817021341981067 14
149 0.12737456498676922 13
148 0.5 6
148 0.49983912483912485 8
148 0.07327219603081672 10
147 0.3329705215419501 11
147 0.10590248641343375 15
147 0.12887112799223568 13
146 0.12602193281102242 15
146 0.33373612456153373 10
146 0.19990982694447643 6
146 0.08864222017000281 12
146 0.12570230295811 7
146 0.12367501106020973 14
146 0.09685701090794123 14
146 0.11243362346504975 12
145 0.0007033661010908587 24
144 0.11614322186861295 17
144 0.00016534391534391533 24
143 0.16325527995539527 16
143 0.0785715668834838 12
143 0.2214240054680171 11
143 0.33340858651676625 12
143 0.22180772426690193 7
143 0.09561100889075308 15
142 0.19905106793508254 14
141 0.285777195038772 9
141 0.2803114333561875 11
141 0.11223800095177706 14
141 0.06712107530668737 11
140 0.11786878935347356 15
140 0.18246111575943508 9
140 0.14268703227652912 13
140 0.04743518010295771 15
139 0.16623095420157818 14
139 0.1658172647352295 13
139 0.2858170606372045 5
139 0.14330746747970935 15
139 0.1715093750631197 15
138 0.3038949194073602 13
137 0.5 4
136 0.2216247005542962 14
136 0.09777394893388364 16
136 0.07849679087127166 9
135 0.14304773988494218 11
135 0.2521395502480639 14
135 0.06913865989574051 8
135 0.05136394949012608 10
134 0.11131134831518362 7
134 0.0 26
134 0.3059665168136168 11
133 0.14413644702681125 12
133 0.20114296037646004 13
133 0.1826426773629339 11
133 0.3734649633442669 10
133 0.3996839925901711 9
132 0.2866771708683473 10
131 0.15414979223787983 11
131 0.400442526828189 7
131 0.03749031177275386 13
131 0.10456634767780092 18
131 0.07758986031797643 14
130 0.06584882480959192 16
130 0.07610539240297687 15
129 0.29433436595999296 10
