loc robl count
0.17853934553520595 75.85393258426966 89
0.37404263899414764 27.96875 64
0.14820170119018458 98.94186046511628 86
0.23317360744997975 55.04545454545455 88
0.42577202145680426 23.0 60
0.1354051360834998 115.0952380952381 63
0.34115444850738974 35.08974358974359 78
0.14964691219239298 137.14893617021278 47
0.2802273645207151 41.063291139240505 79
0.25920789582874454 51.934065934065934 91
0.5513677345938376 16.020833333333332 48
0.17713321857409253 80.12222222222222 90
0.46098932395924896 20.089285714285715 56
0.10373158022275648 206.3684210526316 19
0.27768053703186213 44.96470588235294 85
0.2173442040941983 60.98936170212766 94
0.16379898279875024 86.82278481012658 79
0.6565528488605411 12.102564102564102 39
0.3424367820667631 32.13846153846154 65
0.12427327155318196 212.3684210526316 19
0.1989337776467202 69.98989898989899 99
0.20618571830823026 64.03191489361703 94
0.22634996415910935 58.04545454545455 88
0.1363869943325999 121.76363636363637 55
0.7838107263107262 9.166666666666666 30
0.15283460049521624 90.29268292682927 82
0.2039410529901205 67.0 95
0.3250546185968622 37.89473684210526 76
0.13256378351503487 109.01587301587301 63
0.16356735036886244 317.6666666666667 3
0.1478792287951318 96.04494382022472 89
0.2652030791671828 48.02439024390244 82
0.13346281133133048 131.22 50
0.1478986918399797 103.01298701298701 77
0.15480932102185613 92.94505494505495 91
0.13335023994194029 125.1923076923077 52
0.18904868466302735 72.96551724137932 87
0.13061364755406868 257.4 5
0.1339159552839464 151.91176470588235 34
0.1314163756898857 146.07894736842104 38
0.11908246363860416 220.44444444444446 9
0.1255934325759418 112.0701754385965 57
0.15170128952127704 275.375 8
0.10798509891407598 188.6875 16
0.12094002216061592 198.375 16
0.14105422494952333 140.79166666666666 48
0.16212112031583203 227.84615384615384 13
0.18590929675536494 83.89655172413794 87
0.10927168661787216 184.76190476190476 21
0.9226190476190476 7.090909090909091 11
0.12262946990112444 170.04166666666666 24
0.12291513051084019 237.83333333333334 12
0.13665628479431854 264.57142857142856 7
0.12918104685666365 242.4 10
0.12132905206316885 133.7872340425532 47
0.12867561829602747 156.97142857142856 35
0.1435980057282427 105.8360655737705 61
0.14522375602427087 167.17391304347825 23
0.14124817274606413 118.03703703703704 54
0.12114600704780114 174.66666666666666 18
0.1749477344041703 263.0 7
0.14030606200714518 127.84615384615384 39
0.10575321488210009 161.79310344827587 29
0.15499650053904054 148.8125 32
0.09802129405712202 233.86666666666667 15
0.12774519144789373 246.66666666666666 9
0.17232674225512576 255.28571428571428 7
0.1224679894564175 214.46666666666667 15
0.17859802561492014 335.75 4
0.1606893857434788 470.6666666666667 3
0.127279843444227 364.4 5
0.1524983996511831 192.5 10
0.0678767990392375 417.6666666666667 3
0.06867467734757454 749.5 2
0.14016735325133794 305.0 4
0.15485032864614068 313.8 5
0.004797806716929404 1459.0 1
0.18619860886141662 439.25 4
0.03837471783295711 443.0 1
0.09615336658354115 400.5 2
0.11618798955613577 766.0 1
0.11831374537644675 289.0 5
0.10541433303099446 309.2 5
0.039886039886039885 351.0 1
0.1329335165037394 342.5 4
0.11227203827470461 201.5 8
0.13426551078295565 218.0 7
0.09365558912386707 331.0 1
0.13972161723206328 271.5 4
0.021997621878715814 1682.0 1
0.008682328907048007 1958.0 1
0.15282685512367492 566.0 2
0.14877563978255726 182.14285714285714 14
0.1422014156794091 178.16666666666666 12
0.12278883360972913 269.0 2
0.1238390092879257 646.0 1
0.144793152639087 1402.0 1
0.45417515274949083 491.0 1
0.10152794113803287 325.0 4
0.15171288743882544 613.0 1
0.13989652837534738 532.5 2
0.11101243339253997 1126.0 1
0.1342031686859273 1073.0 1
0.13850415512465375 722.0 1
0.16472114137483787 771.0 1
0.14622057001239158 807.0 1
0.09395865787582677 617.5 2
0.15217391304347827 736.0 1
0.1493099121706399 797.0 1
0.08888888888888889 540.0 2
0.16677601683506593 641.5 2
0.10206896551724139 725.0 1
0.15596263785398595 638.0 2
0.15945945945945947 370.0 2
0.16266518754503737 375.0 3
0.12756465143501255 607.5 2
0.07258064516129033 744.0 1
0.1361963190184049 815.0 1
0.07648483253577472 379.6666666666667 3
0.11312183098451904 409.6666666666667 3
0.1278889851638344 582.5 2
0.1246040126715945 947.0 1
0.13330756439802793 414.5 4
0.13452304048234281 431.0 2
0.11094231815708325 297.0 2
0.12419096108243828 535.5 2
0.16108800700164672 285.25 4
0.13602015113350124 397.0 2
0.12559467174119887 1051.0 1
0.1434926283680732 561.0 2
0.23294117647058823 425.0 1
0.11281585991017556 469.6666666666667 3
0.14783821478382148 717.0 1
0.12149102379347694 705.0 3
0.09381237524950099 501.0 1
0.13563877151008363 280.1666666666667 6
0.16324210810859613 224.9 10
0.13656310140397554 556.5 2
0.1330049261083744 406.0 1
0.15794324194324194 251.66666666666666 3
0.1417624521072797 783.0 1
0.15322558570664277 365.6666666666667 3
0.14689404210887216 292.6666666666667 3
0.16783216783216784 429.0 2
0.10171428571428572 875.0 1
0.1352253756260434 599.0 1
0.10963839417072384 248.28571428571428 7
0.15659955257270694 447.0 1
0.09792577224727539 480.0 2
0.15492957746478872 355.0 1
0.16040955631399317 586.0 1
0.0963302752293578 436.0 1
0.14418926313229571 513.0 2
0.13807531380753138 478.0 1
0.1343669250645995 387.0 1
0.14074912129237394 360.0 3
0.14027630180658873 941.0 1
0.10679611650485438 412.0 2
0.13076923076923078 390.0 1
0.14116485686080948 1013.0 1
0.14733542319749215 957.0 1
0.09195402298850575 348.0 1
0.1760797342192691 301.0 1
0.07748538011695906 684.0 1
0.2946236559139785 465.0 1
0.023465703971119134 554.0 1
0.10650221426083495 231.66666666666666 3
0.03896103896103896 462.0 1
