robl ncl
0.0 0.1899218133755493
0.22448979591836732 1.1090762670892444
0.44897959183673464 2.0282307208029398
0.673469387755102 2.947385174516635
0.8979591836734693 3.86653962823033
1.1224489795918366 4.785694081944025
1.346938775510204 5.704848535657721
1.5714285714285714 6.624002989371416
1.7959183673469385 7.543157443085111
2.020408163265306 8.462311896798807
2.2448979591836733 9.381466350512502
2.4693877551020402 10.300620804226197
2.693877551020408 11.219775257939894
2.918367346938775 12.138929711653587
3.142857142857143 13.058084165367283
3.3673469387755097 13.977238619080977
3.591836734693877 14.896393072794673
3.816326530612245 15.81554752650837
4.040816326530612 16.734701980222063
4.26530612244898 17.653856433935758
4.489795918367347 18.573010887649453
4.7142857142857135 19.492165341363147
4.9387755102040805 20.411319795076842
5.163265306122448 21.330474248790537
5.387755102040816 22.249628702504236
5.612244897959184 23.16878315621793
5.83673469387755 24.087937609931622
6.061224489795918 25.00709206364532
6.285714285714286 25.926246517359015
6.5102040816326525 26.84540097107271
6.7346938775510194 27.7645554247864
6.959183673469386 28.6837098785001
7.183673469387754 29.602864332213795
7.408163265306122 30.522018785927493
7.63265306122449 31.441173239641188
7.857142857142856 32.36032769335488
8.081632653061224 33.27948214706858
8.306122448979592 34.19863660078227
8.53061224489796 35.11779105449597
8.755102040816325 36.03694550820966
8.979591836734693 36.95609996192336
9.204081632653061 37.87525441563705
9.428571428571427 38.79440886935075
9.653061224489795 39.71356332306444
9.877551020408161 40.63271777677814
10.102040816326529 41.55187223049183
10.326530612244897 42.471026684205526
10.551020408163264 43.39018113791923
10.775510204081632 44.30933559163292
11.0 45.22849004534662
