count robl ncl
162346 0.0 0
9211 0.0 1
4320 0.25 0
3895 0.2 0
3605 0.0 2
3413 0.16666666666666666 0
3373 0.3333333333333333 0
2662 0.14285714285714285 0
2564 0.5 0
2335 0.1249895544993994 0
1791 0.10002290655556989 0
1788 0.1111111111111111 0
1613 0.28572360846319145 0
1561 0.0 3
1490 0.4 0
1451 0.09090909090909091 0
1248 0.2222222222222222 0
1096 0.08333333333333333 0
1067 0.18182352841752045 0
896 0.07689302884615386 0
890 0.07168384177153703 0
880 0.15384615384615385 0
857 0.0 4
766 0.13348152329875568 0
635 0.3000073516608949 0
633 0.06666666666666667 0
591 0.3749074612441787 0
576 0.06264350918458782 0
514 0.11822903197359595 0
504 0.05583270345175107 0
488 0.2499625149940024 1
486 0.0 5
466 0.6666666666666666 0
464 0.2727407756502584 0
461 0.33331525668835865 2
458 0.1999786984769411 1
445 0.05898776262292455 0
436 0.2307692307692308 0
412 0.16669626647722785 1
399 0.10545760076005835 0
390 0.21428571428571427 0
381 0.42849499581783046 0
380 0.3333114035087719 1
368 0.052716618220050714 0
353 0.14285714285714285 1
350 0.09545194808844074 0
328 0.050093808630394004 0
325 0.14928755234350644 0
325 0.1871937321937322 0
323 0.36389579472697864 0
318 0.1767242746155066 0
318 0.23580482838617076 0
305 0.16666666666666666 2
291 0.1249685692733216 1
291 0.5 1
285 0.11118908382066275 1
278 0.25 2
277 0.047715484890795266 0
260 0.04263517279821627 0
259 0.1371651544065337 0
255 0.10005027652086476 1
253 0.0329227065352954 0
250 0.2 2
248 0.08002409030422614 0
246 0.0 6
237 0.1253001505892183 2
237 0.157651843215634 0
237 0.09090909090909091 1
230 0.06066332857253573 1
228 0.4000059070234509 1
220 0.3074647075396701 0
219 0.028971899157233565 0
219 0.05320378611654747 1
219 0.14278466333260853 2
216 0.1300267031363707 0
214 0.08696232658036802 0
213 0.03928494041170098 0
212 0.2668458852265463 0
209 0.03645477329687856 0
195 0.26120329744706794 0
194 0.2857147825948694 1
190 0.44454527122403703 0
189 0.600188527402698 0
188 0.04545454545454545 0
186 0.22238325345662405 1
183 0.1821326395672096 1
174 0.07714644701940529 1
172 0.09973146429196418 2
169 0.1903771903771904 0
168 0.5000725900116144 2
168 0.2498793436293436 3
163 0.11783134224130254 1
160 0.11125 2
159 0.13354481629078194 2
158 0.09183833199562909 2
158 0.07191372998720945 1
154 0.21065059342571305 0
152 1.0 0
152 0.08324442863916548 1
151 0.0 7
150 0.06672945247806204 1
