robl cc
0.0 2.610277192632191
0.10884353741496598 2.7279974280862107
0.21768707482993196 2.84571766354023
0.32653061224489793 2.9634378989942496
0.43537414965986393 3.081158134448269
0.5442176870748299 3.1988783699022885
0.6530612244897959 3.316598605356308
0.7619047619047619 3.4343188408103273
0.8707482993197279 3.552039076264347
0.9795918367346937 3.6697593117183667
1.0884353741496597 3.787479547172386
1.1972789115646256 3.9051997826264055
1.3061224489795917 4.022920018080425
1.4149659863945576 4.140640253534444
1.5238095238095237 4.258360488988464
1.6326530612244896 4.376080724442483
1.7414965986394557 4.493800959896503
1.8503401360544218 4.611521195350523
1.9591836734693875 4.729241430804542
2.068027210884354 4.8469616662585615
2.1768707482993195 4.964681901712581
2.2857142857142856 5.0824021371666
2.3945578231292513 5.20012237262062
2.5034013605442174 5.31784260807464
2.6122448979591835 5.435562843528659
2.7210884353741496 5.553283078982679
2.8299319727891152 5.671003314436698
2.9387755102040813 5.788723549890717
3.0476190476190474 5.906443785344737
3.1564625850340136 6.024164020798757
3.265306122448979 6.141884256252776
3.3741496598639453 6.259604491706796
3.4829931972789114 6.377324727160815
3.5918367346938775 6.495044962614834
3.7006802721088436 6.612765198068854
3.809523809523809 6.730485433522873
3.918367346938775 6.848205668976893
4.0272108843537415 6.965925904430913
4.136054421768708 7.083646139884932
4.244897959183673 7.201366375338951
4.353741496598639 7.31908661079297
4.462585034013605 7.4368068462469905
4.571428571428571 7.55452708170101
4.680272108843537 7.67224731715503
4.7891156462585025 7.789967552609049
4.897959183673469 7.907687788063068
5.006802721088435 8.025408023517087
5.115646258503401 8.143128258971107
5.224489795918367 8.260848494425128
5.333333333333333 8.378568729879147
