loc hsv count
23.0 739 11
44.0 1643 11
45.0 1031 11
29.0 797 11
45.0 1464 11
72.0 3472 11
52.0 3424 11
41.0 943 11
40.0 2538 11
65.0 3434 11
69.0 4324 11
76.0 4490 11
53.0 2310 11
51.0 3259 11
45.0 2345 11
42.0 1881 11
51.0 2099 11
60.0 2851 11
76.0 5038 12
25.0 2471 12
31.0 418 12
35.0 2805 12
56.0 1825 12
3.0 363 12
43.0 1300 12
46.0 1152 12
10.0 651 12
48.0 3723 12
53.0 3531 12
46.0 2463 12
37.0 2583 12
65.0 3068 12
16.0 1269 12
58.0 2364 12
41.0 2956 12
43.0 1338 12
65.0 2798 12
73.0 2576 12
28.0 2042 12
65.0 3878 12
37.0 2242 12
57.0 1977 12
93.0 4365 12
65.0 3086 12
47.0 3406 12
21.0 360 12
44.0 3183 12
60.0 3861 12
57.0 3119 12
34.0 812 12
38.0 1931 12
14.0 1628 13
69.0 3158 13
14.0 187 13
24.0 471 13
56.0 3475 13
46.0 3074 13
74.0 4014 13
43.0 3032 13
30.0 1884 13
65.0 3139 13
39.0 895 13
46.0 2851 13
72.0 4162 13
33.0 1727 13
60.0 3109 13
8.0 661 13
14.0 1440 13
45.0 2512 13
34.0 2301 13
51.0 3019 14
122.0 7091 14
64.0 2916 14
58.0 3233 14
16.0 1544 14
40.0 786 14
43.0 1127 14
68.0 3378 14
54.0 2935 14
25.0 1628 14
58.0 2441 14
57.0 2278 14
17.0 1374 14
54.0 2744 14
45.0 2150 14
39.0 2486 14
49.0 1310 15
45.0 2732 15
11.0 1349 15
55.0 1548 15
55.0 2787 15
38.0 734 15
69.0 2522 15
44.0 2768 15
66.0 3749 15
54.0 1410 15
54.0 3458 15
48.0 2710 15
13.0 1166 15
50.0 2973 15
49.0 1789 15
27.0 2061 15
18.0 1598 15
52.0 1476 16
36.0 2504 16
69.0 3455 16
57.0 2996 16
38.0 2097 16
54.0 2168 16
29.0 845 16
55.0 3141 16
66.0 2424 16
52.0 2325 16
59.0 3797 16
49.0 1511 16
22.0 1755 16
7.0 724 16
22.0 432 16
36.0 2267 17
62.0 2774 17
53.0 2199 17
39.0 2061 17
37.0 1169 17
41.0 1571 17
41.0 2873 17
35.0 2162 17
65.0 3956 17
70.0 4044 17
80.0 3982 18
64.0 2860 18
7.0 679 18
59.0 2029 18
44.0 2811 18
61.0 2709 18
51.0 2906 18
49.0 3048 18
31.0 1952 18
5.0 394 18
38.0 1475 18
74.0 3560 18
58.0 2670 18
58.0 3167 18
43.0 1701 18
29.0 2080 18
14.0 1112 18
18.0 210 18
34.0 1817 18
22.0 404 19
20.0 346 19
16.0 199 19
44.0 2408 19
37.0 823 19
30.0 2191 19
41.0 1761 19
58.0 3296 19
31.0 859 19
44.0 2357 19
16.0 1221 19
32.0 2594 20
49.0 2372 20
59.0 1905 20
44.0 1534 20
74.0 3101 20
43.0 2475 20
38.0 1240 21
52.0 2499 21
50.0 2693 21
53.0 2471 21
17.0 1392 21
15.0 1077 21
39.0 2254 22
25.0 2099 22
54.0 3242 22
57.0 1943 22
64.0 3632 22
58.0 2089 23
35.0 2401 23
29.0 2018 23
50.0 1924 23
54.0 2263 23
55.0 2386 23
56.0 2626 23
42.0 2627 23
61.0 2409 24
46.0 2298 24
46.0 1824 24
41.0 1400 24
14.0 981 24
20.0 293 24
37.0 1004 24
51.0 1991 25
56.0 3209 25
57.0 2117 25
13.0 1323 25
44.0 2685 25
25.0 605 25
55.0 2348 25
26.0 549 25
39.0 1049 25
39.0 2123 25
45.0 1111 26
43.0 2276 26
40.0 851 26
3.0 374 26
48.0 2830 26
40.0 2135 26
46.0 2231 26
55.0 1577 26
42.0 1594 26
53.0 2059 26
61.0 2337 27
36.0 668 27
12.0 734 27
38.0 906 27
41.0 1386 27
39.0 2086 28
9.0 827 28
39.0 2525 28
44.0 2556 28
25.0 1767 28
33.0 1794 29
40.0 1266 29
25.0 1488 29
41.0 2641 30
36.0 1022 30
48.0 2585 30
21.0 637 30
5.0 277 31
34.0 1997 31
14.0 333 32
8.0 608 32
56.0 2226 32
36.0 988 32
46.0 2447 32
32.0 2147 32
39.0 2039 32
41.0 2390 33
37.0 933 33
51.0 1814 33
42.0 1735 33
33.0 2221 34
31.0 1143 34
16.0 250 34
47.0 1869 35
44.0 1978 35
4.0 244 36
46.0 1205 36
14.0 1235 36
59.0 2568 36
37.0 922 36
21.0 1345 36
37.0 2368 37
49.0 1891 37
36.0 1074 38
41.0 2179 38
20.0 899 38
31.0 723 38
34.0 2446 39
27.0 585 39
46.0 2661 39
51.0 2607 39
37.0 1424 39
39.0 1610 39
20.0 1679 40
29.0 1783 41
30.0 2130 41
29.0 1967 41
32.0 1697 41
39.0 1230 41
43.0 2426 41
4.0 335 42
35.0 2318 42
41.0 2329 42
43.0 1276 43
50.0 2136 43
45.0 2287 44
42.0 2075 44
56.0 2538 44
13.0 766 45
31.0 1895 45
41.0 1856 45
41.0 2009 45
23.0 680 46
32.0 1132 46
27.0 1476 47
36.0 1457 47
12.0 174 48
39.0 965 48
29.0 1739 48
55.0 2212 49
29.0 1661 49
22.0 504 49
37.0 1368 49
23.0 1533 50
36.0 1771 50
24.0 1585 50
21.0 1644 50
37.0 1673 50
46.0 1838 51
36.0 2049 52
25.0 520 52
25.0 1422 53
39.0 1625 53
45.0 2161 54
14.0 305 54
35.0 1196 54
14.0 883 54
20.0 1252 55
39.0 1505 57
20.0 1288 57
20.0 1186 57
35.0 1985 57
23.0 705 59
27.0 835 59
42.0 2200 60
47.0 2243 60
44.0 1912 60
34.0 1873 63
29.0 614 63
42.0 1220 64
21.0 480 64
32.0 1831 64
39.0 1556 64
45.0 1724 65
38.0 2026 65
23.0 1615 65
24.0 1444 65
10.0 584 66
42.0 1806 66
35.0 1708 68
25.0 777 69
39.0 1101 69
44.0 2111 69
38.0 1943 69
28.0 1925 70
27.0 1108 70
27.0 1844 72
13.0 1038 73
26.0 1298 75
27.0 1054 76
1.0 34 77
28.0 1905 79
19.0 325 80
23.0 948 80
41.0 1318 81
12.0 949 81
10.0 811 81
18.0 1405 82
37.0 1523 83
6.0 595 84
28.0 1806 85
43.0 1954 85
28.0 650 85
8.0 532 86
20.0 385 88
31.0 873 92
40.0 1686 94
15.0 754 96
26.0 1515 97
28.0 1716 99
18.0 418 99
38.0 1444 99
31.0 1252 99
32.0 1154 104
39.0 1351 107
27.0 1559 108
38.0 1656 114
30.0 959 119
39.0 1782 120
32.0 744 120
24.0 927 122
38.0 1750 123
34.0 1540 123
25.0 1312 126
34.0 1288 126
35.0 1486 129
36.0 1637 130
20.0 860 133
13.0 796 135
27.0 1169 140
8.0 212 143
33.0 1088 146
28.0 1336 147
16.0 1089 148
22.0 1278 148
24.0 1505 150
33.0 1599 150
29.0 1464 151
16.0 1048 153
21.0 1016 153
16.0 394 155
26.0 694 156
32.0 1578 158
31.0 1411 159
23.0 559 162
28.0 1044 163
24.0 1358 165
20.0 626 167
25.0 987 175
28.0 1376 177
4.0 191 180
7.0 557 180
29.0 1433 189
29.0 1393 189
22.0 1196 195
26.0 1005 200
12.0 569 201
30.0 1184 206
28.0 1323 207
5.0 166 212
14.0 541 212
15.0 922 226
8.0 494 230
16.0 1058 237
10.0 862 244
24.0 908 244
4.0 59 246
16.0 716 257
9.0 506 257
21.0 1138 262
25.0 1213 265
24.0 1072 270
26.0 1263 276
19.0 1100 280
25.0 1233 287
16.0 836 298
22.0 1158 299
1.0 48 303
17.0 998 306
23.0 1120 315
15.0 873 323
27.0 1027 331
9.0 445 334
14.0 907 344
20.0 445 353
5.0 74 371
24.0 889 377
17.0 937 377
7.0 130 378
16.0 960 387
22.0 975 392
23.0 787 403
22.0 806 457
11.0 158 471
8.0 416 481
3.0 91 492
4.0 120 502
11.0 480 505
16.0 617 509
17.0 671 510
9.0 624 511
11.0 433 536
19.0 849 542
23.0 761 542
13.0 744 555
15.0 466 558
14.0 777 563
23.0 820 564
12.0 285 572
13.0 704 586
9.0 325 597
21.0 532 617
14.0 687 618
13.0 366 626
11.0 641 628
11.0 356 631
20.0 728 655
6.0 255 674
19.0 578 721
5.0 109 725
18.0 657 767
12.0 519 767
7.0 222 797
18.0 495 801
3.0 180 874
17.0 597 878
7.0 148 885
7.0 385 937
16.0 552 987
6.0 202 1005
11.0 455 1010
8.0 297 1011
8.0 314 1014
12.0 405 1027
10.0 344 1095
10.0 236 1120
9.0 267 1148
