nobl ncl
0.0 0.043945151709094354
4.551020408163265 2.664291749174511
9.10204081632653 5.284638346639927
13.653061224489797 7.904984944105344
18.20408163265306 10.52533154157076
22.755102040816325 13.145678139036175
27.306122448979593 15.766024736501594
31.857142857142854 18.38637133396701
36.40816326530612 21.006717931432426
40.95918367346938 23.627064528897844
45.51020408163265 26.247411126363257
50.06122448979591 28.867757723828674
54.61224489795919 31.488104321294095
59.16326530612244 34.10845091875951
63.71428571428571 36.72879751622492
68.26530612244898 39.349144113690336
72.81632653061224 41.96949071115576
77.36734693877551 44.58983730862118
81.91836734693877 47.21018390608659
86.46938775510203 49.83053050355201
91.0204081632653 52.45087710101742
95.57142857142857 55.07122369848284
100.12244897959182 57.69157029594825
104.67346938775509 60.311916893413674
109.22448979591837 62.932263490879095
113.77551020408164 65.55261008834451
118.32653061224488 68.17295668580992
122.87755102040815 70.79330328327534
127.42857142857142 73.41364988074075
131.9795918367347 76.03399647820618
136.53061224489795 78.65434307567158
141.0816326530612 81.274689673137
145.6326530612245 83.89503627060242
150.18367346938774 86.51538286806783
154.73469387755102 89.13572946553326
159.28571428571428 91.75607606299866
163.83673469387753 94.37642266046409
168.3877551020408 96.9967692579295
172.93877551020407 99.61711585539493
177.48979591836732 102.23746245286033
182.0408163265306 104.85780905032574
186.59183673469386 107.47815564779117
191.14285714285714 110.09850224525658
195.6938775510204 112.71884884272201
200.24489795918365 115.33919544018741
204.79591836734693 117.95954203765282
209.34693877551018 120.57988863511825
213.89795918367346 123.20023523258367
218.44897959183675 125.8205818300491
223.0 128.4409284275145
