count nobl hsv
1 65.0 22607
1 28.0 10531
1 35.0 17526
1 52.0 27910
1 24.0 13337
1 50.0 15942
1 17.0 8050
1 67.0 29951
1 35.0 8371
1 26.0 5847
1 43.0 11804
1 28.0 13300
1 20.0 10227
1 40.0 20669
1 15.0 10484
1 71.0 29100
1 12.0 20803
1 8.0 13075
1 69.0 40917
1 54.0 19227
1 47.0 21260
1 71.0 17227
1 14.0 19802
1 10.0 15817
1 25.0 7077
1 72.0 17062
1 45.0 14842
1 49.0 30320
1 33.0 11333
1 0.0 54549
1 48.0 19849
1 0.0 49191
1 12.0 16263
1 4.0 16718
1 25.0 9734
1 94.0 42861
1 38.0 12417
1 37.0 18742
1 23.0 11392
1 0.0 16882
1 55.0 20179
1 25.0 2212
1 37.0 16024
1 47.0 18182
1 3.0 11411
1 7.0 18882
1 59.0 21176
1 38.0 15139
1 15.0 15403
1 28.0 1205
1 19.0 18324
1 1.0 10990
1 35.0 16264
1 9.0 11931
1 25.0 12301
1 9.0 13242
1 80.0 49002
1 32.0 22999
1 42.0 18412
1 14.0 15464
1 24.0 20801
1 80.0 30002
1 21.0 11745
1 32.0 11003
1 19.0 10581
1 62.0 10006
1 1.0 17811
1 46.0 20535
1 66.0 36983
1 11.0 10504
1 41.0 15826
1 4.0 12704
1 18.0 18874
1 40.0 8917
1 26.0 13078
1 37.0 17516
1 34.0 3995
1 4.0 14829
1 20.0 16345
1 7.0 17324
1 27.0 7172
1 47.0 10388
1 49.0 17270
1 12.0 13417
1 34.0 17305
1 43.0 13978
1 37.0 23537
1 1.0 51476
1 30.0 20640
1 14.0 36873
1 62.0 23179
1 42.0 12888
1 79.0 34104
1 47.0 11794
1 50.0 12911
1 29.0 15296
1 24.0 10123
1 27.0 11336
1 11.0 17067
1 36.0 15625
1 38.0 7908
1 20.0 14675
1 47.0 4644
1 21.0 18294
1 40.0 14806
1 6.0 9722
1 33.0 20468
1 47.0 33567
1 3.0 8013
1 30.0 7662
1 82.0 40048
1 41.0 18978
1 112.0 55848
1 38.0 23215
1 16.0 20385
1 1.0 7788
1 7.0 27909
1 24.0 5165
1 44.0 14201
1 49.0 1804
1 29.0 17957
1 30.0 5359
1 20.0 11844
1 33.0 7391
1 17.0 10864
1 37.0 13160
1 0.0 215182
1 15.0 8679
1 26.0 2319
1 68.0 21839
1 83.0 46719
1 56.0 6160
1 43.0 9253
1 36.0 4612
1 28.0 3028
1 21.0 16468
1 40.0 23870
1 44.0 22845
1 29.0 11775
1 2.0 25110
1 51.0 15317
1 24.0 1888
1 47.0 39144
1 62.0 28174
1 2.0 13099
1 30.0 12114
1 45.0 16490
1 34.0 1880
1 24.0 7030
1 10.0 12928
1 36.0 1956
1 31.0 1364
1 11.0 21405
1 42.0 26153
1 15.0 18379
1 28.0 6745
1 2.0 15481
1 8.0 15873
1 81.0 42007
1 56.0 25541
1 19.0 13972
1 9.0 15602
1 12.0 11912
1 17.0 22064
1 37.0 11508
1 42.0 16700
1 46.0 18885
1 80.0 38567
1 70.0 27469
1 27.0 14136
1 32.0 15064
1 9.0 9350
1 40.0 12453
1 54.0 55433
1 7.0 12521
1 17.0 14226
1 12.0 10422
1 16.0 16022
1 6.0 13327
1 9.0 18997
1 118.0 60698
1 49.0 5368
1 25.0 10929
1 41.0 4049
1 67.0 20041
1 18.0 9143
1 19.0 12603
1 12.0 14557
1 35.0 7114
1 71.0 39285
1 143.0 77586
1 23.0 12397
1 29.0 1923
1 23.0 730
1 23.0 10254
1 31.0 21094
1 21.0 20903
1 15.0 11861
1 79.0 41983
1 31.0 8962
1 1.0 8941
1 63.0 22419
1 34.0 14911
1 65.0 24739
1 35.0 13361
1 9.0 20693
1 96.0 53911
1 0.0 35621
1 28.0 7782
1 13.0 14581
1 36.0 8162
1 26.0 6202
1 36.0 14154
1 32.0 14547
1 111.0 65557
1 59.0 11362
1 81.0 45518
1 19.0 813
1 18.0 12973
1 23.0 229
1 0.0 48687
1 9.0 15053
1 35.0 19643
1 47.0 12343
1 1.0 8410
1 40.0 5520
1 53.0 22637
1 17.0 8761
1 127.0 59396
1 99.0 30245
1 16.0 9045
1 74.0 18277
1 29.0 5307
1 26.0 10658
1 23.0 4308
1 106.0 54260
1 29.0 11202
1 21.0 10449
1 31.0 7549
1 37.0 12040
1 29.0 6486
1 28.0 3618
1 42.0 17337
1 21.0 17046
1 60.0 29647
1 12.0 12875
1 12.0 10891
1 22.0 14866
1 53.0 22120
1 23.0 5942
1 20.0 9656
1 40.0 15422
1 11.0 9636
1 21.0 18811
1 67.0 28663
1 27.0 4378
1 26.0 9464
1 35.0 20174
1 26.0 3959
1 63.0 44312
1 0.0 25358
1 48.0 23490
1 72.0 45096
1 62.0 36633
1 1.0 9851
1 2.0 10821
1 4.0 10145
1 93.0 44015
1 18.0 9525
1 33.0 15585
1 33.0 11764
1 18.0 44101
1 108.0 31750
1 52.0 11889
1 10.0 10595
1 35.0 5573
1 16.0 10970
1 102.0 46743
1 26.0 7414
1 28.0 7172
1 31.0 19456
1 144.0 87222
1 19.0 15927
1 31.0 8593
1 22.0 1060
1 19.0 12149
1 10.0 10977
1 63.0 25505
1 24.0 7371
1 43.0 16612
1 125.0 90817
1 7.0 24798
1 132.0 73206
1 36.0 13651
1 12.0 17718
1 28.0 14858
1 0.0 21455
1 10.0 10110
1 32.0 6401
1 24.0 4159
1 35.0 5175
1 13.0 8324
1 29.0 4345
1 23.0 20657
1 7.0 10456
1 0.0 56087
1 9.0 8859
1 29.0 9871
1 21.0 1254
1 118.0 70759
1 27.0 8968
1 48.0 17062
1 89.0 66320
1 28.0 4055
1 21.0 2151
1 74.0 56551
1 43.0 17189
1 4.0 6006
1 42.0 16000
1 14.0 9179
1 2.0 17649
1 38.0 17038
1 24.0 1028
1 28.0 16047
1 25.0 1181
1 97.0 55615
1 32.0 14045
1 46.0 27508
1 31.0 11447
1 3.0 17697
1 76.0 21959
1 36.0 14627
1 5.0 7461
1 15.0 8008
1 70.0 31874
1 110.0 36283
1 30.0 6737
1 26.0 14669
1 10.0 11394
1 41.0 9326
1 23.0 13309
1 3.0 7260
1 14.0 14390
1 8.0 14731
1 37.0 14126
1 27.0 3250
1 62.0 6220
1 1.0 14291
1 31.0 22289
1 34.0 8703
1 33.0 4365
1 43.0 4142
1 22.0 13702
1 82.0 45434
1 4.0 8638
1 0.0 38649
1 5.0 11028
1 43.0 16191
1 0.0 31449
1 62.0 25275
1 7.0 11565
1 35.0 3912
1 57.0 15146
1 35.0 9842
1 37.0 4630
1 31.0 5899
1 41.0 12793
1 50.0 17849
1 39.0 21476
1 12.0 8474
1 9.0 36749
1 20.0 18901
1 0.0 22720
1 7.0 9372
1 77.0 30686
1 29.0 7086
1 80.0 40386
1 73.0 40588
1 49.0 11436
1 62.0 16355
1 9.0 11264
1 0.0 182327
1 27.0 14799
1 70.0 26658
1 26.0 12010
1 24.0 2433
1 6.0 7667
1 0.0 42934
1 29.0 5910
1 23.0 1275
1 97.0 48049
1 24.0 3083
1 100.0 54307
1 0.0 30433
1 90.0 37722
1 30.0 4319
1 30.0 12905
1 35.0 14014
1 13.0 10671
1 80.0 17131
1 0.0 29672
1 36.0 18742
1 24.0 4699
1 7.0 7313
1 34.0 15252
1 42.0 33425
1 6.0 10998
1 2.0 7884
1 25.0 2958
1 13.0 19856
1 27.0 2388
1 49.0 12170
1 25.0 7696
1 24.0 11603
1 28.0 11328
1 18.0 12001
1 7.0 13960
1 53.0 16221
1 6.0 9074
1 49.0 32061
1 49.0 4655
1 3.0 9484
1 38.0 16068
