count robl rocl
162346 0.0 0
4323 0.25 0
3895 0.2 0
3413 0.16666666666666666 0
3375 0.3333333333333333 0
2662 0.14285714285714285 0
2565 0.5 0
2335 0.1249895544993994 0
1788 0.1111111111111111 0
1775 0.1 0
1614 0.2857213331680168 0
1490 0.4 0
1451 0.09090909090909091 0
1316 0.0 0
1248 0.2222222222222222 0
1244 0.0 0
1187 0.0 0
1111 0.0 0
1106 0.0 0
1096 0.08333333333333333 0
1067 0.18182352841752045 0
909 0.1537717874351538 0
896 0.07689302884615386 0
890 0.07168384177153703 0
860 0.0 0
826 0.0 0
763 0.0 0
757 0.0 0
703 0.13333333333333333 0
692 0.06686266693242973 0
635 0.3000073516608949 0
593 0.374907447799522 0
576 0.06264350918458782 0
563 0.0 0
561 0.0 0
514 0.11822903197359595 0
504 0.05583270345175107 0
497 0.0 1
482 0.0 0
466 0.6666666666666666 0
464 0.2727407756502584 0
445 0.05898776262292455 0
436 0.2307692307692308 0
429 0.0 0
429 0.0 0
426 0.0 0
394 0.0 0
390 0.21428571428571427 0
381 0.42849499581783046 0
368 0.052716618220050714 0
342 0.0 0
341 0.10490233767559451 0
338 0.1872704805397113 0
337 0.25002119542178886 0
328 0.050093808630394004 0
327 0.044614473413835204 0
326 0.0 0
325 0.14296240822783146 0
323 0.36389579472697864 0
323 0.20004264183964007 0
322 0.1367679767229992 0
318 0.1767242746155066 0
297 0.16668035367222359 0
296 0.14906930783006822 0
290 0.0 0
287 0.034155606408167324 0
284 0.3333333333333333 0
277 0.047715484890795266 0
272 0.0 0
271 0.12496624966249663 0
267 0.5 0
262 0.09495978735005452 0
258 0.19147575448464696 0
257 0.0 0
253 0.029678645323262854 0
250 0.23518183694530445 0
248 0.08002409030422614 0
248 0.0 0
237 0.157651843215634 0
235 0.04085815602836879 0
232 0.09081689101973078 0
227 0.10002259121201854 0
218 0.3999942038404738 0
216 0.037689933523266855 0
216 0.1300267031363707 0
214 0.11114078029965879 0
214 0.3073839565103279 0
214 0.08696232658036802 0
213 0.0 0
212 0.2668458852265463 0
197 0.24996904791382937 0
195 0.26120329744706794 0
191 0.44452763352437324 0
190 0.6001875351532102 0
189 0.1666947495374745 0
182 0.22254111735678553 0
180 0.07736336032388665 0
180 0.2857357067883383 0
174 0.3333333333333333 0
168 0.02530005304968628 0
164 0.20000000000000004 0
163 0.0 0
160 0.08379009638520508 0
159 0.18176031184968625 0
159 0.3333333333333333 0
154 0.21065059342571305 0
153 0.13362733930685247 0
153 0.23979044141118053 0
152 1.0 0
145 0.04784460003131155 0
145 0.17305405929739684 0
142 0.3840061485049058 0
139 0.1607722366134991 0
139 0.10058036376662577 0
139 0.11154685259636592 0
138 0.15417007604650626 0
137 0.07162120283003316 0
137 0.029060407363017675 0
135 0.14380923703416928 0
135 0.3572834079500746 0
133 0.0 0
132 0.2780613607337745 0
131 0.29358208693428195 0
130 0.22709588798298475 0
128 0.0 0
128 0.16656109234234234 0
127 0.10296045990202642 0
126 0.12492968115312726 0
126 0.15254858310413866 0
126 0.7499359959037378 0
125 0.25 0
125 0.03622527051492569 0
124 0.2074408761536616 0
123 0.11512552488162245 0
123 0.41748910697935504 0
120 0.16696089818041038 0
118 0.06699785700370155 0
117 0.22247472976557686 0
115 0.3179199506701638 0
113 0.07160786947102508 0
113 0.14287521836812161 0
110 0.14908951257718703 0
109 0.21759227426225686 0
108 0.0 0
108 0.06100011553442926 0
108 0.11757420139773081 0
107 0.2000655133229749 0
107 0.06261305396442568 0
107 0.3002301464918288 0
105 0.0 0
105 0.06513317266098133 0
104 0.12574262740981104 0
103 0.0 0
102 0.11038980156627215 0
102 0.22995362480656598 0
101 0.05901766647252961 0
101 0.1819053700241819 0
100 0.15825977576603636 0
100 0.027877164718272954 0
100 0.05466257987310619 0
99 0.08371081414559675 0
98 0.31242271539157535 0
97 0.11804430863254392 0
97 0.24965171356923935 0
96 0.03686431477738949 0
96 0.27280163686413683 0
96 0.0 0
94 0.25055074363585 0
93 0.09537451309551002 0
93 0.0 0
92 0.05265021226119624 0
92 0.4002557544757034 0
92 0.1771514078419449 0
91 0.06675060201200357 0
90 0.18737705959928183 0
90 0.28582539457963907 0
89 0.1624544080143935 0
88 0.2504829847571783 0
88 0.0 0
88 0.09691724483227238 0
88 0.2143871753246753 0
87 0.2502991623681279 0
87 0.22440969095585336 0
85 0.3333333333333333 0
84 0.23606072109991644 0
84 0.05574452003023431 0
83 0.23638011803000145 0
82 0.20000000000000004 0
82 0.3333333333333333 0
82 0.16598261922185853 0
82 0.04169229409685401 0
82 0.1342842766307863 0
80 0.04927594255338158 0
80 0.12306625488332805 0
80 0.3748396164021164 0
80 0.5714285714285714 0
79 0.10450930042236987 0
78 0.49984365228267663 0
77 0.3490683229813665 0
77 0.2 0
77 0.07640555717027385 0
77 0.09151470505557595 0
76 0.10047605791283747 0
76 0.3751588864392141 0
75 0.08711776884666911 0
74 0.29976595326356853 0
74 0.15806446574712188 0
74 0.1073906918501513 0
