nobl coco
0.0 0.7909538815728077
4.551020408163265 6.337439849566028
9.10204081632653 11.883925817559248
13.653061224489797 17.43041178555247
18.20408163265306 22.97689775354569
22.755102040816325 28.52338372153891
27.306122448979593 34.069869689532126
31.857142857142854 39.61635565752535
36.40816326530612 45.16284162551857
40.95918367346938 50.70932759351179
45.51020408163265 56.25581356150501
50.06122448979591 61.80229952949823
54.61224489795919 67.34878549749145
59.16326530612244 72.89527146548467
63.71428571428571 78.44175743347789
68.26530612244898 83.98824340147111
72.81632653061224 89.53472936946433
77.36734693877551 95.08121533745756
81.91836734693877 100.62770130545077
86.46938775510203 106.174187273444
91.0204081632653 111.72067324143721
95.57142857142857 117.26715920943043
100.12244897959182 122.81364517742365
104.67346938775509 128.3601311454169
109.22448979591837 133.9066171134101
113.77551020408164 139.45310308140336
118.32653061224488 144.99958904939655
122.87755102040815 150.54607501738977
127.42857142857142 156.092560985383
131.9795918367347 161.63904695337624
136.53061224489795 167.18553292136943
141.0816326530612 172.73201888936265
145.6326530612245 178.27850485735587
150.18367346938774 183.8249908253491
154.73469387755102 189.37147679334234
159.28571428571428 194.91796276133553
163.83673469387753 200.46444872932875
168.3877551020408 206.01093469732197
172.93877551020407 211.55742066531522
177.48979591836732 217.1039066333084
182.0408163265306 222.65039260130163
186.59183673469386 228.19687856929485
191.14285714285714 233.74336453728807
195.6938775510204 239.28985050528132
200.24489795918365 244.8363364732745
204.79591836734693 250.38282244126773
209.34693877551018 255.92930840926095
213.89795918367346 261.4757943772542
218.44897959183675 267.0222803452474
223.0 272.56876631324064
