loc midx count
37.0 96 5
33.0 99 5
43.0 91 5
39.0 95 5
33.0 93 5
45.0 89 5
27.0 98 5
84.0 73 5
75.0 88 5
54.0 89 5
69.0 88 5
65.0 83 5
47.0 94 5
38.0 94 5
46.0 93 5
29.0 98 5
32.0 99 5
28.0 99 5
38.0 93 5
38.0 93 5
30.0 99 5
102.0 78 5
63.0 86 5
35.0 97 5
90.0 80 5
45.0 92 5
29.0 99 5
228.0 61 5
60.0 89 5
30.0 97 5
43.0 94 5
43.0 94 5
43.0 92 5
55.0 88 5
84.0 76 5
68.0 84 5
48.0 92 5
30.0 99 5
30.0 99 5
48.0 91 5
51.0 90 5
49.0 89 5
72.0 84 5
207.0 71 5
59.0 92 5
92.0 80 5
66.0 84 5
34.0 99 5
72.0 91 5
50.0 94 5
25.0 97 5
37.0 98 5
34.0 96 5
43.0 94 5
41.0 93 5
41.0 93 5
48.0 91 5
38.0 96 5
41.0 94 5
44.0 95 5
77.0 83 5
62.0 88 5
43.0 93 5
39.0 96 5
49.0 91 5
29.0 95 5
47.0 93 5
38.0 93 5
30.0 99 5
48.0 92 5
45.0 92 5
101.0 78 5
37.0 98 5
29.0 98 5
35.0 97 5
66.0 85 5
69.0 85 5
34.0 98 5
42.0 93 5
70.0 83 5
30.0 98 5
44.0 91 5
36.0 98 5
71.0 85 5
766.0 0 5
31.0 98 5
125.0 76 5
31.0 99 5
31.0 97 5
29.0 99 5
36.0 98 5
66.0 85 5
46.0 92 5
82.0 86 5
45.0 94 5
50.0 91 5
30.0 99 5
27.0 96 5
100.0 81 5
98.0 78 5
79.0 81 5
47.0 89 5
34.0 96 5
46.0 93 5
36.0 94 5
39.0 95 5
44.0 90 5
115.0 75 6
50.0 93 6
90.0 81 6
35.0 98 6
55.0 88 6
66.0 87 6
124.0 75 6
43.0 93 6
53.0 92 6
34.0 93 6
131.0 72 6
52.0 90 6
53.0 87 6
28.0 98 6
61.0 78 6
32.0 97 6
31.0 98 6
38.0 90 6
36.0 99 6
61.0 86 6
44.0 92 6
28.0 97 6
48.0 0 6
44.0 93 6
39.0 94 6
84.0 78 6
40.0 96 6
37.0 92 6
49.0 94 6
50.0 88 6
46.0 92 6
28.0 99 6
39.0 93 6
36.0 96 6
78.0 82 6
49.0 88 6
30.0 98 6
31.0 97 6
44.0 93 6
47.0 94 6
64.0 85 6
28.0 98 6
42.0 93 6
66.0 85 6
83.0 78 6
31.0 97 6
45.0 94 6
34.0 98 6
39.0 96 6
30.0 98 6
49.0 90 6
48.0 89 6
49.0 87 6
44.0 92 6
34.0 95 6
43.0 95 6
46.0 90 6
29.0 97 6
49.0 93 6
25.0 99 6
114.0 79 6
35.0 98 6
79.0 82 6
39.0 93 6
35.0 96 6
36.0 98 6
54.0 91 6
116.0 78 6
33.0 99 6
86.0 77 6
49.0 94 6
72.0 86 6
75.0 81 6
72.0 85 6
92.0 84 6
74.0 88 6
50.0 90 6
34.0 94 6
53.0 93 6
53.0 92 6
58.0 90 6
47.0 91 6
33.0 97 6
31.0 98 6
44.0 93 6
42.0 96 6
38.0 96 6
33.0 100 6
29.0 99 6
42.0 93 6
64.0 82 6
150.0 69 6
38.0 95 6
67.0 88 6
65.0 88 6
56.0 89 6
47.0 90 6
30.0 98 6
33.0 93 6
62.0 89 6
84.0 83 6
30.0 99 6
47.0 92 6
55.0 90 6
39.0 95 6
68.0 84 6
38.0 94 6
45.0 94 6
28.0 96 6
38.0 98 6
47.0 93 6
39.0 99 6
103.0 71 7
38.0 95 7
86.0 83 7
25.0 97 7
30.0 96 7
52.0 90 7
56.0 93 7
62.0 87 7
34.0 97 7
36.0 97 7
34.0 96 7
70.0 86 7
55.0 84 7
44.0 94 7
45.0 92 7
32.0 98 7
74.0 87 7
33.0 95 7
41.0 93 7
40.0 95 7
40.0 94 7
117.0 79 7
75.0 85 7
56.0 89 7
32.0 96 7
30.0 97 7
45.0 90 7
34.0 98 7
160.0 73 7
75.0 80 7
51.0 86 7
53.0 90 7
35.0 98 7
53.0 89 7
39.0 93 7
31.0 99 7
35.0 97 7
71.0 88 7
53.0 93 7
44.0 96 7
34.0 99 7
33.0 98 7
82.0 80 7
34.0 99 7
77.0 83 7
222.0 60 7
50.0 88 7
36.0 94 7
141.0 71 7
31.0 99 7
80.0 82 7
41.0 99 7
39.0 94 7
41.0 93 7
39.0 97 7
56.0 91 7
54.0 91 7
51.0 87 7
42.0 94 7
38.0 93 7
47.0 90 7
40.0 88 7
27.0 99 7
47.0 91 7
72.0 85 7
42.0 97 7
38.0 95 7
54.0 92 7
30.0 96 7
50.0 91 7
41.0 92 7
35.0 97 7
36.0 96 7
34.0 98 7
54.0 90 7
39.0 96 7
49.0 91 7
55.0 92 7
67.0 80 7
30.0 97 7
33.0 95 7
34.0 92 7
72.0 81 7
56.0 92 7
69.0 82 8
46.0 95 8
28.0 97 8
49.0 96 8
152.0 72 8
37.0 99 8
40.0 97 8
45.0 94 8
34.0 99 8
35.0 96 8
72.0 86 8
47.0 91 8
27.0 98 8
37.0 99 8
35.0 96 8
37.0 97 8
40.0 97 8
105.0 85 8
35.0 98 8
69.0 85 8
25.0 98 8
30.0 99 8
52.0 91 8
43.0 96 8
28.0 97 8
25.0 98 8
30.0 98 8
53.0 92 8
39.0 94 8
35.0 97 8
58.0 87 8
58.0 89 8
37.0 95 8
40.0 95 8
43.0 95 8
41.0 96 8
43.0 93 8
85.0 80 8
30.0 99 8
36.0 94 8
56.0 90 8
52.0 90 8
32.0 98 8
38.0 97 8
65.0 85 8
63.0 85 8
65.0 87 8
31.0 99 8
59.0 89 8
61.0 90 8
41.0 94 8
168.0 77 8
31.0 98 8
30.0 99 8
47.0 90 8
74.0 81 8
70.0 89 8
47.0 92 8
35.0 96 8
37.0 94 8
77.0 85 8
36.0 93 8
36.0 97 8
41.0 96 8
50.0 89 8
33.0 98 8
42.0 97 8
41.0 91 8
105.0 80 8
41.0 94 8
63.0 86 8
45.0 91 8
45.0 94 8
34.0 97 8
41.0 95 8
58.0 87 8
39.0 95 8
54.0 91 8
43.0 95 8
41.0 95 8
37.0 96 8
32.0 97 8
28.0 95 8
31.0 99 8
28.0 98 8
60.0 88 9
55.0 93 9
37.0 94 9
33.0 99 9
69.0 84 9
33.0 97 9
45.0 93 9
37.0 99 9
36.0 98 9
29.0 99 9
37.0 98 9
29.0 97 9
67.0 88 9
133.0 75 9
64.0 90 9
92.0 83 9
39.0 94 9
126.0 80 9
319.0 60 9
29.0 99 9
39.0 92 9
35.0 94 9
47.0 94 9
73.0 88 9
32.0 98 9
28.0 98 9
57.0 91 9
95.0 78 9
50.0 88 9
33.0 97 9
24.0 98 9
183.0 70 9
35.0 97 9
95.0 73 9
40.0 94 9
40.0 95 9
86.0 82 9
110.0 78 9
55.0 89 9
36.0 98 9
33.0 98 9
48.0 90 9
42.0 98 9
59.0 87 9
31.0 97 9
33.0 97 9
38.0 94 9
42.0 93 9
67.0 84 9
42.0 91 9
33.0 99 9
36.0 94 9
67.0 87 9
104.0 81 9
27.0 99 9
37.0 93 9
46.0 90 10
57.0 87 10
41.0 91 10
35.0 97 10
33.0 97 10
59.0 85 10
72.0 85 10
48.0 92 10
40.0 92 10
238.0 64 10
39.0 91 10
87.0 81 10
52.0 91 10
58.0 88 10
29.0 97 10
32.0 97 10
31.0 97 10
33.0 99 10
28.0 99 10
24.0 99 10
76.0 82 10
30.0 97 10
45.0 91 10
48.0 90 10
38.0 96 10
27.0 99 10
108.0 79 10
33.0 95 10
146.0 78 10
36.0 96 10
32.0 98 10
39.0 93 10
65.0 83 10
73.0 81 10
29.0 98 10
44.0 91 10
85.0 85 10
41.0 97 10
80.0 81 10
38.0 95 10
29.0 99 10
50.0 89 10
33.0 97 10
37.0 94 10
60.0 88 10
40.0 96 10
28.0 99 10
50.0 93 10
45.0 93 10
57.0 88 10
32.0 96 10
143.0 74 10
54.0 88 10
39.0 98 10
41.0 94 10
59.0 88 11
30.0 99 11
42.0 91 11
44.0 94 11
59.0 86 11
37.0 97 11
55.0 89 11
29.0 98 11
66.0 87 11
74.0 85 11
38.0 96 11
41.0 93 11
30.0 97 11
84.0 87 11
47.0 94 11
23.0 98 11
48.0 91 11
53.0 90 11
34.0 99 11
28.0 98 11
34.0 98 11
50.0 91 11
56.0 91 11
33.0 97 11
67.0 85 11
56.0 87 11
65.0 90 11
39.0 96 11
60.0 87 11
38.0 94 11
72.0 84 11
46.0 94 11
43.0 92 11
28.0 98 11
33.0 99 11
60.0 84 11
32.0 99 11
31.0 99 11
43.0 96 11
41.0 93 11
48.0 91 11
35.0 97 12
32.0 97 12
38.0 95 12
24.0 99 12
52.0 89 12
93.0 80 12
36.0 95 12
27.0 99 12
38.0 98 12
49.0 93 12
113.0 81 12
68.0 88 12
37.0 99 12
109.0 76 12
28.0 99 12
79.0 87 12
37.0 100 12
29.0 99 12
31.0 99 12
44.0 93 12
34.0 94 12
31.0 98 12
28.0 98 12
41.0 95 12
36.0 96 12
33.0 96 12
54.0 92 12
63.0 88 12
61.0 88 12
52.0 93 12
102.0 85 12
38.0 95 12
44.0 92 12
33.0 98 12
35.0 96 12
59.0 89 12
44.0 93 12
58.0 88 12
47.0 93 12
39.0 96 12
34.0 96 12
39.0 93 12
51.0 91 12
37.0 93 12
58.0 88 12
46.0 88 12
39.0 96 12
40.0 96 12
68.0 84 12
39.0 95 12
44.0 94 12
58.0 89 12
70.0 89 13
44.0 91 13
38.0 93 13
38.0 97 13
43.0 94 13
96.0 75 13
30.0 97 13
43.0 91 13
34.0 100 13
74.0 88 13
68.0 87 13
27.0 99 13
76.0 86 13
71.0 86 13
34.0 96 13
32.0 98 13
28.0 96 13
32.0 93 13
41.0 93 13
36.0 96 13
27.0 99 13
34.0 99 13
52.0 93 13
34.0 99 13
56.0 89 13
63.0 87 13
73.0 87 13
37.0 96 13
102.0 81 13
121.0 76 13
36.0 95 13
33.0 98 13
53.0 91 13
47.0 92 13
33.0 97 13
76.0 86 14
32.0 99 14
35.0 99 14
122.0 71 14
80.0 83 14
59.0 86 14
32.0 97 14
53.0 90 14
49.0 95 14
31.0 97 14
98.0 79 14
35.0 96 14
55.0 90 14
76.0 86 14
44.0 91 14
46.0 92 14
31.0 97 14
65.0 85 14
31.0 99 14
47.0 95 14
43.0 93 14
64.0 89 14
39.0 95 14
46.0 92 14
30.0 98 14
37.0 96 14
29.0 98 15
37.0 96 15
76.0 86 15
35.0 99 15
30.0 98 15
46.0 91 15
34.0 98 15
34.0 97 15
31.0 97 15
93.0 78 15
51.0 89 15
38.0 94 15
39.0 97 15
42.0 94 15
38.0 94 15
109.0 74 15
55.0 92 15
47.0 87 15
49.0 96 15
43.0 92 15
36.0 96 15
37.0 96 15
73.0 85 15
34.0 97 15
32.0 99 15
35.0 98 15
118.0 77 15
24.0 99 16
41.0 95 16
30.0 95 16
29.0 99 16
79.0 83 16
68.0 86 16
44.0 93 16
66.0 84 16
45.0 93 16
32.0 96 16
27.0 98 16
39.0 97 16
66.0 83 16
33.0 96 16
47.0 90 16
41.0 94 16
48.0 92 16
57.0 90 16
32.0 97 16
53.0 91 16
76.0 80 16
42.0 95 17
39.0 98 17
35.0 95 17
33.0 99 17
41.0 93 17
54.0 91 17
45.0 96 17
139.0 74 17
34.0 99 17
48.0 89 17
34.0 98 17
43.0 92 17
52.0 86 17
38.0 98 17
38.0 95 17
35.0 96 17
28.0 99 17
31.0 98 17
47.0 95 17
29.0 98 17
30.0 99 17
30.0 98 17
32.0 98 17
44.0 93 17
31.0 98 17
50.0 94 17
57.0 89 18
40.0 100 18
87.0 84 18
54.0 91 18
45.0 92 18
56.0 87 18
43.0 94 18
34.0 99 18
37.0 97 18
36.0 99 18
36.0 95 18
38.0 96 18
41.0 94 18
31.0 98 18
59.0 89 19
32.0 97 19
33.0 98 19
92.0 83 19
38.0 98 19
67.0 86 19
73.0 84 19
34.0 95 19
38.0 92 19
46.0 93 19
56.0 95 19
41.0 93 19
49.0 93 19
41.0 95 19
275.0 57 19
29.0 98 19
39.0 98 19
58.0 88 19
33.0 95 20
22.0 100 20
66.0 83 20
39.0 94 20
47.0 95 20
32.0 97 20
48.0 93 20
40.0 97 20
47.0 92 20
43.0 95 20
103.0 75 20
36.0 95 20
39.0 100 20
31.0 99 20
61.0 84 20
27.0 99 20
52.0 91 20
32.0 96 20
34.0 97 20
26.0 98 20
28.0 97 20
29.0 99 21
34.0 96 21
35.0 99 21
52.0 94 21
55.0 88 21
37.0 93 21
35.0 95 21
33.0 96 21
88.0 81 21
36.0 96 21
82.0 81 21
131.0 71 21
38.0 94 21
28.0 98 21
29.0 96 21
54.0 86 21
53.0 95 21
95.0 79 21
36.0 95 21
52.0 87 21
104.0 80 21
35.0 97 21
37.0 97 21
31.0 99 21
49.0 92 22
33.0 98 22
36.0 96 22
36.0 96 22
61.0 89 22
44.0 96 22
34.0 96 22
45.0 92 22
40.0 95 22
39.0 95 22
29.0 99 22
36.0 98 22
46.0 96 23
43.0 92 23
68.0 85 23
37.0 96 23
39.0 95 23
30.0 99 23
40.0 96 23
34.0 97 23
28.0 99 23
46.0 95 23
36.0 99 23
70.0 87 24
46.0 93 24
66.0 87 24
80.0 84 24
35.0 97 24
80.0 86 24
38.0 92 24
105.0 80 24
33.0 98 24
36.0 97 24
29.0 99 24
27.0 99 24
37.0 95 24
46.0 95 25
39.0 98 25
30.0 99 25
39.0 94 25
29.0 99 25
35.0 95 25
40.0 95 25
28.0 98 25
59.0 85 25
34.0 96 25
33.0 98 25
89.0 80 25
107.0 77 25
43.0 92 25
89.0 86 26
30.0 98 26
29.0 95 26
32.0 97 26
53.0 89 26
37.0 96 26
207.0 64 26
37.0 95 26
47.0 92 26
43.0 93 26
31.0 98 27
28.0 99 27
137.0 74 27
51.0 89 27
34.0 99 27
28.0 99 27
40.0 94 27
38.0 91 27
33.0 99 27
32.0 99 27
15.0 100 28
4.0 100 28
47.0 94 28
30.0 99 28
34.0 97 28
39.0 93 28
54.0 88 28
32.0 89 28
42.0 96 28
32.0 99 28
35.0 96 28
44.0 92 29
32.0 99 29
38.0 100 29
39.0 97 29
57.0 90 29
40.0 95 29
35.0 98 29
45.0 97 30
37.0 95 30
54.0 89 30
36.0 97 30
37.0 94 30
33.0 99 30
37.0 94 30
41.0 95 31
38.0 96 31
38.0 93 31
35.0 97 31
29.0 99 31
30.0 94 31
32.0 99 31
33.0 98 31
39.0 93 32
33.0 99 32
38.0 94 32
115.0 79 33
58.0 88 33
56.0 92 33
37.0 97 33
52.0 88 33
43.0 93 33
51.0 91 33
37.0 97 33
41.0 97 34
35.0 97 34
31.0 99 34
30.0 99 34
57.0 91 35
25.0 99 35
64.0 86 35
28.0 99 35
21.0 100 36
26.0 100 36
32.0 99 36
33.0 95 36
123.0 79 36
39.0 96 36
29.0 99 37
34.0 98 37
31.0 99 37
36.0 97 38
35.0 99 38
99.0 82 39
43.0 94 39
26.0 99 39
49.0 91 39
7.0 100 40
19.0 100 41
32.0 99 41
53.0 90 41
30.0 98 41
64.0 87 41
51.0 92 42
36.0 95 43
32.0 97 43
40.0 95 43
32.0 98 43
36.0 99 43
30.0 99 44
17.0 100 45
50.0 92 45
36.0 97 46
70.0 87 46
32.0 99 46
61.0 90 46
44.0 93 47
27.0 98 47
61.0 89 47
42.0 97 47
37.0 96 47
10.0 100 48
35.0 94 49
56.0 88 50
30.0 98 50
25.0 99 50
38.0 94 52
29.0 99 53
212.0 67 53
43.0 94 54
29.0 98 56
29.0 99 56
32.0 98 58
27.0 99 59
33.0 98 61
32.0 99 62
90.0 78 62
35.0 96 62
51.0 91 65
42.0 99 67
23.0 100 68
20.0 99 69
28.0 100 70
39.0 94 71
28.0 99 72
24.0 100 74
28.0 97 75
34.0 96 76
9.0 100 77
62.0 84 77
35.0 97 89
76.0 84 102
13.0 100 105
16.0 100 106
14.0 100 108
5.0 100 108
12.0 100 118
120.0 77 121
6.0 100 125
11.0 100 131
8.0 100 146
3.0 100 147
1.0 100 172
18.0 100 176
