nobl loc
0.0 3.1701164427690585
4.551020408163265 26.737000691277572
9.10204081632653 50.30388493978609
13.653061224489797 73.8707691882946
18.20408163265306 97.43765343680312
22.755102040816325 121.00453768531163
27.306122448979593 144.57142193382015
31.857142857142854 168.13830618232868
36.40816326530612 191.70519043083718
40.95918367346938 215.27207467934568
45.51020408163265 238.8389589278542
50.06122448979591 262.40584317636274
54.61224489795919 285.97272742487127
59.16326530612244 309.53961167337974
63.71428571428571 333.1064959218883
68.26530612244898 356.6733801703968
72.81632653061224 380.2402644189053
77.36734693877551 403.80714866741386
81.91836734693877 427.3740329159223
86.46938775510203 450.94091716443086
91.0204081632653 474.5078014129394
95.57142857142857 498.0746856614479
100.12244897959182 521.6415699099564
104.67346938775509 545.208454158465
109.22448979591837 568.7753384069734
113.77551020408164 592.342222655482
118.32653061224488 615.9091069039904
122.87755102040815 639.475991152499
127.42857142857142 663.0428754010076
131.9795918367347 686.609759649516
136.53061224489795 710.1766438980245
141.0816326530612 733.743528146533
145.6326530612245 757.3104123950416
150.18367346938774 780.87729664355
154.73469387755102 804.4441808920586
159.28571428571428 828.0110651405671
163.83673469387753 851.5779493890756
168.3877551020408 875.1448336375842
172.93877551020407 898.7117178860926
177.48979591836732 922.2786021346011
182.0408163265306 945.8454863831097
186.59183673469386 969.4123706316182
191.14285714285714 992.9792548801267
195.6938775510204 1016.5461391286352
200.24489795918365 1040.1130233771437
204.79591836734693 1063.6799076256523
209.34693877551018 1087.2467918741609
213.89795918367346 1110.8136761226692
218.44897959183675 1134.3805603711778
223.0 1157.9474446196864
