robl cc count
0.14814814814814814 8 21
0.16 6 21
0.16666666666666666 9 21
0.15 2 21
0.23529411764705882 7 21
0.11538461538461539 4 21
0.08 6 21
0.17391304347826086 5 21
0.4444444444444444 4 21
0.6 5 21
0.21052631578947367 7 21
0.35714285714285715 2 21
0.16 7 21
0.13333333333333333 8 21
0.16129032258064516 9 21
0.19047619047619047 7 21
0.13333333333333333 9 20
0.35294117647058826 3 20
0.11538461538461539 1 20
0.35294117647058826 11 20
0.12 4 20
0.13043478260869565 9 20
0.16129032258064516 1 20
0.6 3 20
0.3076923076923077 6 20
0.0967741935483871 8 20
0.19047619047619047 8 20
0.07407407407407407 7 20
0.19230769230769232 7 19
0.2 10 19
0.3125 6 19
0.13043478260869565 3 19
0.14814814814814814 1 19
0.3333333333333333 9 19
0.13636363636363635 8 19
0.125 10 19
0.3157894736842105 5 19
0.46153846153846156 2 19
0.08 5 19
0.08695652173913043 3 19
0.12 1 18
0.2727272727272727 8 18
0.16 1 18
0.16666666666666666 11 18
0.22727272727272727 3 18
0.17391304347826086 7 18
0.2727272727272727 7 18
0.1 9 18
0.07407407407407407 5 18
0.35294117647058826 1 18
0.06896551724137931 9 18
0.06666666666666667 8 18
0.10714285714285714 7 18
0.08 3 18
0.14814814814814814 3 18
0.17647058823529413 8 18
0.07142857142857142 4 18
0.09090909090909091 10 17
0.3333333333333333 8 17
0.1724137931034483 1 17
0.06896551724137931 8 17
0.29411764705882354 2 17
0.5454545454545454 2 17
0.17857142857142858 6 17
0.08333333333333333 4 17
0.375 6 17
0.20833333333333334 5 17
0.3157894736842105 4 17
0.23809523809523808 7 17
0.8333333333333334 1 17
0.11538461538461539 5 17
0.7 1 17
0.0967741935483871 10 17
0.25 11 16
0.125 11 16
0.14285714285714285 11 16
0.06666666666666667 4 16
0.0625 8 16
0.17857142857142858 8 16
0.0967741935483871 5 16
0.4666666666666667 1 16
0.25 9 16
0.3 7 16
0.07142857142857142 9 16
0.12 8 16
0.1875 8 16
0.21739130434782608 5 16
0.23076923076923078 7 16
0.09523809523809523 2 16
0.2631578947368421 6 16
0.058823529411764705 9 16
0.17647058823529413 9 16
0.21739130434782608 7 16
0.2222222222222222 8 16
0.2608695652173913 8 16
0.20833333333333334 1 15
0.13793103448275862 6 15
0.3888888888888889 1 15
0.35 1 15
0.24 6 15
0.45454545454545453 4 15
0.06666666666666667 9 15
0.14814814814814814 4 15
0.06666666666666667 7 15
0.12 3 15
0.07407407407407407 8 15
0.13793103448275862 7 15
0.11538461538461539 2 15
0.08333333333333333 10 15
0.14285714285714285 15 15
0.10344827586206896 1 15
0.18518518518518517 4 15
0.07692307692307693 10 15
0.35 13 15
0.07142857142857142 5 15
0.10714285714285714 6 15
0.08 2 15
0.08823529411764706 9 15
0.09090909090909091 9 15
0.18518518518518517 8 15
0.46153846153846156 3 15
0.2608695652173913 7 14
0.3157894736842105 3 14
0.22727272727272727 7 14
0.16 4 14
0.12903225806451613 9 14
0.09523809523809523 9 14
0.3181818181818182 1 14
0.2608695652173913 1 14
0.3157894736842105 1 14
0.13793103448275862 5 14
0.13636363636363635 9 14
0.0967741935483871 6 14
0.10344827586206896 9 14
0.11764705882352941 9 14
0.06451612903225806 8 14
0.2608695652173913 6 14
0.15789473684210525 8 14
0.10714285714285714 8 14
0.12903225806451613 7 14
0.6666666666666666 3 14
0.0967741935483871 9 14
0.17857142857142858 5 14
0.26666666666666666 7 14
0.4375 4 14
0.21428571428571427 8 14
0.21428571428571427 9 14
0.08695652173913043 9 14
0.23809523809523808 3 14
0.07692307692307693 3 14
0.07692307692307693 2 14
0.625 2 14
0.14814814814814814 7 14
0.08571428571428572 9 14
0.40476190476190477 2 14
0.09375 8 13
0.10714285714285714 5 13
0.0625 7 13
0.10344827586206896 8 13
0.42857142857142855 7 13
0.18518518518518517 6 13
0.18181818181818182 8 13
0.5555555555555556 2 13
0.07692307692307693 4 13
1.0 2 13
0.06060606060606061 8 13
0.12 2 13
0.11538461538461539 8 13
0.1935483870967742 5 13
0.1935483870967742 6 13
0.20689655172413793 6 13
0.07407407407407407 1 13
0.24 8 13
0.07407407407407407 6 13
0.2857142857142857 9 13
0.07142857142857142 1 13
0.13793103448275862 22 13
0.5454545454545454 3 13
0.13793103448275862 9 13
0.4166666666666667 5 13
0.35 4 13
0.19230769230769232 6 13
0.1 10 13
0.16216216216216217 6 13
0.13793103448275862 8 13
0.0967741935483871 4 13
0.06896551724137931 4 12
0.21052631578947367 2 12
0.20689655172413793 1 12
0.10714285714285714 4 12
0.20833333333333334 3 12
0.20689655172413793 5 12
0.2413793103448276 6 12
0.13157894736842105 10 12
0.06896551724137931 1 12
0.06896551724137931 7 12
0.35 5 12
0.35294117647058826 5 12
0.10344827586206896 6 12
0.13636363636363635 2 12
0.2413793103448276 7 12
0.5833333333333334 2 12
0.12903225806451613 1 12
0.17857142857142858 4 12
0.21052631578947367 8 12
0.5714285714285714 3 12
0.25 10 12
0.07142857142857142 8 12
0.4166666666666667 7 12
0.24 1 12
0.18421052631578946 12 12
0.8333333333333334 2 12
0.15625 8 12
0.11538461538461539 9 12
0.11538461538461539 3 12
0.13043478260869565 2 12
0.08 1 12
0.30434782608695654 1 12
0.4166666666666667 6 12
0.05555555555555555 7 12
0.34782608695652173 15 12
0.08108108108108109 9 12
0.42857142857142855 10 12
0.16129032258064516 8 12
0.0625 5 12
0.75 3 12
0.2608695652173913 4 12
0.15625 5 12
0.08695652173913043 2 12
0.21739130434782608 6 12
0.2777777777777778 7 12
0.05555555555555555 11 11
0.08823529411764706 8 11
0.2608695652173913 5 11
0.06060606060606061 10 11
0.10714285714285714 1 11
0.2 11 11
0.07142857142857142 10 11
0.10526315789473684 9 11
0.22580645161290322 6 11
0.7142857142857143 2 11
0.6153846153846154 1 11
0.34615384615384615 1 11
0.23809523809523808 2 11
0.4375 9 11
0.19230769230769232 8 11
0.30434782608695654 8 11
0.25925925925925924 7 11
0.10344827586206896 5 11
0.09375 4 11
0.09375 7 11
0.1724137931034483 8 11
0.15789473684210525 9 11
0.06060606060606061 5 11
0.34782608695652173 8 11
0.2857142857142857 8 11
0.16 3 11
0.05714285714285714 9 11
0.2916666666666667 5 11
0.5333333333333333 1 11
0.3076923076923077 7 11
0.35714285714285715 6 11
0.16129032258064516 7 11
0.07142857142857142 3 11
0.1724137931034483 6 11
0.06451612903225806 9 11
0.1875 9 11
0.24 7 11
0.14705882352941177 9 11
0.20833333333333334 2 11
0.06896551724137931 5 11
0.47058823529411764 1 11
0.2916666666666667 6 11
0.19230769230769232 3 11
0.05714285714285714 6 11
0.19230769230769232 1 11
0.06896551724137931 6 11
0.13793103448275862 3 11
0.1111111111111111 11 11
0.1111111111111111 10 11
0.38095238095238093 3 10
0.3181818181818182 7 10
0.28 7 10
0.3181818181818182 5 10
0.15151515151515152 7 10
0.35294117647058826 6 10
0.3888888888888889 3 10
0.23076923076923078 8 10
0.05714285714285714 7 10
0.42105263157894735 9 10
0.2222222222222222 10 10
0.5384615384615384 2 10
0.12 9 10
0.14285714285714285 13 10
0.3333333333333333 10 10
0.21739130434782608 8 10
0.22727272727272727 2 10
0.42857142857142855 5 10
0.05405405405405406 8 10
0.07407407407407407 3 10
0.06896551724137931 3 10
0.35294117647058826 4 10
0.17857142857142858 7 10
0.06060606060606061 6 10
0.058823529411764705 10 10
0.13513513513513514 29 10
0.23529411764705882 8 10
0.12903225806451613 8 10
0.2608695652173913 3 10
0.24 3 10
0.3888888888888889 5 10
0.24 4 10
0.10344827586206896 7 10
0.13333333333333333 11 10
0.06666666666666667 3 10
0.10526315789473684 10 10
0.0625 6 10
0.15625 6 10
0.06451612903225806 6 10
0.15789473684210525 16 10
0.05128205128205128 10 10
0.15151515151515152 9 10
0.06666666666666667 5 10
0.0625 1 9
0.08108108108108109 2 9
0.05 10 9
0.1 11 9
0.07407407407407407 2 9
0.12121212121212122 1 9
1.3333333333333333 1 9
0.4117647058823529 1 9
0.4375 1 9
0.1282051282051282 7 9
0.06060606060606061 7 9
0.06060606060606061 9 9
0.5806451612903226 4 9
0.4 9 9
0.625 3 9
0.12121212121212122 10 9
0.05405405405405406 9 9
0.05405405405405406 10 9
0.7333333333333333 1 9
0.08333333333333333 2 9
0.4375 3 9
0.07407407407407407 9 9
0.46153846153846156 4 9
0.05555555555555555 10 9
0.05714285714285714 2 9
0.12903225806451613 6 9
0.4 6 9
0.2916666666666667 1 9
0.06896551724137931 10 9
0.25925925925925924 1 9
0.1388888888888889 6 9
0.16666666666666666 12 9
0.2571428571428571 1 9
0.1891891891891892 6 9
0.35 2 9
0.1794871794871795 6 9
0.1935483870967742 4 9
0.18518518518518517 9 9
0.18518518518518517 1 9
0.17391304347826086 9 9
0.23333333333333334 9 9
0.20833333333333334 4 9
0.13043478260869565 8 9
0.17391304347826086 8 9
0.18181818181818182 10 9
0.18518518518518517 7 9
0.24 5 9
0.3 8 9
0.20689655172413793 7 9
0.13157894736842105 8 9
0.3157894736842105 7 9
0.16129032258064516 5 9
0.16216216216216217 9 9
0.3125 7 9
0.15384615384615385 11 9
0.15 9 9
0.30434782608695654 7 9
0.30434782608695654 3 9
0.30434782608695654 6 8
0.16129032258064516 11 8
0.3076923076923077 9 8
0.19047619047619047 9 8
0.21875 6 8
0.07407407407407407 4 8
0.4117647058823529 2 8
0.3181818181818182 4 8
0.10256410256410256 7 8
0.16 2 8
0.5333333333333333 2 8
0.07692307692307693 11 8
0.16 8 8
0.15151515151515152 10 8
0.3103448275862069 3 8
0.4411764705882353 4 8
0.2222222222222222 9 8
0.15151515151515152 8 8
0.12903225806451613 3 8
0.2631578947368421 7 8
0.07142857142857142 2 8
0.15 10 8
0.12903225806451613 5 8
0.07142857142857142 11 8
0.13513513513513514 7 8
0.27586206896551724 3 8
0.19230769230769232 4 8
0.10810810810810811 10 8
0.19230769230769232 2 8
0.15625 11 8
0.0625 9 8
0.10810810810810811 8 8
0.38461538461538464 5 8
0.08 9 8
0.23076923076923078 10 8
0.42857142857142855 6 8
0.21052631578947367 9 8
0.08333333333333333 11 8
0.29411764705882354 7 8
0.06451612903225806 7 8
0.28 1 8
0.25925925925925924 8 8
0.2692307692307692 1 8
0.35294117647058826 2 8
0.23809523809523808 8 8
0.21428571428571427 10 8
0.14814814814814814 11 8
0.2692307692307692 7 8
0.11538461538461539 10 8
0.08823529411764706 7 8
0.6 6 8
0.17142857142857143 1 8
0.08823529411764706 10 8
0.09375 9 8
0.05263157894736842 1 8
0.08571428571428572 10 8
0.47058823529411764 4 8
0.17391304347826086 3 8
0.17391304347826086 2 8
0.14814814814814814 2 8
0.13793103448275862 4 8
0.17647058823529413 10 8
0.8571428571428571 2 8
0.17857142857142858 1 8
0.14705882352941177 6 8
0.1724137931034483 4 8
0.09375 5 8
1.6666666666666667 1 7
0.32 1 7
0.5384615384615384 1 7
0.5625 1 7
0.1282051282051282 6 7
0.28 2 7
0.18518518518518517 5 7
0.5 9 7
0.11764705882352941 11 7
0.04878048780487805 6 7
0.5 8 7
0.04878048780487805 7 7
0.3181818181818182 6 7
0.3181818181818182 3 7
0.04878048780487805 10 7
0.12195121951219512 9 7
0.4090909090909091 1 7
0.2916666666666667 3 7
0.20833333333333334 8 7
0.20689655172413793 11 7
0.08823529411764706 4 7
0.08571428571428572 4 7
0.17647058823529413 11 7
0.23333333333333334 6 7
0.23333333333333334 3 7
0.1388888888888889 1 7
0.23529411764705882 9 7
0.08823529411764706 1 7
0.1388888888888889 7 7
0.20588235294117646 1 7
0.27586206896551724 9 7
0.23333333333333334 7 7
0.23333333333333334 8 7
0.2962962962962963 6 7
0.35 6 7
0.1388888888888889 5 7
0.12 10 7
0.27586206896551724 5 7
0.10810810810810811 5 7
0.34782608695652173 5 7
0.09375 11 7
0.22727272727272727 9 7
0.10810810810810811 9 7
0.25 13 7
0.22580645161290322 9 7
0.2692307692307692 2 7
0.4666666666666667 2 7
0.1724137931034483 5 7
0.10714285714285714 9 7
0.14814814814814814 9 7
0.05263157894736842 10 7
0.09375 6 7
0.05714285714285714 8 7
0.09375 3 7
0.3684210526315789 3 7
0.10526315789473684 11 7
0.12121212121212122 8 7
0.058823529411764705 8 7
0.2692307692307692 5 7
0.27586206896551724 7 7
0.14705882352941177 7 7
0.08571428571428572 8 7
0.13793103448275862 1 7
0.05 9 7
0.06451612903225806 1 7
0.10344827586206896 10 7
0.22857142857142856 2 7
0.25925925925925924 5 7
0.075 12 7
0.14705882352941177 8 7
0.0625 10 7
0.43478260869565216 11 7
0.10714285714285714 10 7
0.11428571428571428 9 7
0.11428571428571428 7 7
0.11428571428571428 6 7
0.3 9 6
0.375 7 6
0.22580645161290322 8 6
0.4117647058823529 5 6
0.23076923076923078 9 6
0.36363636363636365 6 6
0.12121212121212122 9 6
0.7 3 6
0.125 13 6
0.125 12 6
0.14705882352941177 4 6
0.2413793103448276 5 6
0.10714285714285714 3 6
0.4 8 6
0.22857142857142856 10 6
0.05128205128205128 9 6
0.22727272727272727 8 6
0.05 12 6
0.38095238095238093 5 6
0.15151515151515152 2 6
0.13157894736842105 11 6
0.35 14 6
0.36363636363636365 8 6
0.2 14 6
0.18518518518518517 2 6
1.25 1 6
0.13513513513513514 11 6
0.14634146341463414 10 6
0.28 3 6
0.13513513513513514 10 6
0.09375 1 6
0.28 4 6
0.1282051282051282 8 6
0.3888888888888889 2 6
0.24242424242424243 7 6
0.12121212121212122 5 6
0.7 2 6
0.11764705882352941 10 6
0.2916666666666667 7 6
0.13043478260869565 10 6
0.2777777777777778 8 6
0.14285714285714285 12 6
0.25925925925925924 10 6
0.11428571428571428 8 6
0.15625 7 6
0.4375 2 6
0.05405405405405406 12 6
0.12121212121212122 11 6
0.12903225806451613 10 6
0.05128205128205128 11 6
0.11538461538461539 11 6
0.05263157894736842 12 6
0.25925925925925924 4 6
0.10526315789473684 12 6
0.05555555555555555 1 6
0.4666666666666667 3 6
0.5714285714285714 4 6
0.21739130434782608 2 6
0.6470588235294118 1 6
0.07894736842105263 12 6
0.10256410256410256 8 6
0.07894736842105263 9 6
0.1935483870967742 7 6
0.3684210526315789 4 6
0.25806451612903225 8 6
0.21052631578947367 10 6
0.5555555555555556 3 6
0.07894736842105263 7 6
0.06451612903225806 10 6
0.075 9 6
0.1891891891891892 11 6
0.1891891891891892 9 6
0.06666666666666667 2 6
0.26666666666666666 8 6
0.3076923076923077 8 6
0.08108108108108109 1 6
0.058823529411764705 4 6
0.1891891891891892 1 6
0.07407407407407407 10 6
0.16129032258064516 6 6
0.21212121212121213 11 6
0.16129032258064516 3 6
0.06060606060606061 1 6
0.08823529411764706 5 6
0.21212121212121213 6 6
0.16 9 6
0.1935483870967742 11 6
0.20689655172413793 3 6
0.0967741935483871 7 6
0.058823529411764705 6 6
0.16666666666666666 14 6
0.0967741935483871 2 6
0.1724137931034483 11 6
0.09375 10 6
0.20588235294117646 8 6
0.20588235294117646 10 6
0.08571428571428572 3 6
0.28 11 6
0.1794871794871795 10 6
0.21428571428571427 11 6
0.1724137931034483 3 6
0.35 3 6
0.5833333333333334 1 6
0.0975609756097561 9 6
0.08108108108108109 6 6
0.26666666666666666 9 6
0.20689655172413793 9 6
0.06666666666666667 11 6
0.0625 2 6
0.17857142857142858 9 6
0.17142857142857143 5 6
0.06060606060606061 12 6
0.3181818181818182 8 6
0.21951219512195122 13 5
0.2631578947368421 9 5
0.0967741935483871 1 5
0.17142857142857143 9 5
0.0967741935483871 3 5
0.22580645161290322 4 5
0.05555555555555555 12 5
0.6363636363636364 1 5
0.10810810810810811 7 5
0.22580645161290322 3 5
0.45454545454545453 5 5
0.22580645161290322 5 5
0.16216216216216217 3 5
0.2727272727272727 9 5
0.2727272727272727 11 5
0.06060606060606061 13 5
0.1 13 5
0.22857142857142856 1 5
0.09523809523809523 11 5
0.10810810810810811 11 5
0.047619047619047616 12 5
0.2413793103448276 8 5
0.35294117647058826 12 5
0.11904761904761904 1 5
0.4482758620689655 14 5
0.46153846153846156 5 5
0.05555555555555555 8 5
0.25925925925925924 2 5
0.21621621621621623 6 5
0.16129032258064516 2 5
0.45 1 5
0.28 8 5
0.10810810810810811 6 5
0.05555555555555555 9 5
0.0975609756097561 5 5
0.05714285714285714 1 5
0.0975609756097561 3 5
0.058823529411764705 5 5
0.22857142857142856 8 5
0.15789473684210525 10 5
0.15625 12 5
0.10344827586206896 3 5
0.35714285714285715 7 5
0.21212121212121213 10 5
0.2692307692307692 6 5
0.09523809523809523 10 5
0.44 12 5
0.10344827586206896 2 5
0.4666666666666667 4 5
0.15625 3 5
0.15625 4 5
0.35714285714285715 8 5
0.08108108108108109 10 5
0.14634146341463414 7 5
0.11428571428571428 10 5
0.22857142857142856 9 5
0.15789473684210525 11 5
0.375 8 5
0.10714285714285714 11 5
0.0625 3 5
0.06060606060606061 11 5
0.15625 2 5
0.05263157894736842 4 5
0.05263157894736842 7 5
0.0625 11 5
0.28 6 5
0.0625 12 5
0.10256410256410256 10 5
0.11428571428571428 11 5
0.14634146341463414 9 5
0.15789473684210525 12 5
0.07142857142857142 13 5
0.25925925925925924 6 5
0.32 5 5
0.19444444444444445 7 5
0.06451612903225806 11 5
0.20833333333333334 10 5
0.47368421052631576 3 5
0.20833333333333334 9 5
0.05 13 5
0.06451612903225806 12 5
0.42105263157894735 5 5
0.08695652173913043 11 5
0.17857142857142858 3 5
0.1794871794871795 12 5
0.18421052631578946 5 5
0.34782608695652173 4 5
0.08571428571428572 6 5
0.1282051282051282 1 5
0.047619047619047616 8 5
0.23333333333333334 1 5
0.10344827586206896 4 5
0.08823529411764706 11 5
0.20689655172413793 4 5
0.391304347826087 4 5
0.3684210526315789 6 5
0.12121212121212122 4 5
0.06896551724137931 2 5
0.25806451612903225 6 5
0.3888888888888889 4 5
0.42105263157894735 2 5
0.06451612903225806 4 5
0.1388888888888889 3 5
0.23684210526315788 9 5
0.06666666666666667 1 5
0.2972972972972973 8 5
0.09090909090909091 11 5
0.06451612903225806 2 5
0.19444444444444445 8 5
0.175 5 5
0.1891891891891892 7 5
0.1875 11 5
0.28 5 5
0.2857142857142857 10 5
0.08333333333333333 9 5
0.13513513513513514 27 5
0.20588235294117646 11 5
0.3888888888888889 6 5
0.34782608695652173 1 5
0.20588235294117646 6 5
0.25806451612903225 4 5
0.13513513513513514 6 5
0.3225806451612903 1 5
0.13513513513513514 5 5
0.34615384615384615 5 5
0.2903225806451613 7 5
0.2413793103448276 1 5
0.3225806451612903 6 5
0.3888888888888889 7 5
0.4117647058823529 3 5
0.3333333333333333 11 5
0.2608695652173913 2 5
0.1935483870967742 10 5
