count robl coco
391923 1.114201572011399e-08 0
55009 0.0 1
19352 0.0 2
14645 0.0 3
6750 0.0 4
3510 2.1421074052653e-06 5
2907 0.0 6
2582 0.5 0
2461 0.3333206180286365 0
2046 0.0 7
1942 0.25000468413932714 0
1676 0.19999623568522978 1
1673 0.25000114070349466 1
1564 1.0 0
1522 0.19999242817262358 0
1330 0.0 8
1276 0.1666581662362591 0
1117 0.16666666666666666 1
1071 0.3333228114478114 1
1054 0.0 9
1032 0.14281398528111378 0
809 0.0 10
793 0.3999867259573904 0
757 0.24996183108660722 2
748 0.142847227045088 1
736 0.40001430205949656 1
728 0.2857266027791877 0
724 0.16666965402012648 2
717 0.12509690520180475 0
694 0.0 11
675 0.12500110889332447 2
670 0.1999862300375113 2
619 0.6666558966074313 0
583 0.2857061234486951 1
583 0.14286080771419707 2
551 0.10001024319120276 0
509 0.1110932021345904 0
508 0.12502905927397734 1
500 0.10001433804290948 2
494 0.22221548761917959 0
489 0.0 12
473 0.16668142523159257 3
463 0.11114065137917142 3
463 0.12499876974982124 3
438 0.5 1
432 0.3333333333333333 2
429 0.09092360880413715 0
416 0.09999911104333246 4
414 0.11110234740051292 2
409 0.24998860076284218 3
406 0.09086865245282334 3
380 0.14284336984998347 3
373 0.0 13
364 0.18179881836320333 0
354 0.11106796821608905 1
354 0.28571729130950174 2
345 0.2000403616262422 3
340 0.1329284732310106 5
340 0.39999066293183944 2
326 0.08327283740759246 0
320 0.10001095630559917 1
318 0.2222382131827506 2
306 0.16665150908848386 4
301 3.2519376986366215e-05 15
293 0.222256556662753 3
290 0.0908744647284201 2
288 0.37500030330382794 2
282 0.42853246044735405 0
281 0.16670335862617308 5
280 0.0 14
280 0.1538722990881496 0
276 0.09998456634332094 3
274 0.08352024668273478 2
268 0.17570005451660417 4
265 0.13338816779579415 0
258 0.22223654872051346 1
258 0.18182608613628023 2
249 0.09092527872765101 1
246 0.30001435799151144 0
245 0.11107189406708594 4
245 0.2499709891347522 4
243 0.0771566292590438 5
239 0.12497444616528693 4
237 0.2499660623743168 6
236 0.0 16
232 0.07711064208356765 0
229 0.08365306454491983 4
225 0.3333333333333333 3
223 0.05888260525154515 3
221 0.37498491254673516 0
220 0.18180924532851295 1
217 0.181592987416455 3
216 0.14270552448387278 4
213 0.19994097016064982 4
212 0.3000102762288737 3
208 0.07151760276760276 2
207 0.15401144687847662 11
207 0.2727643707054425 3
205 0.09093954593416574 4
204 0.23023823045227773 3
203 0.21425113437756027 4
201 0.05178078650530366 6
200 0.13315916775929545 1
198 0.08367894860804943 3
194 0.0 17
194 0.053032907482174985 0
190 0.0587051740708807 0
189 0.3000470173814715 1
184 0.75 0
182 0.07167531583974139 0
182 0.4446086407046932 0
180 0.04809195398801417 9
178 0.3750156054931336 1
178 0.05894440415949654 6
178 0.07154773087811281 3
177 0.2726725046640301 0
177 0.07725122965836277 2
177 0.1817891551547726 4
176 0.14286988871919543 7
175 0.23014594953796977 0
174 0.2856992248139958 3
174 0.07721927497789567 3
173 0.3 2
173 0.11784997925937149 2
173 0.0794557436454203 9
171 0.10548280146689225 4
171 0.15884527410467858 3
170 0.2223061636671788 4
169 0.4285107085151278 1
167 0.21492929033634708 0
167 0.06257041397077084 6
167 0.1817025653958992 5
165 0.14932855017695357 0
164 0.1912096673947289 3
164 0.6 0
161 0.11829474077472725 0
160 0.19992804654011023 5
159 0.07709125862551881 4
159 0.2856947537013164 4
159 0.10555208702164606 7
159 0.0 19
157 0.15389649636051758 2
157 0.04709320496506331 0
155 0.05053617460303841 2
154 0.0 25
153 0.23518025057905306 0
153 0.08324036185451938 1
151 5.565139963270076e-05 23
151 0.00011881103717240387 18
151 0.0715749429740761 6
150 0.5 2
150 0.27259434259434256 2
150 0.07162648709380173 1
149 0.23547189709573016 4
149 0.11112879598435478 5
149 0.30704113119288706 3
148 0.055563572570201836 5
147 0.16658525816710834 7
146 0.08335932849196348 5
146 0.10538011281268916 0
146 0.37474002184499156 4
146 0.15394207842308996 4
146 0.06455366323782562 5
145 0.1871796523960507 3
145 0.1538020057920634 6
144 0.12501162602245022 7
144 0.05468928914564172 3
144 0.07706271112893506 1
143 0.0667576415225318 1
141 0.13401792650513206 4
141 0.04823134732974854 4
140 0.11105270295248146 7
140 0.1429245834332642 5
140 0.04619112130765552 6
139 0.2304653979114411 2
138 0.06669200779892259 6
137 0.20013538858871424 7
136 0.1538122380459486 3
136 0.1590885248512379 0
135 0.06255796314398465 2
134 0.1539416476526811 1
133 0.05555310795087065 1
133 0.07160124663140673 4
133 0.23773155286293815 3
132 2.0 0
130 0.14271917677472473 19
130 0.2669412265923746 0
129 0.11843459533520796 6
128 0.06687305182154685 4
128 0.0 27
127 0.23949426536765156 6
126 0.04431355905173925 4
126 0.15288702253530714 5
125 0.06693839897003447 0
125 0.18763697612150404 7
125 0.417458259762309 0
124 0.2727272727272727 1
124 0.3333333333333333 4
123 0.30734246474547056 1
121 0.2500684032878433 5
121 0.13205504538238386 7
120 0.19068154246568725 10
119 0.0667915531025219 3
119 0.05192227782895629 4
119 0.05668091237500984 12
119 0.036424952609564784 4
119 0.06139629070588095 10
119 0.17581016335822058 1
119 0.125194395810378 6
118 0.1179674695619507 4
118 0.38519109208441893 0
118 0.19981249057376874 10
118 0.36361874075968637 2
116 0.21504498606338854 3
116 0.05621911145126572 8
116 0.29437057043013576 0
115 0.42851727982162763 2
114 0.14884780017743549 6
114 0.043877590681962855 10
114 0.0625802966996118 3
114 0.09545613396740973 7
113 0.09546876395089562 5
113 0.0907844714716136 5
112 0.1053588738027745 2
112 0.044647504125405434 16
112 0.043193118655129314 7
112 0.36373535001583784 0
112 0.2302659539908866 5
112 0.07142797148668383 5
111 0.06676784707845514 2
111 0.03573586577330552 6
110 0.05407598206030457 10
110 0.12518196648791294 5
109 0.0853888532303615 9
109 0.04189938829028002 0
109 0.029370288628448326 8
108 0.07647012271195279 7
108 0.20003982477100757 6
107 0.06877259319967004 8
107 0.3635834659843683 1
107 0.3570946987767533 0
107 0.24998516540572616 9
106 0.2144821199193153 1
105 0.031189813178895846 14
105 0.20937706574567577 6
105 0.12589713196760732 16
105 0.15948298460304872 8
105 0.2782523943539018 4
105 0.09543514213010822 9
104 0.5714285714285714 0
104 0.040023735843513965 5
103 0.06250693014141694 0
103 0.0 20
102 0.19206100927651812 6
102 0.17639337790424947 6
102 0.20926471269111166 4
101 0.3334083408340834 5
101 0.2667853843405381 3
101 0.09540950094599515 0
101 0.2665732792742645 5
101 0.1873411163598863 0
100 0.17708038428948567 8
100 0.14293711073872364 6
100 0.03714682370521762 8
100 0.0364309560456306 0
99 0.06430005447692849 25
99 0.13141663993536756 9
99 0.06968443376946659 12
98 0.10024456115577783 6
98 0.18726904350846954 5
97 0.23011644166451728 1
97 0.10565034790189784 10
97 0.09085864086005116 7
96 0.06253485329444063 4
96 0.29986743667076193 5
96 0.22214450362894433 6
96 0.02968083106950219 11
96 0.04088730769017997 2
96 0.3684422282558247 0
96 0.11679183556399479 5
95 0.1253636161905382 9
94 0.19178893541019754 0
93 0.363948025815598 5
93 0.0 22
93 0.06648562701769158 9
93 0.18220615702249612 10
92 0.15815654194766746 5
92 0.14921417324601022 3
92 0.11113208266776894 6
92 0.18855106898585158 2
91 0.13343019638512787 3
91 0.2610626318727817 4
91 0.2223403836307062 5
91 0.293166344238863 4
91 0.3071785362379283 0
90 0.2625028869519733 0
90 0.041054247817102 9
90 0.15387377837001748 8
89 0.03674319069177383 11
89 0.16670159228701015 9
88 0.10046538506577699 12
88 0.2726980862425381 5
88 0.21010267918501127 0
87 0.20952452035040905 2
87 0.799904214559387 0
87 0.31233228159209897 0
86 0.04830642595441142 13
86 0.23991267016571283 9
86 0.23347338180238547 7
86 0.05189624999223039 8
85 0.5 3
85 0.159475454012967 6
85 0.2637212726852972 2
84 0.13693332601138675 5
84 0.4542621305819223 0
84 0.1816936878845134 7
84 0.21562301124379846 7
82 0.08338047663983045 7
82 0.03637994352217829 20
82 0.04880214959758041 11
82 0.14279858099161377 10
81 0.11256220869785764 12
81 0.07431708415174282 14
81 0.0 21
81 0.3133790912644176 5
80 0.024129958314392068 0
80 0.20895544178102368 8
80 0.03345278321592808 10
80 0.1768825237146294 0
80 0.3158749145591251 0
80 0.46914368872549017 0
80 0.09079533672172181 9
79 0.13693764840353773 2
79 0.06344429020636892 12
79 0.4444444444444444 2
77 0.25969512527046806 7
77 0.16663132472451503 12
77 0.3335779388245539 7
77 0.2398142100117916 0
77 0.03149065502754961 2
76 0.17276147822835025 0
76 0.2146626701201756 2
76 0.07624336873732367 10
76 0.08118256247698874 11
76 0.14878539314777914 8
76 0.12994983786542785 3
75 0.2770570437997062 0
75 0.0412275781594413 13
75 0.11934493939686637 8
75 0.3567988208572649 3
75 0.11619630375859018 7
74 0.11765026780074658 1
74 0.21418561623779003 9
74 0.22242410291788595 9
74 0.08321158996834672 6
74 0.03121941531333189 0
73 0.13159047700222803 11
73 0.07207752730489485 9
72 0.0 30
72 0.031583003126485674 5
72 0.14877811316405018 12
72 0.5555279982363316 0
72 0.08709267478685874 6
71 0.16040006365564063 12
71 0.03039880982268468 25
71 0.0 36
71 0.09096257917089885 6
70 0.10018429349761883 7
70 0.4 4
70 0.3068832146286066 6
70 0.13714315399116375 7
70 0.1251870883665309 12
69 0.0868706747350667 11
67 0.11508106075379246 16
67 0.09543258076371912 2
67 0.17289126626636156 7
66 0.06316201159506143 16
66 0.10005159193846909 8
66 0.12968454310733196 13
66 0.2854452622517143 7
66 0.11643797957478436 10
66 0.03092026497405018 17
65 0.026555019206526087 28
65 0.13710273957667007 9
65 0.0380273913654724 14
65 0.07958118151287279 20
64 0.11920501703275321 12
64 0.037081127377918736 18
63 0.0904567561513306 13
63 0.10357777837552211 15
63 0.278139977978151 1
63 0.1371827599773588 11
63 0.1489521193585692 10
62 0.14262439226148727 15
62 0.3846972292878596 2
62 0.31646896728266555 3
62 0.6 1
62 0.08309145087712494 14
62 0.13495800612691092 16
61 0.26651800440217344 8
61 0.20727674707043572 11
60 0.1340404792571271 13
60 0.10705793604605915 14
60 0.2941076949615849 2
60 0.10039769214708683 10
60 0.0870948940151036 0
59 0.2781441274921919 6
59 0.6251720402701669 0
59 0.13702783412211572 29
59 0.15969859812435885 10
59 0.17289118988360494 9
59 0.5715019443833003 1
59 0.05750134207268873 14
59 0.22707937785847956 6
58 0.2753027012396329 9
58 0.17409878799861295 11
58 0.2398002002937548 13
58 0.1351377321509698 18
58 0.2299988259791867 9
58 0.3571552892569709 7
57 0.1494030967253785 17
57 0.024253878257354325 6
57 0.11119070680228131 10
57 0.02542949438504914 18
57 0.40687832471183855 0
57 0.0677014116230266 14
57 0.051306147389612033 17
56 0.3122624912033779 3
56 0.2597760129869197 10
56 0.7147463151927438 0
56 0.09497633656384528 14
56 0.8563579277864992 0
55 0.025195418998486846 16
55 0.20642650882953675 0
55 0.22702625630778298 11
55 0.20788173496870854 14
54 0.23573441206613707 11
54 0.24997900394725792 8
54 0.4119525204717902 0
54 0.025271691495465775 12
54 0.3135617901602071 8
54 0.15262001555119104 14
54 0.3809024949122112 0
54 0.06265651902986252 1
53 0.07827108938944119 16
53 0.17560089722498678 14
53 0.16749813254833315 15
53 0.055823372116451137 16
52 0.00013354700854700853 32
52 0.017642744951123935 26
52 0.1131522359161341 22
52 0.25779461560934036 0
52 0.3464966271974937 0
52 0.10999491771420551 19
51 0.18192715292641984 17
51 0.07988272842397774 7
51 0.07222365840089014 17
50 0.08622410950751642 18
50 0.1566735912250038 19
50 0.46190406543497864 0
50 0.052977178931953056 21
50 0.0953505226928815 12
50 0.21757593047230422 5
49 0.39048904133068546 1
49 0.020440803791208904 15
49 0.0674952308184872 19
49 0.41732387631548773 3
48 0.42915627548779717 5
48 0.04514420092800326 19
48 0.13605916436444637 38
47 0.38543081619507796 4
47 0.10521213668488208 23
47 0.13342737969737473 46
47 0.3478090882100938 3
46 0.021791668005922128 20
46 0.10326415404230038 19
46 0.3460514211524405 13
46 0.34958149731320093 6
46 0.18695795951230734 1
46 0.18701892670551207 20
46 0.3798916746487079 2
46 0.351244210962881 0
45 0.41794402319719404 6
45 0.18104687697294036 13
45 0.20015174897119342 14
45 0.16040842507024736 17
45 0.08591505913920609 16
45 0.11613793938009069 14
45 0.023733686768923897 10
45 0.02903278381274886 21
44 0.022413362891510056 23
44 0.1334990176089589 21
44 0.12156504731018365 14
44 0.1928696141197922 12
44 0.749816715542522 1
43 0.014378926369862648 33
43 0.06230562180026508 22
43 0.019548688472989392 17
43 0.21601002608814882 12
43 0.15908316972672865 15
43 0.3200528375646735 6
42 0.23054707264950047 18
42 0.5999338624338625 4
42 0.5356532356532356 0
42 0.09620237510993442 21
42 0.1185065936851186 20
42 0.5453971839065007 0
42 0.19346564962161833 16
42 0.35363756259663015 9
41 0.4543870763382959 2
41 0.18665521412324274 13
41 0.1423817507877873 13
41 0.30595381960378903 10
41 0.06060018795769044 20
40 0.13751194275826265 26
40 0.43619091415830546 0
40 0.22296296011274208 14
40 0.3207698105037148 0
40 0.08789339267136141 20
40 0.3599764957264957 0
40 0.5 5
39 0.18735440742508946 15
39 0.10898889701351057 31
39 0.4439782263990409 4
39 0.23376512489257287 21
39 0.333494597645541 13
38 0.35255914168902863 1
38 0.09741947662027291 17
38 0.21494295911224243 14
38 0.1150431354642413 0
38 0.7684142482904094 0
38 0.43902291694709916 2
38 0.09186236331249749 17
37 0.17554008551091105 23
37 0.16338689279547017 21
37 0.2936438969296926 7
37 0.07852448246823028 24
37 0.1745780786352716 19
37 0.23027521174795265 14
37 0.0 43
37 0.5 8
37 0.12457303547789143 24
37 0.08777397784789556 29
36 0.2828132767273846 11
36 0.1495259891013367 25
35 0.016500209082562403 29
35 0.26538826956462674 12
35 0.023351066780504935 37
35 0.02287933549832136 32
35 0.03969637755524405 23
35 0.12489458124552678 20
35 0.20334211929379278 17
35 0.2231659349651369 24
34 0.16721741116131453 18
34 0.054265165530688504 24
34 0.19874065544712682 20
34 0.5819767635407305 1
34 0.14790887815196704 21
34 0.037939768599910564 31
34 0.27810701027241114 15
34 0.025756929374317644 3
33 0.054313571605171584 29
33 0.14098640887424493 23
33 0.006341344909278885 8
33 0.00032238178405736336 50
32 0.13464710143444758 35
32 0.29033738961212413 12
32 0.20606198886198024 21
32 0.2927456596820475 9
32 0.05037851882501591 26
32 0.35292279411764704 12
31 0.0 34
31 0.1950910793822691 24
31 0.2992669354483212 8
31 0.46133167907361455 3
31 0.1841354038676198 25
31 0.1552070239533473 23
31 0.37494933754666787 6
31 0.11480311320051613 26
31 0.4766712271620049 1
31 0.317023590165921 10
31 1.5 0
31 0.1538570621271425 29
31 0.1303254385255719 63
31 0.043345143928324205 27
31 0.13162868675285316 56
31 0.18966304450506608 28
31 0.8333333333333334 0
31 0.700189753320683 0
31 0.4008276705780589 8
30 0.0680000399277121 40
30 0.2808229673470067 20
30 0.0 56
30 0.2733406790765833 12
30 0.21105204925781035 18
30 0.12730585665718985 27
29 0.12540506446083038 18
29 0.2095362219582088 25
29 0.25520443177651864 25
29 0.0928975366765197 32
29 0.07296819503473594 22
29 0.3218795453288027 8
29 0.015401257118401358 40
28 0.15287591723547683 35
28 0.034586944579599536 27
28 0.07858134069549158 31
28 0.24155297074622864 17
28 0.07064471026150762 30
28 0.09786623801098238 25
28 0.09721439616116227 29
28 0.2189590028572444 17
27 0.6138522546390042 1
27 0.02382101640971117 25
27 0.014189323410833886 0
27 0.25231258457726424 19
26 0.046148434795308474 23
26 0.2996729450217822 11
26 0.12051881515074296 30
26 0.5246861877328258 0
26 0.25908734130172384 16
26 0.01778159381891215 3
26 0.2494324631912454 12
26 0.6666666666666666 3
