robl hsd
0.0 9.637855507852704
0.10884353741496598 10.139928053584168
0.21768707482993196 10.64200059931563
0.32653061224489793 11.144073145047093
0.43537414965986393 11.646145690778557
0.5442176870748299 12.148218236510019
0.6530612244897959 12.650290782241482
0.7619047619047619 13.152363327972946
0.8707482993197279 13.654435873704408
0.9795918367346937 14.156508419435873
1.0884353741496597 14.658580965167335
1.1972789115646256 15.160653510898797
1.3061224489795917 15.662726056630262
1.4149659863945576 16.164798602361724
1.5238095238095237 16.666871148093186
1.6326530612244896 17.16894369382465
1.7414965986394557 17.671016239556113
1.8503401360544218 18.173088785287575
1.9591836734693875 18.67516133101904
2.068027210884354 19.177233876750506
2.1768707482993195 19.679306422481964
2.2857142857142856 20.18137896821343
2.3945578231292513 20.683451513944892
2.5034013605442174 21.185524059676354
2.6122448979591835 21.68759660540782
2.7210884353741496 22.189669151139285
2.8299319727891152 22.691741696870743
2.9387755102040813 23.19381424260221
3.0476190476190474 23.695886788333674
3.1564625850340136 24.197959334065136
3.265306122448979 24.700031879796597
3.3741496598639453 25.202104425528063
3.4829931972789114 25.70417697125952
3.5918367346938775 26.206249516990987
3.7006802721088436 26.708322062722452
3.809523809523809 27.21039460845391
3.918367346938775 27.712467154185376
4.0272108843537415 28.21453969991684
4.136054421768708 28.716612245648307
4.244897959183673 29.218684791379765
4.353741496598639 29.72075733711123
4.462585034013605 30.222829882842696
4.571428571428571 30.724902428574154
4.680272108843537 31.22697497430562
4.7891156462585025 31.729047520037078
4.897959183673469 32.23112006576854
5.006802721088435 32.73319261150001
5.115646258503401 33.235265157231474
5.224489795918367 33.73733770296293
5.333333333333333 34.2394102486944
