robl loc
0.0 8.190671746597268
0.10884353741496598 9.455298090536688
0.21768707482993196 10.719924434476109
0.32653061224489793 11.98455077841553
0.43537414965986393 13.24917712235495
0.5442176870748299 14.51380346629437
0.6530612244897959 15.778429810233792
0.7619047619047619 17.043056154173215
0.8707482993197279 18.307682498112634
0.9795918367346937 19.572308842052053
1.0884353741496597 20.83693518599147
1.1972789115646256 22.101561529930894
1.3061224489795917 23.366187873870317
1.4149659863945576 24.630814217809736
1.5238095238095237 25.895440561749158
1.6326530612244896 27.160066905688574
1.7414965986394557 28.424693249627996
1.8503401360544218 29.68931959356742
1.9591836734693875 30.953945937506838
2.068027210884354 32.21857228144626
2.1768707482993195 33.48319862538568
2.2857142857142856 34.7478249693251
2.3945578231292513 36.01245131326452
2.5034013605442174 37.27707765720395
2.6122448979591835 38.541704001143366
2.7210884353741496 39.806330345082785
2.8299319727891152 41.0709566890222
2.9387755102040813 42.33558303296162
3.0476190476190474 43.60020937690105
3.1564625850340136 44.86483572084047
3.265306122448979 46.12946206477988
3.3741496598639453 47.394088408719306
3.4829931972789114 48.658714752658724
3.5918367346938775 49.92334109659815
3.7006802721088436 51.18796744053757
3.809523809523809 52.45259378447699
3.918367346938775 53.71722012841641
4.0272108843537415 54.981846472355834
4.136054421768708 56.24647281629525
4.244897959183673 57.51109916023467
4.353741496598639 58.77572550417409
4.462585034013605 60.04035184811351
4.571428571428571 61.304978192052936
4.680272108843537 62.569604535992354
4.7891156462585025 63.83423087993177
4.897959183673469 65.09885722387119
5.006802721088435 66.36348356781062
5.115646258503401 67.62810991175004
5.224489795918367 68.89273625568947
5.333333333333333 70.15736259962888
