robl loc count
0.4117647058823529 34 5
0.41379310344827586 29 5
0.8333333333333334 12 5
0.6 20 5
2.5 2 4
0.5 24 4
0.375 40 4
0.6086956521739131 23 4
0.36585365853658536 41 4
0.4827586206896552 29 4
0.3684210526315789 38 4
0.4166666666666667 36 4
0.40540540540540543 37 4
0.9090909090909091 11 4
0.43333333333333335 30 4
0.39473684210526316 38 4
0.56 25 4
0.7222222222222222 18 4
0.5652173913043478 23 4
0.38095238095238093 42 4
0.38461538461538464 39 4
0.3888888888888889 36 4
0.45454545454545453 33 3
0.5 30 3
1.2 5 3
0.46153846153846156 39 3
0.5217391304347826 23 3
0.3333333333333333 36 3
0.4666666666666667 30 3
0.35 40 3
1.125 8 3
0.5428571428571428 35 3
0.35714285714285715 42 3
0.41025641025641024 39 3
0.40625 32 3
0.4473684210526316 38 3
1.5 6 3
0.8461538461538461 13 3
0.6190476190476191 21 3
0.5185185185185185 27 3
1.0 6 3
0.7777777777777778 9 3
0.6875 16 3
1.0 9 3
0.6428571428571429 14 3
0.5833333333333334 24 3
0.8181818181818182 11 3
0.30952380952380953 42 3
0.7619047619047619 21 3
0.8709677419354839 31 3
0.8 15 3
0.6842105263157895 19 3
1.3333333333333333 12 2
0.5 26 2
0.5 22 2
0.5294117647058824 34 2
0.5384615384615384 26 2
0.5405405405405406 37 2
0.625 24 2
0.5454545454545454 22 2
0.6666666666666666 18 2
0.64 25 2
1.0 8 2
0.6060606060606061 33 2
1.0 10 2
1.4 5 2
0.48 25 2
0.8125 16 2
1.0 11 2
0.4722222222222222 36 2
0.46875 32 2
0.4444444444444444 36 2
0.46153846153846156 26 2
0.4634146341463415 41 2
0.9285714285714286 14 2
0.425 40 2
0.9166666666666666 24 2
0.75 16 2
0.7142857142857143 14 2
0.4594594594594595 37 2
0.75 20 2
0.4375 32 2
0.7647058823529411 17 2
0.4358974358974359 39 2
0.7777777777777778 18 2
0.7857142857142857 14 2
0.42857142857142855 35 2
0.5172413793103449 29 1
0.5476190476190477 42 1
0.8235294117647058 17 1
0.47619047619047616 42 1
0.5555555555555556 27 1
0.8095238095238095 21 1
0.7916666666666666 24 1
0.4 35 1
0.3902439024390244 41 1
0.4642857142857143 28 1
0.4 40 1
0.4146341463414634 41 1
0.42105263157894735 38 1
0.42857142857142855 42 1
0.43243243243243246 37 1
0.45 40 1
0.7407407407407407 27 1
0.47058823529411764 34 1
0.7419354838709677 31 1
0.65 20 1
0.7368421052631579 19 1
0.6285714285714286 35 1
0.5588235294117647 34 1
0.5625 32 1
0.5757575757575758 33 1
0.5882352941176471 34 1
0.5925925925925926 27 1
0.6 30 1
0.6111111111111112 36 1
0.631578947368421 19 1
0.7272727272727273 22 1
0.6470588235294118 34 1
0.6666666666666666 15 1
0.6666666666666666 21 1
0.6904761904761905 42 1
0.7058823529411765 17 1
0.7083333333333334 24 1
0.7142857142857143 28 1
0.47368421052631576 38 1
1.0769230769230769 13 1
0.4838709677419355 31 1
0.9411764705882353 17 1
0.9 10 1
1.3333333333333333 6 1
1.2857142857142858 14 1
0.9354838709677419 31 1
1.1428571428571428 7 1
0.8461538461538461 26 1
1.1666666666666667 6 1
3.0 3 1
1.5714285714285714 7 1
2.0 3 1
1.6666666666666667 6 1
1.75 4 1
1.0 36 1
1.0909090909090908 11 1
1.8888888888888888 9 1
2.0 2 1
0.9047619047619048 21 1
1.375 8 1
0.48484848484848486 33 1
0.5142857142857142 35 1
0.4857142857142857 35 1
0.4878048780487805 41 1
0.5 32 1
0.5 36 1
0.5 40 1
0.5121951219512195 41 1
0.5128205128205128 39 1
0.5151515151515151 33 1
1.4285714285714286 14 1
0.5416666666666666 24 1
0.8333333333333334 18 1
0.5714285714285714 28 1
1.5 10 1
1.0 22 1
1.5 4 1
0.9230769230769231 13 1
5.333333333333333 3 1
