robl midx
0.0 98.73796792907827
0.22448979591836732 98.36605872082282
0.44897959183673464 97.99414951256738
0.673469387755102 97.62224030431193
0.8979591836734693 97.25033109605648
1.1224489795918366 96.87842188780104
1.346938775510204 96.5065126795456
1.5714285714285714 96.13460347129013
1.7959183673469385 95.76269426303469
2.020408163265306 95.39078505477924
2.2448979591836733 95.0188758465238
2.4693877551020402 94.64696663826835
2.693877551020408 94.27505743001291
2.918367346938775 93.90314822175746
3.142857142857143 93.53123901350202
3.3673469387755097 93.15932980524657
3.591836734693877 92.78742059699113
3.816326530612245 92.41551138873568
4.040816326530612 92.04360218048024
4.26530612244898 91.67169297222479
4.489795918367347 91.29978376396934
4.7142857142857135 90.92787455571388
4.9387755102040805 90.55596534745844
5.163265306122448 90.184056139203
5.387755102040816 89.81214693094755
5.612244897959184 89.4402377226921
5.83673469387755 89.06832851443666
6.061224489795918 88.69641930618121
6.285714285714286 88.32451009792577
6.5102040816326525 87.95260088967032
6.7346938775510194 87.58069168141488
6.959183673469386 87.20878247315943
7.183673469387754 86.83687326490399
7.408163265306122 86.46496405664854
7.63265306122449 86.09305484839308
7.857142857142856 85.72114564013765
8.081632653061224 85.34923643188219
8.306122448979592 84.97732722362674
8.53061224489796 84.6054180153713
8.755102040816325 84.23350880711585
8.979591836734693 83.86159959886041
9.204081632653061 83.48969039060496
9.428571428571427 83.11778118234952
9.653061224489795 82.74587197409407
9.877551020408161 82.37396276583863
10.102040816326529 82.00205355758318
10.326530612244897 81.63014434932774
10.551020408163264 81.25823514107228
10.775510204081632 80.88632593281683
11.0 80.51441672456139
