count robl hse
196413 0.0 176
129701 0.0 497
50215 0.0 878
35537 0.0 1357
24729 0.0 2019
17180 0.0 2852
12946 0.0 3864
9494 0.0 5097
7010 0.0 6607
4949 0.0 8358
3496 0.0 10383
2729 0.25 1435
2642 0.5 1185
2637 0.19999999999999998 1841
2578 0.0 12657
2428 0.16666666666666666 2092
2342 0.3333333333333333 1577
1789 0.0 15122
1693 0.4 2528
1653 0.14285714285714285 2534
1583 0.125 2700
1575 0.25 4108
1564 1.0 698
1360 0.2857142857142857 2735
1304 0.0 17848
1263 0.3333333333333333 4395
1204 0.2 5162
1170 0.09090909090909091 4138
1112 0.2222222222222222 3966
1076 0.16666666666666666 5592
984 0.0 20773
934 0.11111451004384622 2527
911 0.1 2632
843 0.14285714285714285 5828
814 0.15384910697410697 5459
776 0.18181818181818182 4340
769 0.125 6409
766 0.1 5522
755 0.0 23865
754 0.0 27332
690 0.11111111111111109 5218
677 0.25 8527
673 0.30000450267909406 4742
644 0.6666666666666666 1956
642 0.14285714285714285 10280
606 0.0 31486
601 0.2 9663
598 0.08333333333333333 3618
576 0.13333958958958958 6342
576 0.0769284188034188 4669
567 0.2727272727272727 5612
562 0.07143327872865239 4459
547 0.0833219893026631 7424
539 0.16666666666666666 10908
538 0.4285581518852894 4300
527 0.5 4787
510 0.0 35554
501 0.28572062224756833 7341
488 0.23076923076923078 7130
470 0.3333333333333333 8040
453 0.375 3185
452 0.09090909090909091 8545
429 0.18181818181818182 9281
421 0.22222222222222224 10204
411 0.21428571428571427 6700
400 0.06666666666666667 5437
400 0.0 40676
393 0.06250606284464941 5566
383 0.10000626058863339 9995
381 0.07147023288755572 9887
378 0.07694302792342009 8915
366 0.1111111111111111 9377
354 0.17659890698275546 9258
352 0.11761620732208967 7417
351 0.05883876472111766 6764
349 0.0 46643
334 0.1052377355737061 9442
334 0.125 11700
321 0.2 17192
318 0.05263628153399752 9100
315 0.13333905333905335 12162
311 0.06260151679330518 12210
309 0.25 14825
307 0.375 7356
306 0.06666193047267216 10759
305 0.0 61059
298 0.15384615384615385 12553
285 0.307680572669131 7808
281 0.44450098933507215 6365
279 0.3333333333333333 13801
275 0.047607163114820515 10764
270 0.18746570644718794 7225
269 0.05557979647198978 12063
268 0.6 3971
263 0.07997647726849953 16564
254 0.36363636363636365 4339
247 0.14285168654582756 18177
246 0.15794314291827127 9520
242 0.0 53100
235 0.16666666666666666 18150
227 0.1111111111111111 14985
226 0.75 2526
222 0.13708819920787466 11682
219 0.4 9716
218 0.0555628367554973 5369
216 0.0 70053
211 0.12499088589135983 18821
208 0.09092734892153498 16259
207 0.2667162145423015 7506
200 0.049988430268918076 13240
196 0.05888196537356201 14103
196 0.13016116528466193 12575
193 0.23529197880406594 8008
191 0.3 11821
190 0.0 79924
190 0.08333333333333333 13664
189 0.09509379659729747 9093
186 0.036425715579702186 19855
186 0.0333817267848983 21785
183 0.1176470588235294 14567
183 0.27725603500617635 9565
182 0.16064280936917463 16540
179 0.21427722402404442 15943
178 0.18177340373140705 16655
178 0.09571281988866014 16421
177 0.0 92666
175 0.17722360739167461 20445
173 0.04544312184422765 10029
171 0.5714285714285714 4860
166 0.043484328928417956 12714
166 0.09999012443215487 16560
165 0.03930984048631107 17811
164 0.23841754301649834 12024
163 0.07690526859412147 16295
163 0.04646094857251941 19821
158 0.1047829490506401 19082
158 0.12500050471402904 29415
157 0.12029556822517162 15746
156 0.31241710875331563 9431
155 0.21046053977609233 9224
155 0.05000040347798019 6167
155 0.35714285714285715 7493
154 0.1875 13979
154 0.20742955133819632 15626
153 0.13587463162268157 19088
151 0.5 12775
150 0.030264037433155082 21010
149 0.27267780287914517 16265
149 0.25 23875
148 0.0427534355112366 24060
147 0.149899218946838 8682
147 0.030174519541921536 32554
147 0.05262438345145112 16562
147 0.06660088778580028 18461
146 0.19050127954237542 9232
144 0.07141986911723754 19248
143 0.11524371708954569 16368
143 0.23500246980913603 16125
143 0.2222496764074589 21000
140 0.15756472146274778 18855
140 0.0870535750532097 11633
139 0.06326580030731507 23481
138 0.2 29375
138 0.38461538461538464 5916
136 0.2857142857142857 15577
136 0.1319223702776496 32265
136 0.1331565635573609 22001
134 0.36363636363636365 12903
133 0.23076923076923078 17688
133 0.08686294518781269 20815
132 2.0 415
131 0.1501619245894055 15657
130 0.0416734860883797 11355
129 0.14747122334071633 27976
128 0.12941893507503027 24041
126 0.23972512300848134 20209
126 0.17315132477582018 19528
126 0.03595501631900099 10846
126 0.025200979367130706 29094
124 0.45456640134059484 7840
122 0.1614466211539095 31508
122 0.05692857321694133 29812
120 0.11111411381900768 22645
119 0.05950798959767253 23746
118 0.2272572834491916 12180
117 0.05557865557865558 20296
117 0.2603041663661891 15223
117 0.29402518449171594 8348
116 0.027769137728302883 21468
115 0.21780497284639327 25579
114 0.1736772121458068 11294
113 0.039210347174948944 9724
113 0.15395204598744425 24909
112 0.0 109334
110 0.06434206291717011 34266
110 0.21080626506412925 17623
110 0.10379844104048475 29709
109 0.08322628659484854 24738
109 0.4166666666666667 6410
109 0.2670109185213235 15758
107 0.10001907304978067 25948
107 0.03181005567463919 10541
106 0.08733428962923435 31646
106 0.3333333333333333 23437
105 0.24996549344375432 35802
105 0.19351341231044364 23958
104 0.23536686410953203 28553
