loc rocl count
0.158087823565076 76.0 59
0.38899776942046127 27.967741935483872 62
0.1493630179344465 98.93617021276596 47
0.200718397492591 55.04838709677419 62
0.40017067912324844 23.054545454545455 55
0.3847100294557922 26.0 59
0.09256585523027959 114.9 40
0.2880759200231817 35.03448275862069 58
0.13298535670401745 137.1153846153846 26
0.2511657241865159 41.0 61
0.18047975542304032 57.016666666666666 60
0.22772937589807732 51.98412698412698 63
0.45915032679738577 16.0 45
0.2691739766081872 39.0 60
0.14151752226910458 79.98333333333333 60
0.37718014041886444 30.096774193548388 62
0.4499234196602618 20.055555555555557 54
0.06973438479348144 207.0 11
0.29522753561332865 44.91549295774648 71
0.19584204208741487 61.0 63
0.155070437448144 87.02380952380952 42
0.39882697947214074 12.129032258064516 31
0.3703371886899812 31.925373134328357 67
0.24652103248021381 46.95 60
0.07650189891122745 212.33333333333334 12
0.5018583042973288 14.0 41
0.49560117302052786 10.0 31
0.19131040083275236 69.9090909090909 66
0.2831785462599416 43.10294117647059 68
0.510248874530743 18.065217391304348 46
0.17823324645440028 64.04615384615384 65
0.08595270798934787 122.03333333333333 30
0.19588851796451676 59.0 59
0.13124351200193896 89.91666666666667 48
0.18051563159539513 66.95522388059702 67
0.10063313074053733 108.85365853658537 41
0.22657245354282066 50.0 57
0.0660377358490566 318.5 2
0.12052783629277355 95.94117647058823 51
0.34355094442813744 37.01587301587302 63
0.15504447696228518 74.0 63
0.11815627868613951 131.1764705882353 34
0.10191054372562457 124.06451612903226 31
0.4678030303030303 8.0 22
0.11014779987157303 81.98 50
2.3637291280148425 21.142857142857142 7
2.094791666666667 9.1875 16
0.1308832128297417 102.93023255813954 43
0.14419449887654356 92.94444444444444 54
0.11298099106965387 128.9047619047619 21
0.14676269585791607 72.0701754385965 57
0.15298228911187506 77.94915254237289 59
0.07737480322707595 119.96875 32
0.15009910079449523 84.85185185185185 54
0.10230705433898468 105.0 39
0.09631730319424359 126.08571428571429 35
0.09560386750623628 107.11904761904762 42
0.17553554498174895 257.75 4
0.09276512277968002 151.95 20
0.06591660304943445 146.0 21
0.7459820775038167 22.083333333333332 36
0.04406205876794112 221.25 4
0.11305585676030755 111.8529411764706 34
0.09361201224223772 117.07894736842105 38
0.08483540578748448 275.4 5
0.04959955228712227 188.72727272727272 11
0.06990731664863746 198.0 13
0.1186793787917035 141.0344827586207 29
0.06578764911673216 228.0 8
0.10978744093076738 133.03030303030303 33
0.0845634755171922 184.92857142857142 14
0.9396912611198328 13.142857142857142 28
0.8514880952380953 9.071428571428571 28
1.6210317460317463 15.0 15
1.9549564270152506 16.933333333333334 15
0.8555555555555555 6.333333333333333 15
0.07268408255304466 183.23076923076923 13
0.11272467731848816 170.0 17
0.06226083993260457 238.33333333333334 6
0.08484645466073262 213.78571428571428 14
4.607142857142858 14.5 2
0.6418931623931626 24.933333333333334 30
2.146969696969697 11.0 6
0.14819884801442468 264.57142857142856 7
1.810846560846561 7.111111111111111 9
0.5503137254901961 50.9 10
0.7071960334936113 33.94117647058823 17
0.5346016523435878 36.096774193548384 31
2.245614035087719 19.0 3
3.030330882352941 16.5 4
2.621212121212121 33.0 2
0.07926316345549662 242.75 8
0.048151656273844295 205.33333333333334 9
0.09334740393758374 157.0952380952381 21
0.11138812434053183 187.0 11
0.15568637456294232 138.90322580645162 31
0.1370068526171982 167.0 15
0.083342175066313 174.6153846153846 13
0.0921617709689893 142.875 24
0.07645774229085626 261.6666666666667 3
0.10479586359503543 161.64285714285714 14
0.1239983843336507 150.10526315789474 19
0.08941813862086627 160.05555555555554 18
0.14351674432149097 101.0 40
0.10752502078775125 134.85714285714286 28
0.04627215352719873 234.0 6
0.11282051282051282 246.6 5
0.0970438366045237 255.0 4
0.05300165388122644 239.85714285714286 7
0.04341317365269461 334.5 2
0.0 472.0 1
0.06747403281649858 364.4 5
0.07480768347570498 191.33333333333334 6
0.027159133936869643 417.6666666666667 3
0.03866666666666667 749.5 2
0.05465344611452252 171.8181818181818 11
0.09417601380500433 304.6666666666667 3
0.06882852919438286 164.2 10
9.428571428571429 14.0 1
0.09435094930913086 313.8 5
3.8285714285714287 35.0 1
0.06177474760169243 218.75 4
0.09145513819531079 147.9375 16
0.7304918032786885 60.8 5
0.04249485949280329 1459.0 1
0.10229861254918203 439.6666666666667 3
0.11512415349887133 443.0 1
0.048700124688279306 400.5 2
0.10642456847390433 154.94117647058823 17
0.04960835509138381 766.0 1
0.09593825956760031 200.0 9
0.08651314481167721 289.0 5
0.059718492991395165 232.0 7
0.046193278906398336 229.8 5
0.08143456397449507 309.2 5
0.06552706552706553 351.0 1
0.12340703509551709 343.0 3
1.2178787878787878 10.8 10
0.1375097880349023 201.85714285714286 7
0.27794561933534745 331.0 1
0.13281163326339146 271.25 4
0.10760998810939358 1682.0 1
0.2517875383043922 1958.0 1
0.6540042066357855 37.666666666666664 18
0.17160474072915316 193.14285714285714 7
0.26943462897526504 566.0 2
0.12553917094526013 178.0 9
0.0 268.0 1
0.059313398792758994 236.0 6
0.09597523219814241 646.0 1
0.09914407988587731 1402.0 1
0.012219959266802444 491.0 1
0.0544792655903767 324.3333333333333 3
0.13213703099510604 613.0 1
0.08358842697738718 532.5 2
0.07904085257548846 1126.0 1
0.07082945013979497 1073.0 1
0.08310249307479224 722.0 1
0.08819714656290532 771.0 1
0.1325898389095415 807.0 1
0.07370327243736002 617.5 2
0.11413043478260869 736.0 1
0.09786700125470514 797.0 1
0.06666666666666667 540.0 2
0.08341595346056833 641.5 2
0.05931034482758621 725.0 1
0.12872841444270017 637.0 1
0.11081081081081082 370.0 2
0.129475935828877 374.5 2
0.08146053715425301 607.5 2
0.13709677419354838 744.0 1
0.07730061349693251 815.0 1
0.055408970976253295 379.0 2
0.07701711491442542 409.0 2
0.06008588118099886 582.5 2
0.09076682316118936 639.0 1
0.06441393875395987 947.0 1
0.09236947791164658 415.0 3
0.10416666666666667 432.0 1
0.1040268456375839 298.0 1
0.07096701074068908 535.5 2
0.09785330948121647 429.3333333333333 3
0.15065636118267697 285.25 4
0.14836282127292208 438.5 2
0.09193954659949621 397.0 2
0.1027592768791627 1051.0 1
0.07532228360957642 180.6 5
0.11964285714285715 560.0 1
0.05176470588235294 425.0 1
0.09864356031393186 469.6666666666667 3
0.08089260808926081 717.0 1
0.06641194025149803 411.6666666666667 3
0.10221631205673759 704.5 2
0.05189620758483034 501.0 1
0.07618046178917491 280.1666666666667 6
0.10190553009551903 224.875 8
0.09074499825633209 556.5 2
0.07881773399014778 406.0 1
0.05747694334650856 252.5 2
0.07279693486590039 783.0 1
0.08896797153024912 562.0 1
0.03814713896457766 367.0 1
0.046702354792962114 292.6666666666667 3
0.05142857142857143 875.0 1
0.06605222734254992 217.0 3
0.07679465776293823 599.0 1
0.07970597227620158 248.8 5
0.12080536912751678 447.0 1
0.05405405405405406 481.0 1
0.0981012658227848 316.0 2
0.08797653958944282 341.0 1
0.09643916913946587 337.0 2
0.07605633802816901 355.0 1
0.09897610921501707 586.0 1
0.06651376146788991 436.0 1
0.0909233846664512 478.5 2
0.09386281588447654 277.0 1
0.09922178988326848 514.0 1
0.06718346253229975 387.0 1
0.06708158004027676 412.3333333333333 3
0.04594165892912411 359.5 2
0.10095642933049948 941.0 1
0.08397872340425531 375.5 2
0.06666666666666667 390.0 1
0.09575518262586377 1013.0 1
0.10031347962382445 957.0 1
0.08923512747875353 706.0 1
0.016639735303170207 360.5 2
0.030405405405405407 296.0 1
0.0392156862745098 306.0 1
0.08908045977011494 348.0 1
0.08975705666882138 272.5 2
1.5408432147562585 22.666666666666668 3
0.0667634996582365 209.75 4
3.75 8.0 1
0.8330897177419354 30.75 8
0.2159468438538206 301.0 1
0.02837390561605808 223.66666666666666 3
0.039473684210526314 684.0 1
0.060215053763440864 465.0 1
0.013123359580052493 381.0 1
0.0036101083032490976 554.0 1
0.16819571865443425 327.0 1
0.030303030303030304 462.0 1
0.0 512.0 1
