count robl midx
498726 0.0 99
5380 0.2500013276686139 99
4803 0.2000073483484587 99
4430 0.3333333333333333 99
4296 0.16666666666666666 99
3381 0.14285721189787162 99
3311 0.5000045761145127 99
2921 0.12503589137613058 99
2300 0.11111801242236025 99
2296 0.09995644599303136 99
2180 0.09156281465880764 99
2059 0.28559460665992326 99
1949 0.399992941706641 99
1658 0.2222353955623003 99
1627 0.08385366759942532 99
1581 0.15272831626405314 99
1563 1.0 99
1489 0.13367206077368618 99
1462 0.18195636253091793 99
1380 0.07747017837235229 99
1270 0.047185179530183335 99
1150 0.0716333103289625 99
1144 0.21299993464173034 99
1022 0.0542165857594841 100
988 0.2736970728559448 99
915 0.03768483764959706 99
907 0.300010023053022 99
875 0.06678260501085863 99
832 0.11769728480418526 99
829 0.3749709215891987 99
807 0.189099477068658 99
790 0.23009024730543717 99
724 0.06254734004633755 99
678 0.17571330252922177 99
658 0.6666077153145692 100
616 0.2367903365392894 99
597 0.4285226498794338 99
575 0.26434028515153224 99
566 0.0588399960048266 99
533 0.10538910463659257 99
514 0.15864047102369822 99
497 0.3646148020499392 100
428 0.3150508836555323 99
421 0.3072022366306341 99
338 0.3850511510411757 99
294 0.4447193820056758 100
287 0.5997830382085887 99
280 0.4157743634573755 99
265 0.29400576420464714 99
259 0.3575684571997936 99
248 0.3504974449308334 99
238 0.7492805781056056 100
203 0.45718106344082554 100
194 0.5727430690127381 100
138 0.5511246000376435 100
137 0.47100613744303443 99
132 2.0 100
126 0.0 99
124 0.0 97
119 0.0 99
111 0.0 99
109 0.0 98
100 0.06198004935765881 95
98 0.7098963045091498 100
95 0.0 99
95 0.0 95
95 0.0 98
94 0.0 98
93 0.0 99
92 0.6257842757928571 100
92 0.0 98
92 0.0 97
91 0.799869178440607 100
91 0.4370258002866699 99
89 0.12406785813137867 98
87 0.0 95
87 0.0 96
86 0.0 97
86 0.0 95
86 0.0 97
84 0.003296927044877491 77
83 0.0 96
79 0.07367184017722819 99
78 0.0603637269999922 98
74 0.5318723288042033 99
74 0.0 96
73 0.0 93
72 0.0 90
71 0.00022356360384529397 92
70 0.0 94
70 0.03278443599297504 97
70 0.04849915024974103 94
69 0.03445617756156634 98
67 0.0002369106846718787 93
67 0.06352764226199822 97
67 0.07339470525513267 99
67 0.03144256824471615 97
66 0.13651585517618545 95
64 0.0 95
64 0.0 97
63 0.0 94
62 0.0 94
62 0.0006034288292352808 91
62 0.06091808938873421 96
62 0.03457147530704747 99
61 0.0 92
61 0.029411192209419 91
61 0.0 94
60 0.006173189302556654 90
60 0.8580815018315018 100
60 0.0 91
59 0.12191010540481337 97
59 0.03708697404692775 99
58 0.0 93
58 0.0 96
58 0.0 92
58 0.1598098173568357 99
58 0.0 94
57 0.0 96
56 0.02938847275151043 90
56 0.027924778358149622 96
55 0.06367989894079996 97
55 0.06481178432479831 97
55 0.0 91
55 0.1003615836587353 97
55 0.0658492611748146 98
55 0.03147931947568408 98
54 0.03342725964019655 98
54 0.0044062747552013285 87
54 0.13944546738810176 98
54 0.0 91
54 0.0 95
54 0.24807612968357748 91
54 0.15942471731413757 98
53 0.03411333462404674 92
52 0.03057490265440884 88
52 0.033386432490487936 98
52 0.029594733839081896 97
51 0.10366126438723441 98
51 0.09484654946846953 98
51 0.12714539715311382 97
51 0.1326802089376814 97
50 0.06977289857392913 99
50 0.035716594120775304 99
50 0.13524766605093475 92
50 0.08618332451373188 95
50 0.16889758310800393 98
50 0.15727228397633777 99
49 0.005592706077836769 84
49 0.029968297636381723 97
49 0.02598662968911389 93
49 0.1190334284003372 96
49 0.05998237069463374 96
48 0.0016054011425324598 89
48 0.13614587772447612 93
47 0.10085882774234728 99
47 0.14444065346178847 99
47 0.0011759111449969424 90
47 0.12625076638330524 99
47 0.07232588605768515 92
46 0.06302970541808665 98
46 0.08753469738928672 96
46 0.13367117657276303 95
46 0.10267827596002314 95
46 0.004434213667105295 88
46 0.005420024599396425 89
46 0.07095750116743178 99
46 0.00402598631704913 88
45 0.1430340434994386 90
45 0.02844339512651186 90
45 0.0882613741407393 97
44 0.07982766967702842 94
44 0.10106113892269092 98
44 0.13235765040141992 99
44 0.14615539510734524 97
44 0.05695412408623444 96
44 0.0 88
44 0.0036645366759896288 86
44 0.14037412382782513 98
44 0.14753080209840133 96
44 0.009111337719422711 89
43 0.04970510684786818 94
43 0.00035236081747709656 89
43 0.02688142947433021 86
43 0.18137948051686714 97
43 0.18556777192376495 98
43 0.3792020331721561 98
43 0.18605100779414357 94
42 0.092809868805284 95
42 0.19950133176153842 99
42 0.2582128935101067 99
42 0.0576253043258711 96
42 0.024496258559735615 92
42 0.17716783177059256 99
42 0.1313646593117251 93
41 0.10631781365137978 94
41 0.0874469579663221 96
41 0.0531856862047191 93
41 0.02738345971060072 95
41 0.19680911211952534 96
41 0.17202348218908903 99
41 0.10484091765343012 99
41 0.1364296816903064 93
41 0.02851789443001079 95
41 0.026562310552842555 95
41 0.7698736780515834 100
41 0.21141302460446448 98
41 0.12765243545953453 99
41 0.05187432504230712 94
40 0.040466569349386174 91
40 0.028639946316807486 96
40 0.23628984615869175 96
40 0.20926014916775823 99
40 0.0075371360994971074 86
40 0.14086952080566545 92
39 0.11724307155197278 95
39 0.1581202739232336 94
39 0.09934115379415144 99
39 0.05509013467978319 95
39 0.16287765081825747 97
39 0.14945097076384892 96
39 0.03543207689168406 99
39 0.07736738941400262 93
39 0.06607014826048915 98
39 0.2518585010838512 98
39 0.11178977303349609 96
39 0.000979020979020979 89
39 0.26006809926459434 95
39 0.053761026681632934 93
39 0.2025485926346003 98
39 0.006777786746485732 87
38 0.12809314203074873 90
38 0.16233469066274273 98
38 0.12860366951618332 96
38 0.20358105276722974 97
38 0.10476838447024618 99
38 0.11848851844416249 96
38 0.0018901523536731268 81
38 0.0007969034608378871 90
38 0.16836409707196048 95
38 0.02607650661956965 94
38 0.1513242391792754 94
38 0.133370999813194 90
38 0.17463544773867573 89
38 0.14337619874562524 91
38 0.24610992663770603 98
37 0.20626765550783047 95
37 0.06081783618234099 95
37 0.02894854489217663 96
37 0.022828061543933402 91
37 0.0981642873891209 94
37 0.17836201823405398 92
37 0.08345846990221342 89
37 0.3754836555717519 96
37 0.17356946128634904 92
37 0.0455522108759241 92
37 0.166292171124645 95
37 0.21565670756859 92
37 0.028427209057656295 88
37 0.026358661644777123 94
37 0.083510572654071 95
37 0.10038614261134207 97
36 0.05778193987701599 90
36 0.17076711994883786 88
36 0.1456114826205643 96
36 0.19234856620139015 97
36 0.0267085254105303 91
36 0.40534511784511784 99
36 0.28022166794928244 99
36 0.03988271694975534 93
36 0.2242938777292449 94
36 0.12096692528632275 99
36 0.09536454287219213 97
36 0.1509918827674289 94
35 0.1740010075639345 96
35 0.13115623796590758 89
35 0.1893920902446248 99
35 0.21977516253758317 99
35 0.8317545199898142 100
35 0.1677054266472721 93
35 0.1553055858374505 89
35 0.1279625532127981 94
35 0.09845850338984694 89
35 0.024835081755770816 93
35 0.17598774589516342 91
35 0.16451892561473544 97
35 0.05785101193250381 95
35 0.10716763325764618 92
35 0.22652109986321203 97
35 0.005801410713552221 87
35 0.0021769919586645432 85
34 0.030463824376252013 96
34 0.13997803543670354 94
34 0.003040240364864283 85
34 0.07027222585767073 91
34 0.023251495422768 92
34 0.19810572667048754 91
34 0.1455234091469326 98
34 0.07614548281528555 93
34 0.07725392864318305 94
34 0.17807322934132053 93
34 0.10717085630236937 92
34 0.12861413977933522 88
34 0.15640139887432267 97
34 0.09456739480653373 96
34 0.08878244793098054 93
34 0.008807307768332983 80
33 0.11405393146284717 91
33 0.22413472707397422 97
33 0.19309802175963373 95
33 0.1984223298408813 94
33 0.15830351408408053 90
33 0.08724694707618968 90
33 0.08001158498675852 87
33 0.18008855228576198 93
33 0.003961862987312664 85
33 0.10091742160818612 90
33 0.11892566449308672 93
33 0.17795475467749422 96
33 0.15232127678323207 91
33 0.29777669193112133 98
33 0.06269270513698794 90
32 0.23043944143876455 96
32 0.20425513814941162 93
32 1.5022321428571428 100
32 0.0008016748366013072 84
32 0.08130936982767444 94
32 0.18213884461837135 96
32 0.26003294787022585 98
32 0.05111975510388632 92
32 0.19154022430849055 94
32 0.10887556174440412 91
32 0.23020490984167033 99
32 0.09133656876677836 92
32 0.18883031308780954 90
32 0.20569689549595513 96
32 0.07191440863448177 92
32 0.08524836747774134 89
31 0.1673537335451316 90
31 0.0017407339348405003 84
31 0.00739426701566113 78
31 0.10508868168711856 94
31 0.006703691293078614 84
31 0.2577170799800015 92
31 0.18585194214821346 90
31 0.11700099003107244 89
31 0.19263005484862725 95
31 0.0 80
31 0.10609851391828908 91
31 0.0727644202697454 96
31 0.15628762708980828 95
31 0.1192735897709271 98
31 0.0451739183320594 89
31 0.008703202556263999 81
31 0.10407188771308368 90
30 0.23350559037984608 98
30 0.2260624246960781 97
30 0.35241638158000566 99
30 0.2406503529530687 92
30 0.0 87
30 0.2168822318239926 95
30 0.2406620290833486 95
30 0.13102213863193887 95
30 0.07391635590583814 90
30 0.12582896168707874 88
30 0.3412501384243117 97
29 0.24113323106188742 99
29 0.1318314993991947 98
29 0.13768052226192584 83
29 0.0003518648838845883 82
29 0.16767364998384612 91
29 0.2016707213732297 92
29 0.12607907984972838 88
29 0.34410240589168367 99
29 0.028231268202001288 84
29 0.007665899713406502 83
29 0.1295021293629779 94
29 0.11084738028938354 95
29 0.20798001293689336 93
29 0.0008956560680698613 81
29 0.13074074853844955 91
29 0.2712619965871663 98
29 0.21465505393325426 93
29 0.04310766912003375 88
29 0.10339403771671718 93
29 0.11198716797232812 83
29 0.1592191055472675 89
29 0.23773183945523088 93
29 0.0800182134020534 91
28 0.08620631542354575 88
28 0.0 93
28 0.1583131159621754 92
28 0.026197029353246037 94
28 0.11830869540937115 94
28 0.11233848000256287 98
28 0.2099376800093078 98
28 0.12220752023495667 87
28 0.16815366793848313 94
28 0.1818419829569403 85
28 0.26705505275783803 89
28 0.06308932076713013 88
28 0.09701670266316234 88
28 0.23163547786932814 96
28 0.12534678652571646 89
28 0.10183995785429943 87
27 0.15517605921538027 93
27 0.10130387404495277 93
27 0.25117751703381824 97
27 0.22512942687016585 98
27 0.13494355366872735 87
27 0.2150751819892667 91
27 0.09305313634145743 86
27 0.059270624679161624 86
27 0.23266359698690792 90
27 0.21221511520091557 91
27 0.2601919844287801 94
27 0.20887923068644884 96
27 0.23672859938224888 94
27 0.10156423766042 92
27 0.26871690057424 95
27 0.12392256590663692 92
27 0.12382112085997674 86
27 0.13648751256368888 87
27 0.07872582777070326 83
27 0.29591870620025 99
27 0.07930172261575467 88
27 0.07152221670956628 89
26 0.09478241571274647 89
26 0.1867419078343912 89
26 0.05029208429223926 90
26 0.21508246824997815 88
26 0.08585546181824463 86
26 0.15522438704687247 88
26 0.1784202569162579 84
25 0.31747671576027314 92
25 0.17339640186149274 92
25 0.13979879357652658 81
25 0.18359009021300454 98
25 0.1404971952933055 86
25 0.030721538536201888 96
25 0.2541005401494834 97
25 0.2023250787268735 87
25 0.10502732393105031 85
25 0.08495213811416907 85
25 0.16831262080598294 88
25 0.23314101497432094 85
25 0.0026257734732311 86
25 0.34734705681989675 98
25 0.24226922712663032 93
25 0.027883165633924515 85
24 0.10561221308303133 91
24 0.004187073554626017 76
24 0.04519117507218908 87
24 0.23885820065490893 93
24 0.23396755614998513 85
24 0.1871019932262776 86
24 0.27201202168430744 93
24 0.03592967603668174 83
24 0.23414563931051227 92
24 0.05142383391888932 89
24 0.22239844963715896 89
24 0.0727111933725673 91
24 0.04426787004114536 87
24 0.30383676933062315 95
24 0.06581406093003288 84
23 0.28795412707766493 97
23 0.061235719422786015 84
23 0.3111252359167396 96
23 0.07268148984177737 93
23 0.21667226251309818 90
23 0.07155984659078159 83
23 0.17989330123496622 86
23 0.2679528530391803 90
23 0.16841560435195024 87
23 0.0025048022630163673 80
23 0.18080666004712379 85
23 0.3076719357736587 97
23 0.10837330692311817 80
23 0.07284883287670747 91
23 0.09024965871644267 81
23 0.1875787013410995 92
23 0.19472654604684186 89
22 0.22399534992111525 95
22 0.2136497341708415 88
22 0.046278484500539334 91
22 0.0004887585532746823 82
22 0.15443777134704273 86
22 0.14478550717310326 80
22 0.26559235931496644 97
22 0.13850424884109697 87
22 0.02448373210078242 82
22 0.1511552837282595 74
22 0.25860805505645196 95
22 0.2989504904440811 98
22 0.1695812588651991 87
22 0.1383167077591071 84
22 0.04665842962545392 89
22 0.049943208457114335 85
22 0.10123211980914605 87
22 0.003188452208369193 83
22 0.13840589458296104 84
22 0.0010330578512396695 83
22 0.3471345649012977 95
22 0.04576205737937989 88
21 0.19060443985663536 83
21 0.21973798691833563 89
21 0.11487119147437913 85
21 0.06774568965024123 87
21 0.051423863142846096 86
21 0.01190043637703507 75
21 0.19699853024825947 80
21 0.07334196212678427 87
21 0.26095436451910853 86
21 0.15924281085321634 82
21 0.20901076311915057 85
21 0.09044256446092988 98
21 0.23039336476145408 94
21 0.12281534601979968 86
21 0.1957301020594406 86
21 0.27647102647169874 88
21 0.0012086493289500807 77
21 0.2645578623851512 96
21 0.06291596441705638 78
21 0.2257817585575616 86
21 0.0061337103557064995 79
21 0.14207678573670104 85
21 0.25630737030692374 91
21 0.34019743266383556 96
20 0.1922214695396956 81
20 0.2576659273834577 86
20 0.0945349456097523 83
20 0.004533117523197455 82
20 0.007810722524086172 78
20 0.3463394753347754 94
20 0.10007445080691217 82
20 0.18562029302373212 82
20 0.06223920035145841 85
20 0.2786052940534219 93
