count robl midx
17 0.17048553701399422 95
17 0.12133414544676961 96
17 0.07557988499164969 99
17 0.5625255754475704 99
17 0.16872530121493876 99
17 0.06182242127467695 96
17 0.11429002370178841 98
17 0.06081429236636291 98
17 0.12907897314918187 96
16 0.12797437750390894 99
16 0.056688872945395714 94
16 0.21086247692284843 95
16 0.23543165168165167 99
16 0.16105063977185688 94
16 0.13069852800593462 97
16 0.05441118166974516 93
16 0.1129649607590784 96
16 0.10980768448440861 97
16 0.6362918660287081 100
16 0.19115393818538876 94
16 0.05800739803497156 97
16 0.10227862484154153 96
16 0.1209086195667078 98
16 0.10103724509406421 95
16 0.13925266091214367 95
16 0.05138037994263925 95
16 0.25 99
16 0.09312538248437205 96
16 0.0928109876402639 95
16 0.12708575884652015 95
16 0.2553807751388396 95
16 0.10576982313030407 95
16 0.24718616994163672 96
16 0.05406496439872563 95
15 0.15011818791230558 99
15 0.1282937749487539 99
15 0.22090576168416282 99
15 0.15190377886456316 98
15 0.09183487422339415 95
15 0.09898266592510198 99
15 0.16182373417560175 95
15 0.08206182469340365 95
15 0.1924970678465302 97
15 0.0601770130565197 99
15 0.17224643656172872 96
15 0.07449464116130783 99
15 0.10458158563421721 93
15 0.06859241995319118 98
15 0.15535767529018804 97
15 0.11038858407279459 95
15 0.25938828162297073 99
15 0.13920268700756505 96
15 0.31644295722994276 98
15 0.1131829825947473 98
15 0.05147494770087838 94
15 0.07114988682832808 97
15 0.1920543028135475 95
15 0.10575583541100782 97
15 0.10525500870328457 98
15 0.18561715623119132 96
15 0.1250716972253974 95
15 0.12368295861844249 99
15 0.175947750694201 95
15 0.19154879854132412 97
15 0.2593548387096774 98
15 0.17030890068390686 95
15 0.05430044055431052 95
14 0.1284184801300269 93
14 0.13649626051103883 99
14 0.09119570115436204 96
14 0.2078277235659154 97
14 0.19095011668228984 96
14 0.11315244046336483 97
14 0.0893336336510889 97
14 0.12561094819159335 97
14 0.22813441340142343 96
14 0.2228332883574819 97
14 0.18017927060281297 96
14 0.21232582238292616 99
14 0.17928798313583807 99
14 0.19742998936547324 98
14 0.1459841364483709 96
14 0.08897640434472909 97
14 0.14837619699271679 95
14 0.12372289014531278 94
14 0.24115298718960512 95
14 0.055944692589928346 98
14 0.22759127073643204 99
14 0.25574109985874693 95
14 0.13191328980802666 94
14 0.08407038491072105 96
14 0.14480125383486728 98
14 0.21863916384365692 97
14 0.15504053989304414 97
14 0.07390638083858203 96
14 0.05293886474887759 96
14 0.15302718115218114 94
14 0.25750419274409514 95
14 0.16929875398435237 97
14 0.12964076565888774 98
14 0.34672391503020306 99
13 0.14181198562537303 97
13 0.11452170863935571 94
13 0.10073304608396441 94
13 0.07843217711638764 95
13 0.10843752058326957 94
13 0.22033334349253003 98
13 0.16384925558312655 96
13 0.5010989010989011 99
13 0.20515884510493246 97
13 0.1115996522760038 95
13 0.08298673824989614 93
13 0.17441547802159213 94
13 0.15556295441531173 96
13 0.15369795090948937 99
13 0.12207784949480126 92
13 0.14434616873641265 98
13 0.14603141956083132 94
13 0.14246851112976874 97
13 0.08472472482702663 99
13 0.1966905716285369 99
13 0.1397832466797984 96
13 0.25241049273307337 97
13 0.0778698224852071 99
13 0.06324841677766496 96
13 0.1602865966724201 95
13 0.40476190476190477 92
13 0.05142403924372918 93
13 0.1752392897579354 97
13 0.12603676633322708 96
13 0.15994009632591974 97
13 0.25 99
13 0.2615189743466796 99
13 0.07307073789250149 92
13 0.08233352428398867 94
13 0.20895813111837452 98
13 0.09472281750507558 97
13 0.20511822525007112 97
13 0.1482066617813224 98
13 0.10822885883614627 94
13 0.23118996586488846 96
13 0.06780538485312082 95
13 0.10341445145613519 96
13 0.0781358079106672 96
13 0.1823087043675279 98
13 0.27932881773399015 97
13 0.096348265051739 97
13 0.1222027972027972 99
13 0.5895988543047367 100
13 0.13629009736087777 96
12 0.07169464209694094 99
12 0.14836472709499968 95
12 0.05769329957635161 94
12 0.15701662276895725 95
12 0.0783075465093009 97
12 0.10350968377284166 92
12 0.08870639164756812 97
12 0.22283789271867813 99
12 0.13067424712161554 95
12 0.09359044828671408 98
12 0.06826500344297896 97
12 0.07995039236267305 98
12 0.16952671312427411 93
12 0.18008354436050514 97
12 0.1771392502259753 92
12 0.21657349115428381 96
12 0.07927502714783417 98
12 0.19846521459424685 94
12 0.10842320052846367 95
12 0.14739481651246358 98
12 0.08072140026087395 96
12 0.14964000233608077 97
12 0.23727818046276464 97
12 0.07197893906963153 96
12 0.2748505696889318 99
12 0.2744405122225244 96
12 0.43966971172853525 93
12 0.0733823595104083 93
12 0.1968915343915344 95
12 0.15124385837592816 93
12 0.1285342569616763 96
12 0.23414437299886215 97
12 0.08929612853046358 96
12 0.13709140174657417 97
12 0.06560259856630825 99
12 0.14576200850710655 98
12 0.11836676395499925 96
11 0.13525610249748182 97
11 0.2278950440240763 98
11 0.16188139018784178 97
11 0.14515549013396933 93
11 0.2059746614207633 94
11 0.6461802902979374 100
11 0.1495917134954568 96
11 0.6887881854987118 100
11 0.2384394903043544 97
11 0.07848765743502585 95
11 0.23868891736890613 94
11 0.18650731474855567 97
11 0.10506964300067749 98
11 0.18833827222467445 95
11 0.12180359747204667 94
11 0.19405769398885056 98
11 0.20578121245648442 97
11 0.10422849742268979 96
11 0.13233387851384457 94
11 0.12331562377016922 97
11 0.08702637361088884 97
11 0.093101321440333 98
11 0.20774334025108018 94
11 0.09830435741899021 95
11 1.3333333333333333 100
11 0.2940650771770316 98
11 0.13570771728666464 95
11 0.25 98
11 0.24052246603970742 98
11 0.1846024115760958 93
11 0.2319925555319543 95
11 0.11002886002886002 99
11 0.23514514427106328 94
11 0.05145954324388214 93
11 0.19166554045586304 97
11 0.20048300845264794 96
11 0.09491365794518286 99
11 0.09488303119168222 98
11 0.10357766855044531 97
11 0.10487951005192384 99
11 0.24261758240086415 94
11 0.14846717996581046 97
11 0.293105789073531 99
11 0.11263624204800675 96
11 0.2645148213170654 99
11 0.07572555813890859 93
11 0.13307399665926686 97
11 0.058751945048736494 99
11 0.07283330755155817 96
11 0.21854805822197126 99
11 0.14709775319531418 93
11 0.3075453968819786 98
11 0.08955586633480372 98
11 0.09718523182822945 94
11 0.25 98
11 0.20531144434887752 96
10 0.2780412810369707 95
10 0.1588612904402378 92
10 0.08774637127578304 94
10 0.3333333333333333 97
10 0.21875757745322963 97
10 0.11345543345543345 98
10 0.09761994103457519 93
10 0.36147186147186144 99
10 0.16972085385878488 97
10 0.28130049261083745 99
10 0.07362261263520115 93
10 0.2609301181084512 94
10 0.1278220750216395 94
10 0.10588941167888537 93
10 0.17535978368833463 93
10 0.28991239959481246 97
10 0.11402427637721754 95
10 0.18293591714644347 95
10 0.41910457194105694 98
10 0.10704672283619651 94
10 0.06297790523834167 96
10 0.20622177615985665 93
10 0.2737743147656941 98
10 0.16800970323944725 93
10 0.30542705152337835 97
10 0.2402773203158312 93
10 0.19935483870967743 99
10 0.1862113608824135 96
10 0.19325307886283496 93
10 0.08536442095265626 95
10 0.1258553274682307 97
10 0.12176707011431016 91
10 0.14420247773906308 91
10 0.177132027877464 94
10 0.17762315439800228 96
10 0.2649885376903424 93
10 0.2820295566502463 98
10 0.05087658021547623 93
10 0.2627414759672824 97
10 0.09671337597940331 92
10 0.11074860574860575 97
10 0.27268985210814234 99
10 0.25992635763983013 96
10 0.21698497507226647 92
10 0.23393001405864683 96
10 0.05193129346531143 99
10 0.2959601390246552 98
10 0.19372316485219712 96
10 0.29993265993265994 97
10 0.050136785136785135 93
10 0.239761386686336 98
9 0.0804986304986305 98
9 0.19723217841497412 98
9 0.07699949805212963 94
9 0.2737919535764364 97
9 0.16101122589874714 94
9 0.2221039618446516 94
9 0.2161969556706399 93
9 0.37774440686318084 97
9 0.20957253091340847 95
9 0.1742858917808208 95
9 0.21695401405546333 98
9 0.21413856611225032 96
9 0.1721621215536023 97
9 0.18130122419338104 99
9 0.06065451433098493 96
9 0.20130718954248367 96
9 0.14645988476691488 94
9 0.20486976617007577 94
9 0.20473216727086696 94
9 0.14693567498445548 92
9 0.24333991930340815 95
9 0.12064489259611211 95
9 0.3333333333333333 98
9 0.16487455197132617 97
9 0.3077522136367714 97
9 0.11994128274616078 93
9 0.24060120156842693 96
9 0.2254512895871406 95
9 0.2621113951040602 96
9 0.25066415066415065 94
9 0.1599170020222652 92
9 0.12075826161192015 91
9 0.2824099528576725 97
9 0.2397461904774812 95
9 0.05834765939255103 98
9 0.2212343295676629 93
9 0.21617680992680993 95
9 0.22224711270410197 98
9 0.16514267797964843 92
9 0.16720799288193383 94
9 0.053164645269908425 97
9 0.21232736806200073 99
9 0.1789649090732682 92
9 0.23760936381626038 99
9 0.06373701793612806 95
9 0.20253058488352604 95
9 0.24633853289025703 96
9 0.18964892210506246 94
9 0.14571152761014072 93
9 0.19613119728652462 92
9 0.11946927083225505 96
9 0.27397472768407727 93
9 0.18323781481676218 92
9 0.21379538405400472 98
9 0.16344743434892095 96
9 0.29068499163902917 97
9 0.18941656710473914 98
8 0.19072258348574136 91
8 0.2699881303143994 94
8 0.14509414877061935 97
8 0.31013257575757575 96
8 0.3067696920770384 99
8 0.05067746024300902 91
8 0.0609477768168184 94
8 0.19582104886982937 92
8 0.323691448425331 96
8 0.2343927879238987 95
8 0.3212651588649042 97
8 0.24089708300234616 94
8 0.18276256105203473 93
8 0.2940561529271207 98
8 0.13520922238027502 94
8 0.3227285465188691 97
8 0.23371848739495799 98
8 0.2013229009552539 95
8 0.2403902483331238 93
8 0.21451047766837242 95
8 0.21151812486613836 99
8 0.31150700649169344 98
8 0.25249542124542124 93
8 0.09523382523741204 93
8 0.1174264950735539 98
8 0.3369047619047619 96
8 0.08862860485103133 95
8 0.17923008364184836 97
8 0.3440305260617761 94
8 0.27550779261447367 95
8 0.09810253672370116 94
8 0.22444154024356622 94
8 0.25 97
8 0.3471985914656524 97
8 0.2867281105990783 99
8 0.27029278193071293 98
8 0.37037037037037035 99
8 0.2927677501720575 93
8 0.1973069105691057 93
8 0.17093132984901277 93
8 0.07487900407107724 92
8 0.04977471440886075 92
8 0.5806451612903226 92
8 0.1239139417493076 92
8 0.15013736263736263 91
8 0.07633860421488792 93
8 0.2210599134244394 96
8 0.25251610305958133 99
8 0.24170112118387982 97
8 0.267834947246712 95
8 0.19228399848359526 99
8 0.22024992987817535 94
7 0.10798553655696512 98
7 0.0859260067663429 98
7 0.2569514544168922 97
7 0.27738812560241133 96
7 0.31180125221478605 95
7 0.1789136302294197 91
7 0.3333333333333333 99
7 0.2618036688359554 96
7 0.2248299319727891 94
7 0.22010357482918458 95
7 0.2925852817151272 95
7 0.34601380628367134 98
7 0.11340536214485794 92
7 0.25934422351936726 92
7 0.18647240028818976 94
7 0.07396735229247543 97
7 0.07465986394557822 92
7 0.19784835760445518 91
7 0.23223443223443224 97
7 0.22378369916023058 93
7 0.08147201981788448 93
7 0.12575245657952425 91
7 0.31729020130972596 96
7 0.07424187310946893 95
7 0.18555632371421846 95
7 0.24261130743800832 92
7 0.2981398324296459 93
7 0.10518986671563235 92
7 0.2895480772954343 96
7 0.14229024943310659 92
7 0.34596438044713906 99
7 0.2761839453649798 97
7 0.07731723774727627 91
7 0.2996606996606997 96
7 0.09061806540798137 94
7 0.28916318312980704 93
7 1.6666666666666667 100
7 0.05243794748654459 90
7 0.780045351473923 100
7 0.166756407039261 96
7 0.22382558114265433 93
7 0.2886261262017726 90
7 0.19732926114422852 96
7 0.28185784658691065 99
7 0.4001213144458486 97
7 0.16728415822492476 94
7 0.1389084369379936 98
7 0.1573788942209995 93
7 0.13174921409216825 93
7 0.26813011549853655 97
7 0.28052958945816087 94
6 0.09680603948896632 92
6 0.2132971218337072 91
6 0.15538525271653456 96
6 0.20354449472096534 92
6 0.3436554748941319 97
6 0.28051735540959677 96
6 0.3389423076923077 95
6 0.3588844302791172 95
6 0.30646215353861533 99
6 0.3509343288507549 96
6 0.2302231107496762 96
6 0.32124482365723633 96
6 0.050561192955287944 92
6 0.33154121863799285 94
6 0.3333333333333333 99
6 0.3201147851500868 94
6 0.3096199458268424 95
6 0.2892775106647073 95
6 0.31502597218853584 97
6 0.8171791443850268 100
6 0.18901891371118876 93
6 0.18779023384286542 94
6 0.2431644026471613 97
6 0.2601768053805405 94
6 0.12724988312295465 97
6 0.9257882640235581 100
6 0.09735167440960124 92
6 0.3190909090909091 99
6 0.14276061776061774 91
6 0.09721254355400698 91
6 1.25 100
6 0.28747096399535427 90
6 0.12393686936369863 93
6 0.4412238325281803 99
6 0.2765125852016096 95
6 0.07646718030222523 91
6 0.23318136971387746 93
6 0.3664373897707231 98
6 0.2998512086747381 96
6 0.2975308641975309 99
6 0.1406831200948848 92
6 0.2592796092796093 91
6 0.04982884039366709 90
6 0.9068542568542569 100
6 0.049827272998004705 91
6 0.8888888888888888 100
6 0.35850606909430444 98
6 0.14211511162730675 95
5 0.2907170364936732 92
5 0.35612666902989487 97
5 0.22366946411399596 92
5 0.28487886382623223 93
5 0.237540850249451 93
5 0.294980694980695 92
5 0.2947143110791831 94
5 0.3655026455026455 98
5 0.875 100
5 0.3658054226475279 95
5 0.38831425703795974 99
5 0.2889718259837105 94
5 0.3141915765022312 92
5 0.20205128205128203 93
5 0.566857142857143 99
5 0.17905594405594405 92
5 0.09464285714285714 93
5 0.3333333333333333 97
5 0.3766241851607705 93
5 0.21637630662020904 92
5 0.1622569938359412 91
5 0.3297058823529412 93
5 0.3333333333333333 98
5 0.324006359300477 93
5 0.3231443638760712 92
5 0.38827126721863564 92
5 0.27089493674859527 89
5 0.3098459289248763 94
5 0.2722580451848745 92
5 0.3333333333333333 95
5 0.29214285714285715 99
5 0.2906473500825234 92
5 0.24042805592303437 92
5 0.25677077308656254 93
5 0.3745502645502645 99
5 0.2 98
5 0.05255684255684255 97
5 0.40781638538991477 93
5 0.4011408199643494 96
5 0.2388210778454681 91
5 0.08200568990042674 93
5 0.41618683068333 96
5 0.18769700733757216 90
5 0.35958441558441556 99
5 0.4601648351648352 98
5 0.16676538908246225 89
5 0.3211428571428572 98
5 0.43638095238095237 99
5 0.29434354982556954 95
5 0.17508755472170107 91
5 0.2549450549450549 93
5 0.31187494576454783 94
5 0.34569253834621155 98
5 0.3985714285714286 99
5 0.43224271380793117 98
5 0.10063808677415867 91
4 0.42650857914015805 95
4 0.11802748741773131 90
4 0.27386363636363636 92
4 0.2768890831390831 91
4 0.1600284495021337 94
4 0.16543067457701605 90
4 0.3915903540903541 96
4 0.17675926715560863 91
4 0.3359375 96
4 0.36138167388167386 97
4 0.04819976771196283 92
4 0.3550007824201373 94
4 0.2654558404558405 97
4 0.43936507936507935 97
4 0.40100285892968823 91
4 0.2407581453634085 91
4 0.24533462033462033 91
4 1.1294642857142856 100
4 0.3453078148425787 97
4 0.09698025551684089 91
4 0.41014309764309764 99
4 0.12278879656928438 90
4 0.25947079236552917 92
4 0.3169230769230769 99
4 0.4014260249554367 96
4 0.3510731319554849 93
4 0.5852272727272727 98
4 0.13171230440967283 92
4 0.40463582704962014 95
4 0.30854096085074345 95
4 2.5 100
4 0.22006015161502968 92
4 0.26330532212885155 96
4 0.3078258547008547 92
4 0.2012820512820513 91
4 0.2406896551724138 99
4 0.34375 95
4 0.14647547574376843 90
4 0.34657190635451507 99
4 0.2857142857142857 91
4 0.33536585365853655 92
4 0.22733516483516483 92
4 0.13776461190254294 93
4 0.2608444187391556 91
4 0.38095238095238093 90
4 0.06034880349989458 92
4 0.5046296296296297 97
4 0.36313131313131314 96
4 0.20529556650246306 90
4 0.3506077433709013 93
4 0.3809400150494013 96
4 0.21923615688859593 91
4 0.3938664596273292 98
4 0.32510162601626014 92
4 0.16651305683563747 91
4 0.456657710105986 95
4 0.3879165189649061 98
4 0.31360019291053776 99
4 0.3920807453416149 98
4 0.09819976771196284 90
4 0.2967865540073499 91
4 0.3403234649122807 92
3 0.3006172839506173 92
3 0.26486949080017114 92
3 0.41784556439728854 99
3 0.3668261562998405 94
3 0.4024691358024692 98
3 0.22884615384615384 90
3 0.34146341463414637 91
3 0.07773306040315026 90
3 0.3651145602365114 93
3 0.2604909710172868 90
3 0.2281135531135531 92
3 0.3964912280701755 93
3 0.25213675213675213 92
3 0.1293859649122807 91
3 0.5589596949891068 96
3 0.47976011994003004 98
3 0.359229550406021 94
3 0.11434796140678494 0
3 0.3088656600851723 91
3 0.5413919413919414 97
3 0.45259292906351734 94
3 0.3839342188488299 94
3 0.15098443223443223 0
3 0.17876845376845377 94
3 0.17215447154471544 90
3 0.3100620324758256 94
3 0.43015873015873013 96
3 0.37515634771732337 91
3 0.21477474173237973 90
3 0.3912977703300284 95
3 0.3234781270834402 95
3 0.34356094978826374 96
3 0.2727642276422764 91
3 0.3333333333333333 97
3 1.2 100
3 0.3463453601384636 95
3 0.3742063492063492 95
3 0.3368055555555555 94
3 0.04800619434765776 96
3 0.40892094017094016 94
3 0.31654586917744815 92
3 0.07384079335298847 90
3 0.604040404040404 97
3 0.35643335643335644 91
3 0.8709677419354839 92
3 0.33604336043360433 91
3 0.37691977691977696 97
2 0.46247654784240155 90
2 2.0 100
2 0.3203012912482066 95
2 0.44163292847503377 91
2 0.430952380952381 97
2 0.4473684210526316 92
2 0.5 98
2 0.4107142857142857 91
2 0.41657397107897665 98
2 0.48423645320197045 96
2 0.46294642857142854 96
2 1.4 100
2 0.07894736842105263 89
2 0.23700623700623702 86
2 0.6086956521739131 99
2 0.3538899430740038 96
2 0.3203947368421053 93
2 0.2714987714987715 93
2 1.0839160839160837 100
2 0.30662393162393164 93
2 0.06256109481915934 93
2 0.4843597262952102 95
2 0.19523809523809524 89
2 0.04878048780487805 87
2 0.5060975609756098 94
2 0.4757543103448276 94
2 0.4409722222222222 95
2 0.5 99
2 0.4330357142857143 96
2 0.5729312762973352 98
2 0.33854166666666663 89
2 0.34573170731707314 91
2 0.5416988416988417 95
2 0.3856209150326797 95
2 0.16025641025641024 89
2 0.7619047619047619 99
2 0.38814616755793224 94
2 0.237468671679198 90
2 0.23443223443223443 89
2 0.472953216374269 92
2 0.5638586956521738 96
2 0.3448275862068966 97
2 0.3288288288288288 90
2 0.37083333333333335 96
2 0.5714285714285714 0
2 0.0975609756097561 90
2 0.5 0
2 0.45714285714285713 96
2 0.4226190476190476 94
1 0.4666666666666667 94
1 0.10256410256410256 90
1 0.45714285714285713 91
1 0.4722222222222222 91
1 0.625 99
1 0.7407407407407407 88
1 1.0 90
1 0.5217391304347826 97
1 0.24242424242424243 82
1 0.5757575757575758 83
1 0.4166666666666667 93
1 0.375 86
1 0.0975609756097561 87
1 0.21428571428571427 90
1 0.5294117647058824 96
1 0.07142857142857142 89
1 0.5 98
1 1.75 100
1 0.09523809523809523 88
1 0.4358974358974359 93
1 0.5 94
1 0.23809523809523808 89
1 0.35714285714285715 90
1 0.4827586206896552 97
1 0.21428571428571427 89
1 0.4878048780487805 93
1 0.8461538461538461 91
1 0.3333333333333333 0
1 0.19047619047619047 90
1 1.375 100
1 0.4666666666666667 96
1 0.3684210526315789 90
1 1.2857142857142858 100
1 0.5 96
1 0.5128205128205128 90
1 0.5882352941176471 94
1 0.2972972972972973 94
1 0.5416666666666666 98
1 0.5238095238095238 98
1 0.4166666666666667 89
1 0.4444444444444444 97
1 0.12195121951219512 89
1 0.2 87
1 0.6 97
1 0.13157894736842105 88
1 0.5454545454545454 98
1 0.34210526315789475 89
1 0.5405405405405406 92
1 0.8095238095238095 98
1 0.05 88
1 0.23809523809523808 87
1 0.46153846153846156 99
1 0.2857142857142857 89
1 1.0 99
1 0.5714285714285714 91
1 0.7142857142857143 87
1 0.5294117647058824 93
1 0.4 0
1 0.48 97
1 0.47619047619047616 88
1 0.64 97
1 0.38235294117647056 92
1 0.05128205128205128 89
1 1.1666666666666667 100
1 0.6470588235294118 92
1 1.4285714285714286 100
1 0.6111111111111112 90
1 0.7333333333333333 93
1 0.47619047619047616 85
1 0.47058823529411764 91
1 0.5 96
1 3.0 100
1 5.333333333333333 100
1 1.8888888888888888 100
1 0.6904761904761905 90
1 0.625 97
1 0.6086956521739131 96
1 0.45 92
1 0.13157894736842105 87
1 0.5806451612903226 91
1 0.17073170731707318 88
1 1.5714285714285714 100
1 0.0975609756097561 89
1 0.6285714285714286 96
1 0.047619047619047616 0
1 0.36363636363636365 92
1 0.3902439024390244 88
1 0.9354838709677419 90
