robl coco
0.0 2.056548711006487
0.10884353741496598 2.2293467015071604
0.21768707482993196 2.402144692007834
0.32653061224489793 2.574942682508508
0.43537414965986393 2.7477406730091816
0.5442176870748299 2.920538663509855
0.6530612244897959 3.093336654010529
0.7619047619047619 3.2661346445112027
0.8707482993197279 3.4389326350118763
0.9795918367346937 3.61173062551255
1.0884353741496597 3.7845286160132234
1.1972789115646256 3.957326606513897
1.3061224489795917 4.1301245970145715
1.4149659863945576 4.302922587515244
1.5238095238095237 4.475720578015919
1.6326530612244896 4.648518568516591
1.7414965986394557 4.821316559017266
1.8503401360544218 4.99411454951794
1.9591836734693875 5.166912540018613
2.068027210884354 5.339710530519287
2.1768707482993195 5.51250852101996
2.2857142857142856 5.6853065115206345
2.3945578231292513 5.858104502021307
2.5034013605442174 6.030902492521982
2.6122448979591835 6.203700483022655
2.7210884353741496 6.37649847352333
2.8299319727891152 6.549296464024002
2.9387755102040813 6.722094454524676
3.0476190476190474 6.89489244502535
3.1564625850340136 7.067690435526024
3.265306122448979 7.240488426026697
3.3741496598639453 7.413286416527371
3.4829931972789114 7.586084407028045
3.5918367346938775 7.758882397528718
3.7006802721088436 7.931680388029393
3.809523809523809 8.104478378530064
3.918367346938775 8.277276369030739
4.0272108843537415 8.450074359531413
4.136054421768708 8.622872350032086
4.244897959183673 8.795670340532759
4.353741496598639 8.968468331033435
4.462585034013605 9.141266321534108
4.571428571428571 9.314064312034782
4.680272108843537 9.486862302535457
4.7891156462585025 9.65966029303613
4.897959183673469 9.832458283536802
5.006802721088435 10.005256274037476
5.115646258503401 10.17805426453815
5.224489795918367 10.350852255038824
5.333333333333333 10.523650245539498
