robl ncl count
0.16666666666666666 6 25
0.13043478260869565 1 25
0.15 3 25
0.16 1 25
0.11764705882352941 3 25
0.625 0 25
0.14285714285714285 15 24
0.09090909090909091 3 24
0.2631578947368421 2 24
0.17391304347826086 1 24
0.5714285714285714 1 24
0.14285714285714285 8 24
0.05128205128205128 0 24
0.2777777777777778 2 24
0.35714285714285715 7 24
0.19047619047619047 3 23
0.04878048780487805 0 23
0.05 0 23
0.3 4 23
0.2777777777777778 3 23
0.15789473684210525 3 23
0.22857142857142856 0 23
0.23333333333333334 0 23
0.2 6 23
1.0 2 23
0.38095238095238093 0 23
0.4 6 23
0.23809523809523808 1 23
0.1388888888888889 0 22
0.06666666666666667 1 22
0.13157894736842105 0 22
0.22727272727272727 1 22
0.29411764705882354 3 22
0.2413793103448276 0 22
0.5454545454545454 0 22
0.4 4 22
0.08695652173913043 2 22
0.05405405405405406 0 22
0.13636363636363635 2 22
0.23529411764705882 2 22
0.23529411764705882 4 21
0.4 5 21
0.14814814814814814 2 21
0.14814814814814814 1 21
0.13333333333333333 4 21
0.42857142857142855 4 21
0.5 8 21
0.3333333333333333 6 21
0.16216216216216217 0 21
0.3125 2 21
0.36363636363636365 2 21
0.45454545454545453 1 20
0.20833333333333334 1 20
0.06896551724137931 1 20
0.35714285714285715 1 20
0.3076923076923077 3 20
0.1282051282051282 0 20
0.42105263157894735 0 20
0.3333333333333333 7 20
0.375 4 20
0.21052631578947367 3 20
0.07894736842105263 0 20
0.21739130434782608 3 20
0.30434782608695654 0 19
0.10526315789473684 4 19
0.06060606060606061 1 19
0.34615384615384615 0 19
0.10810810810810811 0 19
0.14705882352941177 0 19
0.4666666666666667 0 19
0.25 7 19
0.23076923076923078 4 19
0.22580645161290322 0 19
0.28 0 19
0.30434782608695654 8 19
0.22727272727272727 2 19
0.14285714285714285 5 19
0.6 2 18
0.17391304347826086 3 18
0.21739130434782608 1 18
0.19230769230769232 1 18
0.13793103448275862 1 18
0.36363636363636365 3 18
0.8571428571428571 46 18
0.8571428571428571 0 18
0.12 3 18
0.14285714285714285 6 18
0.2631578947368421 1 18
0.43478260869565216 0 18
0.10714285714285714 1 18
0.10344827586206896 1 18
0.3125 4 18
0.21875 0 18
0.3684210526315789 0 18
0.2692307692307692 0 17
0.15384615384615385 5 17
0.27586206896551724 0 17
0.7142857142857143 0 17
0.6666666666666666 3 17
0.17391304347826086 2 17
0.35714285714285715 2 17
0.06451612903225806 1 17
0.12 2 17
0.18518518518518517 1 17
0.18421052631578946 0 17
0.125 5 17
0.06896551724137931 2 17
0.14634146341463414 0 17
0.08695652173913043 3 17
0.07692307692307693 3 16
0.10256410256410256 0 16
0.21739130434782608 2 16
0.07142857142857142 3 16
0.1875 4 16
0.21428571428571427 5 16
0.0975609756097561 0 16
0.047619047619047616 0 16
0.29411764705882354 2 16
0.0625 1 16
0.06666666666666667 3 16
0.35294117647058826 1 16
0.15789473684210525 5 15
0.1794871794871795 0 15
0.3157894736842105 2 15
0.15 4 15
0.25806451612903225 0 15
0.16 3 15
0.10344827586206896 2 15
0.1724137931034483 1 15
0.2608695652173913 1 15
0.07317073170731707 0 15
0.17142857142857143 0 15
0.08 1 15
0.2857142857142857 6 15
0.8333333333333334 0 15
0.5714285714285714 2 15
0.4444444444444444 2 15
0.13333333333333333 5 15
0.26666666666666666 4 15
0.3076923076923077 6 14
0.13043478260869565 3 14
0.18421052631578946 5 14
0.17647058823529413 4 14
0.1724137931034483 2 14
0.2777777777777778 4 14
0.1388888888888889 1 14
0.23809523809523808 2 14
0.10714285714285714 2 14
0.08108108108108109 2 14
0.22727272727272727 3 14
0.16216216216216217 1 14
0.2727272727272727 6 14
0.3 5 14
0.08823529411764706 2 14
0.075 0 14
0.45454545454545453 3 13
0.21052631578947367 4 13
0.24 2 13
0.3333333333333333 21 13
0.2962962962962963 0 13
0.19230769230769232 2 13
0.14285714285714285 7 13
0.08333333333333333 3 13
0.21621621621621623 0 13
0.3157894736842105 1 13
0.40476190476190477 28 13
0.0967741935483871 2 13
0.11904761904761904 0 13
0.11538461538461539 3 13
0.2857142857142857 7 13
0.09523809523809523 4 13
0.15384615384615385 6 13
0.10810810810810811 1 13
0.1891891891891892 0 13
0.14814814814814814 3 13
0.2608695652173913 2 13
0.09090909090909091 5 13
0.20588235294117646 0 13
0.6 3 13
0.18181818181818182 6 13
0.13636363636363635 3 13
0.5555555555555556 1 13
0.25 8 13
0.3157894736842105 7 12
0.21052631578947367 5 12
0.1111111111111111 6 12
0.1111111111111111 5 12
0.75 6 12
0.05714285714285714 4 12
0.10526315789473684 7 12
0.5454545454545454 1 12
0.25 9 12
0.29411764705882354 4 12
0.3333333333333333 10 12
0.4 7 12
0.5 31 12
0.23809523809523808 4 12
0.17647058823529413 5 12
0.12903225806451613 2 12
0.375 6 12
0.22580645161290322 1 12
0.125 6 12
0.12121212121212122 3 12
0.26666666666666666 5 12
0.12 4 12
0.10714285714285714 3 12
0.21212121212121213 0 12
0.0967741935483871 1 11
0.13793103448275862 3 11
0.19444444444444445 0 11
0.20833333333333334 2 11
0.34375 0 11
0.3 16 11
0.16 2 11
0.06060606060606061 2 11
0.20833333333333334 4 11
0.5555555555555556 3 11
0.10344827586206896 4 11
0.75 3 11
0.08823529411764706 1 11
0.08333333333333333 4 11
0.5384615384615384 0 11
0.7 61 11
0.30434782608695654 1 11
0.18518518518518517 3 11
0.35714285714285715 3 11
0.15625 1 11
0.16 5 11
0.37037037037037035 0 11
0.35 3 11
0.225 0 11
0.15625 2 11
0.15 5 11
0.3181818181818182 1 11
0.14814814814814814 4 11
0.23684210526315788 0 11
0.12903225806451613 1 11
0.3125 3 11
0.2 8 11
0.15789473684210525 6 11
0.13043478260869565 4 11
0.06896551724137931 3 10
0.3076923076923077 5 10
0.16666666666666666 8 10
0.13636363636363635 4 10
0.14705882352941177 2 10
0.3076923076923077 4 10
0.24242424242424243 0 10
0.07692307692307693 5 10
0.17073170731707318 0 10
0.10526315789473684 5 10
0.20689655172413793 2 10
0.11538461538461539 4 10
0.20689655172413793 1 10
0.21739130434782608 4 10
0.05405405405405406 1 10
0.058823529411764705 1 10
0.11764705882352941 6 10
0.19047619047619047 4 10
0.2727272727272727 5 10
0.18181818181818182 7 10
0.08571428571428572 1 10
0.45454545454545453 8 10
0.08108108108108109 4 10
0.17857142857142858 1 10
0.23809523809523808 6 10
0.16 4 10
0.35 1 10
0.10810810810810811 4 10
0.32142857142857145 0 10
0.4444444444444444 7 10
0.09375 1 10
0.23529411764705882 5 10
0.1724137931034483 4 10
0.75 1 10
0.09375 2 10
0.1935483870967742 1 10
0.25925925925925924 2 10
0.35714285714285715 5 10
0.06666666666666667 2 10
0.23809523809523808 5 10
0.05714285714285714 2 10
0.3076923076923077 7 10
0.8 1 10
0.4166666666666667 4 9
0.2857142857142857 8 9
0.3448275862068966 0 9
0.75 4 9
0.19047619047619047 6 9
0.0967741935483871 3 9
0.1282051282051282 2 9
0.12903225806451613 4 9
0.2 9 9
0.2 7 9
0.2631578947368421 6 9
0.17391304347826086 4 9
0.23809523809523808 3 9
0.46153846153846156 4 9
0.6666666666666666 4 9
0.2631578947368421 3 9
0.27586206896551724 3 9
0.16666666666666666 7 9
0.05714285714285714 1 9
0.19230769230769232 3 9
0.13793103448275862 2 9
0.1282051282051282 4 9
0.2564102564102564 0 9
0.125 7 9
1.5 0 9
0.2727272727272727 8 9
0.4166666666666667 3 9
0.8 2 9
0.1891891891891892 3 9
0.15789473684210525 7 9
0.36363636363636365 4 9
0.28 2 9
0.08695652173913043 5 9
0.17857142857142858 3 9
0.09375 4 9
0.08695652173913043 4 9
0.3157894736842105 3 9
0.6153846153846154 5 9
0.44 0 9
0.28 4 9
0.2222222222222222 6 9
0.3333333333333333 8 9
0.2608695652173913 4 9
0.38461538461538464 3 9
0.16129032258064516 3 9
0.07407407407407407 2 8
0.30434782608695654 3 8
0.11764705882352941 5 8
0.35714285714285715 6 8
0.4411764705882353 35 8
0.7142857142857143 1 8
0.20512820512820512 0 8
0.20689655172413793 3 8
0.1282051282051282 1 8
0.20588235294117646 5 8
0.7142857142857143 3 8
0.058823529411764705 2 8
0.08823529411764706 3 8
1.5 1 8
0.3157894736842105 5 8
0.28125 0 8
0.2413793103448276 4 8
0.21428571428571427 7 8
0.26666666666666666 6 8
0.24 3 8
0.21212121212121213 1 8
0.25925925925925924 6 8
0.15151515151515152 2 8
0.1891891891891892 2 8
0.15384615384615385 7 8
0.23076923076923078 5 8
0.7 0 8
0.5454545454545454 4 8
0.2916666666666667 1 8
0.15 6 8
0.2608695652173913 3 8
0.38461538461538464 4 8
0.13043478260869565 5 8
0.1 6 8
0.13793103448275862 4 8
0.14634146341463414 2 8
0.5 6 8
0.5833333333333334 0 8
0.1794871794871795 2 8
0.391304347826087 0 8
0.1724137931034483 3 8
0.06896551724137931 4 8
0.5 7 8
0.4166666666666667 2 8
0.5714285714285714 4 8
0.5806451612903226 73 8
0.25925925925925924 3 8
0.1935483870967742 5 8
0.2631578947368421 4 8
0.075 1 8
0.11764705882352941 4 8
0.1935483870967742 2 8
0.4444444444444444 3 8
0.12195121951219512 0 8
0.1935483870967742 4 8
0.22727272727272727 4 8
0.0967741935483871 5 8
0.175 0 8
0.13513513513513514 1 7
0.21212121212121213 2 7
0.1875 5 7
0.3888888888888889 1 7
0.25806451612903225 1 7
0.24 1 7
0.1875 6 7
0.06060606060606061 3 7
0.2413793103448276 1 7
0.30434782608695654 2 7
0.3684210526315789 1 7
0.17857142857142858 2 7
0.09375 3 7
0.17391304347826086 6 7
0.38095238095238093 1 7
0.4444444444444444 4 7
1.3333333333333333 0 7
0.11428571428571428 1 7
0.13043478260869565 6 7
0.11428571428571428 2 7
0.38461538461538464 2 7
0.45454545454545453 2 7
0.42857142857142855 6 7
0.2857142857142857 9 7
0.2903225806451613 0 7
0.3225806451612903 0 7
0.13513513513513514 2 7
0.2777777777777778 6 7
0.1111111111111111 7 7
0.4117647058823529 1 7
0.05263157894736842 2 7
0.12903225806451613 3 7
0.28 1 7
0.2222222222222222 9 7
0.2647058823529412 0 7
0.04878048780487805 1 7
0.7333333333333333 14 7
0.0625 3 7
0.22727272727272727 7 7
0.5555555555555556 4 7
0.46153846153846156 1 7
0.08 4 7
0.16666666666666666 9 7
0.0975609756097561 2 7
0.36363636363636365 5 7
0.46153846153846156 2 7
0.21739130434782608 5 7
0.29411764705882354 6 7
0.23684210526315788 1 7
0.15789473684210525 4 7
0.2571428571428571 0 7
0.10344827586206896 5 7
0.5454545454545454 2 7
0.1 7 7
0.10714285714285714 4 7
0.38461538461538464 5 7
0.08 3 7
0.16129032258064516 4 7
0.07894736842105263 5 7
0.075 2 7
0.05555555555555555 1 7
0.2 11 7
0.175 3 7
0.21428571428571427 6 7
0.07407407407407407 4 7
0.7142857142857143 2 7
0.21052631578947367 6 7
0.19047619047619047 5 7
0.20833333333333334 3 7
0.34285714285714286 0 7
0.23333333333333334 2 7
0.3125 5 7
0.23076923076923078 7 7
0.34782608695652173 1 7
0.0625 2 7
0.10344827586206896 3 6
0.13157894736842105 3 6
0.19047619047619047 7 6
0.2692307692307692 5 6
0.08108108108108109 1 6
0.2916666666666667 2 6
0.16666666666666666 12 6
0.05263157894736842 1 6
1.0 5 6
0.625 22 6
0.2692307692307692 3 6
0.3888888888888889 2 6
0.08333333333333333 5 6
0.35294117647058826 3 6
0.47368421052631576 0 6
0.07142857142857142 4 6
0.36 0 6
0.28 3 6
0.08571428571428572 2 6
0.18518518518518517 2 6
0.47619047619047616 0 6
0.1891891891891892 4 6
0.5555555555555556 2 6
0.5625 0 6
0.14705882352941177 5 6
0.5333333333333333 0 6
0.4090909090909091 0 6
0.4444444444444444 5 6
0.10810810810810811 2 6
0.4166666666666667 6 6
0.16216216216216217 4 6
0.14634146341463414 6 6
0.15 7 6
0.16129032258064516 5 6
0.39285714285714285 0 6
0.15384615384615385 12 6
0.06666666666666667 4 6
0.14814814814814814 7 6
0.10256410256410256 5 6
0.29411764705882354 5 6
0.2962962962962963 3 6
0.05405405405405406 3 6
0.29411764705882354 7 6
0.15151515151515152 4 6
0.75 2 6
0.10526315789473684 6 6
0.21875 3 6
0.15151515151515152 1 6
0.10256410256410256 3 6
0.3103448275862069 0 6
0.35 4 6
0.1935483870967742 6 6
0.24324324324324326 0 6
0.375 9 6
0.05714285714285714 3 6
0.3793103448275862 1 6
0.17391304347826086 5 6
0.24390243902439024 0 6
0.22727272727272727 8 6
0.1724137931034483 7 6
0.22580645161290322 2 6
0.21951219512195122 0 6
0.05555555555555555 4 6
0.375 5 6
0.09523809523809523 6 6
0.15151515151515152 6 6
0.17857142857142858 5 6
0.6 5 6
0.3684210526315789 4 6
0.17857142857142858 4 6
0.3684210526315789 3 6
0.30303030303030304 0 6
0.6 4 6
0.08823529411764706 4 6
0.275 0 6
0.375 7 6
0.21951219512195122 5 6
0.11764705882352941 7 6
0.3333333333333333 9 6
0.3 7 6
0.23076923076923078 6 6
0.06451612903225806 2 6
0.3125 16 6
0.45454545454545453 5 6
0.45454545454545453 4 6
0.20588235294117646 3 6
0.20588235294117646 1 6
0.12121212121212122 4 6
0.20512820512820512 2 6
0.23333333333333334 1 6
0.23529411764705882 6 6
0.6666666666666666 6 6
0.2222222222222222 7 6
0.09090909090909091 4 6
0.42857142857142855 12 6
0.36363636363636365 6 6
0.24 5 6
0.18181818181818182 9 6
0.0625 4 6
0.09375 5 6
0.5714285714285714 5 5
0.20689655172413793 7 5
0.16216216216216217 5 5
0.34615384615384615 2 5
0.20689655172413793 5 5
0.14705882352941177 1 5
0.38095238095238093 3 5
0.5789473684210527 0 5
0.3888888888888889 5 5
0.3181818181818182 7 5
0.3888888888888889 3 5
0.05128205128205128 1 5
0.23076923076923078 9 5
1.0 6 5
0.22857142857142856 1 5
0.21621621621621623 4 5
0.3 6 5
0.3333333333333333 11 5
0.15151515151515152 3 5
0.09523809523809523 5 5
0.17142857142857143 5 5
0.25 12 5
0.20689655172413793 4 5
0.24324324324324326 2 5
0.35294117647058826 2 5
0.05405405405405406 2 5
0.06451612903225806 4 5
0.07692307692307693 4 5
0.2972972972972973 0 5
0.7 2 5
0.23333333333333334 7 5
0.17647058823529413 8 5
0.12121212121212122 7 5
0.46153846153846156 3 5
0.19444444444444445 4 5
0.17857142857142858 6 5
0.2962962962962963 1 5
0.20588235294117646 4 5
0.5333333333333333 5 5
0.23333333333333334 5 5
0.2222222222222222 11 5
0.06896551724137931 5 5
0.5882352941176471 0 5
0.21052631578947367 7 5
0.0967741935483871 4 5
0.05555555555555555 3 5
0.22857142857142856 3 5
0.14634146341463414 1 5
0.17647058823529413 7 5
0.25 10 5
0.14634146341463414 3 5
0.2727272727272727 7 5
0.32 0 5
0.3333333333333333 12 5
0.17142857142857143 1 5
0.14285714285714285 10 5
0.25806451612903225 3 5
0.1891891891891892 5 5
0.1388888888888889 4 5
0.13333333333333333 6 5
0.10810810810810811 3 5
0.13513513513513514 4 5
0.13793103448275862 5 5
0.4482758620689655 0 5
0.30434782608695654 7 5
0.3103448275862069 9 5
0.32 17 5
0.24242424242424243 1 5
0.058823529411764705 3 5
0.08695652173913043 6 5
0.18421052631578946 1 5
0.12903225806451613 5 5
0.1 10 5
0.12121212121212122 1 5
0.11538461538461539 6 5
0.2571428571428571 17 5
1.5 3 5
0.11538461538461539 5 5
0.3157894736842105 4 5
0.058823529411764705 4 5
0.1794871794871795 5 5
0.05 3 5
0.15384615384615385 10 5
0.1794871794871795 1 5
0.08571428571428572 4 5
0.13636363636363635 5 5
0.625 1 5
0.36 1 5
0.05 2 5
0.6666666666666666 5 5
0.6363636363636364 0 5
0.2571428571428571 1 5
0.2682926829268293 0 5
0.25925925925925924 1 5
0.13043478260869565 7 5
0.2222222222222222 8 5
0.35 2 5
0.26666666666666666 7 5
0.20512820512820512 1 5
0.10256410256410256 2 5
0.10256410256410256 1 5
0.1951219512195122 0 5
0.35714285714285715 4 5
0.2692307692307692 1 5
0.3181818181818182 2 5
0.35294117647058826 5 5
0.19230769230769232 4 5
0.3076923076923077 10 5
0.23809523809523808 7 5
0.04878048780487805 4 5
0.2777777777777778 5 5
0.15625 4 5
0.19230769230769232 5 5
0.13157894736842105 2 5
0.07407407407407407 3 5
0.13157894736842105 1 5
0.1935483870967742 3 5
0.22580645161290322 3 4
0.2903225806451613 1 4
0.14285714285714285 11 4
0.05405405405405406 5 4
0.05128205128205128 3 4
0.05128205128205128 2 4
0.14285714285714285 14 4
0.1724137931034483 6 4
0.32 3 4
0.17857142857142858 8 4
0.3157894736842105 6 4
0.1111111111111111 8 4
0.28 6 4
0.18518518518518517 4 4
0.16129032258064516 2 4
0.17142857142857143 6 4
0.625 3 4
0.17142857142857143 7 4
0.17142857142857143 2 4
0.38095238095238093 13 4
0.3333333333333333 15 4
0.4230769230769231 0 4
0.1875 7 4
0.06060606060606061 4 4
0.11428571428571428 3 4
0.3888888888888889 4 4
0.5 18 4
0.22580645161290322 4 4
0.0975609756097561 1 4
0.2619047619047619 2 4
0.05405405405405406 6 4
0.17073170731707318 2 4
0.17073170731707318 3 4
0.38461538461538464 8 4
0.38461538461538464 7 4
0.2857142857142857 11 4
0.0975609756097561 3 4
0.2894736842105263 0 4
0.07317073170731707 4 4
0.8571428571428571 4 4
0.18181818181818182 8 4
0.30303030303030304 2 4
0.30434782608695654 5 4
0.391304347826087 6 4
0.2903225806451613 3 4
0.2413793103448276 5 4
0.5294117647058824 5 4
0.05405405405405406 4 4
0.18181818181818182 12 4
0.3225806451612903 1 4
0.5555555555555556 7 4
0.11764705882352941 8 4
0.28125 1 4
0.7222222222222222 56 4
0.4782608695652174 1 4
0.42857142857142855 8 4
0.09090909090909091 7 4
0.30434782608695654 4 4
0.42857142857142855 5 4
0.13636363636363635 6 4
0.24242424242424243 2 4
0.10810810810810811 7 4
0.1891891891891892 1 4
0.47368421052631576 4 4
0.5333333333333333 1 4
0.12 5 4
0.4375 3 4
0.4375 4 4
0.3076923076923077 9 4
0.75 27 4
0.3181818181818182 4 4
0.23809523809523808 9 4
0.08108108108108109 3 4
0.15625 9 4
0.32 2 4
0.18518518518518517 5 4
0.09090909090909091 6 4
0.07894736842105263 2 4
0.21621621621621623 1 4
0.6666666666666666 14 4
0.19444444444444445 5 4
0.32 1 4
0.3170731707317073 0 4
0.2 10 4
0.3125 6 4
0.45 0 4
0.2 14 4
0.05263157894736842 7 4
0.15384615384615385 8 4
0.23529411764705882 8 4
0.20512820512820512 7 4
0.8333333333333334 1 4
0.06666666666666667 6 4
0.4074074074074074 0 4
0.8333333333333334 2 4
0.12121212121212122 2 4
0.2916666666666667 4 4
0.125 9 4
0.2926829268292683 4 4
0.34146341463414637 0 4
0.075 4 4
0.3 8 4
0.8 3 4
0.2916666666666667 3 4
0.20833333333333334 8 4
0.27586206896551724 2 4
0.20833333333333334 9 4
0.35 5 4
0.19444444444444445 2 4
0.4444444444444444 6 4
0.06451612903225806 6 4
0.13043478260869565 8 4
0.34210526315789475 0 4
0.12195121951219512 3 4
0.08 5 4
0.125 8 4
0.047619047619047616 3 4
0.15625 3 4
0.23684210526315788 4 4
0.3888888888888889 6 4
0.42105263157894735 1 4
0.21951219512195122 3 4
0.1388888888888889 3 4
0.16216216216216217 2 4
0.5625 5 4
0.1 5 4
0.391304347826087 1 4
0.21621621621621623 3 4
0.14705882352941177 7 4
0.09375 6 4
0.1388888888888889 2 4
0.42105263157894735 2 4
0.2631578947368421 10 4
0.5833333333333334 20 4
0.4666666666666667 1 4
0.17647058823529413 6 4
0.2631578947368421 5 4
0.14705882352941177 4 4
0.35294117647058826 4 4
0.07894736842105263 1 4
0.2727272727272727 9 4
0.3181818181818182 3 4
0.2727272727272727 10 4
0.45454545454545453 6 4
0.1951219512195122 5 4
0.1951219512195122 6 4
0.3103448275862069 4 4
0.3125 11 4
0.1282051282051282 3 4
0.20588235294117646 7 4
0.16666666666666666 10 4
0.27586206896551724 7 4
0.23333333333333334 3 4
0.07894736842105263 3 4
0.36666666666666664 1 3
0.18421052631578946 2 3
0.14634146341463414 8 3
0.6 9 3
0.18181818181818182 18 3
0.0975609756097561 5 3
0.1388888888888889 6 3
0.36363636363636365 8 3
0.16666666666666666 14 3
0.6 6 3
0.08823529411764706 5 3
0.1388888888888889 5 3
0.17073170731707318 1 3
0.13333333333333333 8 3
0.36666666666666664 3 3
0.5 9 3
0.08823529411764706 6 3
0.1794871794871795 4 3
0.07894736842105263 4 3
0.11904761904761904 5 3
0.3235294117647059 2 3
0.32432432432432434 5 3
0.40540540540540543 8 3
0.10526315789473684 9 3
0.4473684210526316 15 3
0.3684210526315789 2 3
0.07317073170731707 1 3
0.1794871794871795 3 3
0.11428571428571428 6 3
0.5714285714285714 6 3
0.14285714285714285 9 3
0.13513513513513514 7 3
0.07317073170731707 3 3
0.35294117647058826 6 3
0.35294117647058826 7 3
0.5294117647058824 0 3
0.19230769230769232 6 3
0.14705882352941177 6 3
0.391304347826087 3 3
0.43478260869565216 2 3
0.18421052631578946 11 3
0.13793103448275862 9 3
0.3611111111111111 0 3
0.5 11 3
0.0967741935483871 6 3
0.5909090909090909 1 3
0.5 22 3
0.09090909090909091 15 3
0.175 12 3
0.38461538461538464 11 3
0.175 5 3
0.4166666666666667 5 3
0.38461538461538464 9 3
0.17142857142857143 3 3
