count robl hse
34 0.1470147501113849 41488
34 0.2441264151609921 32317
34 0.1700387242419632 37454
34 0.2738601282288204 34619
34 0.1561012100625414 44373
33 0.6666666666666666 5686
33 0.3300121860489292 28004
33 0.43964755950689455 23395
33 0.21365552748316832 37422
33 0.08141757171116555 36982
33 0.027914037977621875 37712
32 0.08431340222841434 39423
32 0.4436418071740645 15595
32 0.14423352125782182 47269
32 0.13389469846058422 44368
32 0.42221238191632926 14705
32 0.4166666666666667 4041
32 0.07205684209297218 44923
31 0.1726584229490851 40283
31 0.2897054372566288 30876
31 0.178340010242744 43065
31 0.7988223246287763 4771
31 0.7142857142857143 4588
31 0.6251691856530567 5311
31 0.03530469803797695 34027
31 0.38880964464369433 22110
30 0.0 60374
30 0.05190737507323136 38690
30 0.3442867949722166 35684
30 0.04964773240054521 44255
30 0.26165090192401064 31566
30 0.1997273072245799 48632
30 0.0008333333333333334 79536
29 0.3534762170250799 27863
29 0.17021129253453574 31974
29 0.028635217091645918 51001
29 0.20397468655040488 33247
29 0.41244083840432727 1830
29 0.2733927734745214 26366
29 0.20793651673102223 43252
28 0.20530427415340635 35176
28 0.0 62524
28 0.264720383140851 39884
28 0.4025351247218255 13766
27 0.08129537632174945 56219
27 0.23640565294456617 34486
27 0.031437044973262544 3444
27 0.5556069958847737 6609
27 0.18924383012253151 53885
27 1.5 574
26 0.22056368053156505 52410
26 0.6254370629370629 2620
26 0.3139157706188839 35409
26 0.40231375378434203 19183
26 0.23446798424907478 38983
26 0.0 73061
26 0.4685817245940257 13416
26 0.1883974976937299 32629
26 0.24456428027214433 41644
25 0.1054826058354012 50396
25 0.3239396841335872 38934
25 0.11060263665188985 61984
25 0.7507692307692309 4754
25 0.05632034679076013 54434
25 0.04125781501009497 39310
25 0.193673324087275 40516
24 0.208471309844148 31789
24 0.5478454415954416 10410
24 0.12139483796563111 47153
24 0.4150383584360435 22526
24 0.2645539933051648 43849
24 0.17856106654920545 49522
23 0.36669065064946066 22418
23 0.0 87598
23 0.20765389393122738 39203
23 0.6004026096097708 9284
23 0.8320158102766798 3262
23 0.40095283850426744 25986
23 0.5401272214571446 5342
23 0.23036140355321075 36459
23 0.2863294049910881 40781
22 0.4650253273038672 19102
22 0.5710892844760121 9995
22 0.22838804448849162 44827
22 0.0 67615
22 0.1783160584369131 56107
