count robl rocl
260 0.1106862762207994 0
258 0.028203958213625972 0
257 0.0 0
241 0.05316575898502957 0
233 0.060495934322252136 0
233 0.30745060465962765 0
220 0.40002448492513043 0
215 0.01750632651823368 0
212 0.31554605003897895 0
200 0.07730041801780123 0
200 0.0 0
199 0.2502087550226097 0
196 0.35576121162291113 0
195 0.18135626488009013 0
195 0.4445126759056661 0
194 1.0 0
193 0.1337915959260657 0
193 0.16746996916256232 0
193 0.045331192010136544 0
192 0.1667366116849023 0
190 0.22212951244180096 0
190 0.20017913675354254 0
189 0.600188527402698 0
188 0.03703375748059925 0
186 0.08384304405337029 0
186 0.28581348084672475 0
182 0.38515532280289233 0
173 0.3333333333333333 0
173 0.41573907281713574 0
171 0.1544496572095985 0
166 0.09140165560658912 0
166 0.0 0
165 0.0 3
160 0.10022190088560454 0
160 0.06526299806600197 0
160 0.1546918816074512 0
159 0.07160520879237904 0
157 0.3334693043088845 0
155 0.04195430000590497 0
151 0.11119266825477261 0
150 0.029449442373072697 0
147 0.11777955561169214 0
146 0.27808745028728765 0
146 0.0 0
143 0.21416365044553493 0
142 0.06676428615604582 0
139 0.06662423689921396 0
139 0.3471351526068374 0
138 0.2935024519883819 0
138 0.00016919011929703308 0
134 0.12515675303222296 0
134 0.07917347330582927 0
133 0.1251982891320469 0
132 0.21420114042379537 0
131 0.151506401895651 0
131 0.11757640825293501 0
131 0.12530338599019508 0
130 0.1117248945898717 0
130 0.7504733273343696 0
129 0.2592863600136539 0
128 0.07152753301070107 0
128 0.1426772435845113 0
128 0.1584618786279238 0
128 0.10318342474000865 0
126 0.13359132585779288 0
123 0.222456726921831 0
122 0.11147137557063015 0
122 0.08386127597166251 0
120 0.14284026607586175 0
120 0.18650982182845383 0
119 0.10007121064622364 0
119 0.0568572406475161 0
119 0.008973500643962374 0
119 2.0 0
118 0.3001583393522801 0
118 0.18185171313492732 0
117 0.050075198717773925 0
117 0.03394803282142535 0
114 0.10523013353879583 0
114 0.0 0
113 0.17666908552629962 0
113 0.17635430790532095 0
113 0.20088569239619725 0
111 0.2002182132845366 0
111 0.21021524836283878 0
111 0.0 0
110 0.09094295586753051 0
110 0.1111686943346354 0
109 0.0 0
109 0.05755686160235689 0
109 0.18876613254408725 0
106 0.1620494766277118 0
106 0.16613516505025527 0
106 0.12402097196646425 0
106 0.12769163334167694 0
103 0.12122014783810468 0
103 0.1587820186580205 0
102 0.21077479737547747 0
102 0.27284832916202434 0
100 0.20115629868186027 0
100 0.06697763652532826 0
100 0.0 0
100 0.16828680389791553 0
99 0.1434680036298393 0
98 0.2504385107248833 0
97 0.09946748738959568 0
97 0.09143384805375096 0
96 0.0 0
95 0.25054494633442004 0
94 0.0 0
93 0.4003407814738799 0
93 0.07780103799512475 0
93 0.2857919089550525 0
93 0.20219317772231957 0
93 0.16328455283379065 0
92 0.13302363713207352 0
90 0.07916809436822894 0
89 0.47077327529216784 0
88 0.0 0
87 0.020216325788158056 0
86 0.33313164532824596 0
86 0.06226318396666251 0
85 0.10069986020023204 0
85 0.2507710260050215 0
84 0.15001304300491664 0
84 0.06790003878994647 0
83 0.18213576163108897 0
83 0.1767160970869198 0
83 0.22053068383120253 0
83 0.23395926572688738 0
82 0.23375132169677978 0
82 0.1073105980460595 0
82 0.13698493542568235 0
82 0.12022725514856296 0
81 0.0 4
81 0.230617960002941 0
80 0.26197005093919684 0
80 0.1737008224294133 0
80 0.13584976030349777 0
80 0.14532795424319508 0
80 0.5714285714285714 0
79 0.1835072383016858 0
79 0.3148960928125593 0
78 0.49984365228267663 0
78 0.09669367877198816 0
78 0.37504619075131895 0
77 0.23582473306267676 0
77 0.09009928150548155 0
76 0.20032768323178196 0
76 0.19190006242813737 0
76 0.08193744154118698 0
75 0.02660585625333513 0
75 0.19023983949261553 0
75 0.05454725036625247 0
75 0.3331205197132617 0
74 0.043340808119137375 0
74 0.10153614981614777 0
74 0.1390401074921824 0
74 0.2999511220203008 0
74 0.26153176125012073 0
73 0.0 0
73 0.30746748468161783 0
73 0.6669688423314531 0
73 0.4275366856244592 0
73 0.213583970840747 0
72 0.2721255326485521 0
72 0.15368273685564074 0
71 0.1136779671930166 0
71 0.1672576159951824 0
71 0.26521072736576157 0
71 0.07459403609820857 0
70 0.04732961350748081 0
70 0.028835141480108677 0
70 0.19570979585830423 0
70 0.3004763038376001 0
70 0.15326366173361788 0
69 0.24968455745704107 0
69 0.33259507144195233 0
68 0.09056387620421469 0
68 0.12901356544065315 0
68 0.17564856298596063 0
67 0.1436206652747091 0
67 0.25101653756833237 0
67 0.08630958195144409 0
67 0.1542886585076496 0
67 0.2263655736963695 0
67 0.2732165511153792 0
67 0.20887289388326905 0
66 0.1892786112174005 0
66 0.27473796609943224 0
66 0.22263872733149473 0
66 0.06069679402107405 0
66 0.2668020236801997 0
65 0.2301434229497727 0
65 0.2372974747105257 0
65 0.04998014350543659 0
65 0.28355836845053073 0
65 0.01877860260829028 0
64 0.4544063554032879 0
64 0.1898580983560242 0
64 0.13665512901737029 0
64 0.21683950183395842 0
64 0.05421359430260617 0
64 0.08229610734606667 0
64 0.5 1
63 0.18537551137984537 0
63 0.13733909194749147 0
63 0.00078064012490242 1
63 0.4369484702093398 0
63 0.048238156080942445 0
62 0.13449842805545606 0
62 0.250298863562656 0
62 0.2012857525683227 0
61 0.14224231561554396 0
61 0.33374902575119547 0
60 0.33258208228919134 0
59 0.2977340526887538 0
59 0.2765323711995658 0
59 0.7993509550712942 0
58 0.0 0
58 0.307322466087911 0
58 0.3032819202923719 0
58 0.037674138227743154 0
57 0.17556752395805292 0
56 0.07325933769499314 0
56 0.2289308512158152 0
55 0.12414417175366319 0
55 0.23984081042014854 0
55 0.37509921963268816 0
55 0.0 0
54 0.26382567626149195 0
54 0.364821261483194 0
54 0.06782396496264774 0
53 0.036456453714270955 0
53 0.06649402264965347 0
53 0.0 1
52 0.017116928984744467 0
52 0.19916966973863143 0
52 0.3983116916152631 0
52 0.37501904591882307 0
51 0.29557744561688887 0
51 0.2488036786277468 0
51 0.2501355691107587 0
51 0.3134537613932121 0
51 0.15417619221474407 0
50 0.08029908324134556 0
50 0.14832289565769544 0
50 0.11219808797046328 0
50 0.1674419959184685 0
50 0.22499196516570624 0
50 0.09163980429426044 0
50 0.6662745098039216 0
49 0.17634408467563054 0
49 0.4441525546388768 0
49 0.027348164934676688 0
49 0.03706031972253793 0
48 0.2783986046348832 0
48 0.35369982532862493 0
48 0.4618525254263934 0
48 0.250439327676328 0
48 0.07312850024945305 0
48 0.2030566418742876 0
47 0.08357546579371837 0
47 0.2836772913719426 0
47 0.23476560006055608 0
47 0.03570686166702731 0
46 0.376372463905213 0
46 0.22612511528941456 0
46 0.11068850253934459 0
46 0.14236828027746418 0
46 0.18997103892765493 0
46 0.31547467703074106 1
46 0.1669545869618775 0
45 0.3102244130602724 0
45 0.1480796954667312 0
44 0.160598977515087 0
44 0.2387145309656275 0
44 0.1810025347295824 0
44 0.22199847310571982 0
43 0.4161618688402474 0
43 0.0217195921649261 0
43 0.3338327479597172 0
42 0.21773254120727567 0
42 0.2398448034435939 0
42 0.28552556506473553 0
42 0.2636712192047345 0
42 0.1498578523354521 0
41 0.5 0
41 0.12629955231635778 0
41 0.0 0
41 0.43032125971861973 0
41 0.04428630760537771 0
41 0.25061536841127424 0
40 0.05906201131759883 0
40 0.4059793032167215 0
40 0.2521427278876302 0
40 0.10194415232342749 0
40 0.30220132008255407 0
39 0.08405394306850689 0
39 0.2936497320666568 0
39 0.49944258639910816 0
39 0.5566239316239316 0
39 0.4292073667073667 1
39 0.283705858824673 0
38 0.16656373677862946 0
38 0.13236340833388022 0
38 0.18169909896150113 0
38 0.38494072471456225 0
38 0.2318936019320347 0
37 0.06582477590260798 0
37 0.1429647985821512 0
37 0.12772937729375602 0
37 0.23714478024822852 1
37 0.3706231535178903 0
37 0.29327208646712544 0
37 0.0 1
37 0.571955071955072 0
37 0.28943020978618705 0
37 0.2721202120311432 0
37 0.0 2
36 0.058805430407689735 0
36 0.07416055244599305 0
36 0.75 3
36 0.2004844987927695 0
36 0.3606899471790625 0
36 0.3473920531540535 0
36 0.0382520617455778 0
36 0.36071930534431357 0
35 0.2517365689774974 0
35 0.049622386611539844 0
35 0.3539214521437907 0
35 0.1263030786025995 0
35 0.6264661528947244 0
35 0.06121558057722122 0
35 0.15400370854322998 0
35 0.4320296039364362 0
35 0.238117892500143 0
35 0.27549364257005454 0
35 0.1898853073580179 0
34 0.31709933633270887 0
34 1.0 3
34 0.2076986047509159 0
34 0.14763083867104615 0
34 0.4575038852418883 0
34 0.38215823676181726 0
33 0.048366279843769976 0
33 0.5 0
33 0.42813717326595263 0
33 0.37837484153273626 0
33 0.36827865117338804 1
32 0.26306340622196667 0
32 0.034833003494271986 0
32 0.3566330004253598 0
32 0.27547171527880565 0
32 0.11723602246022966 0
32 0.38268708058082496 0
32 0.3844775722279254 0
31 0.0 5
31 0.11298974599464397 0
31 0.29354507995316675 0
31 0.5 0
31 0.3847964245967306 0
30 0.27241823432992657 0
30 0.2124801656094562 0
30 0.18098474435971473 0
30 0.19960486421163404 0
30 0.31300213609254357 0
30 0.16777777777777778 1
30 0.022112641629525736 0
30 0.24163917783801417 0
30 0.29020266853639715 0
29 0.5722009765793794 0
29 0.15657063193778034 0
29 0.25647173460212314 0
29 0.03261218542744137 0
29 0.32435114348727806 0
28 0.5 0
28 0.30346040392685036 0
28 0.7692307692307693 1
28 0.7109191403834261 0
28 0.3912015744861283 0
28 0.335301533332125 0
28 0.3145577268784006 0
27 0.5320681948188285 0
27 0.020252074940251365 0
27 0.16622164952867247 0
27 0.375 1
27 0.2846216570718667 0
27 0.12525623815027645 0
27 0.3554932076390702 0
27 0.3594871486001836 0
27 0.545269116283609 0
27 0.42696809363476024 0
26 0.31541915628868966 0
26 0.0 0
26 0.1479179666085075 0
26 0.4985007496251874 0
26 0.11558078049858843 0
26 0.4074074074074074 1
26 0.39867734075878875 0
26 1.0 3
25 0.2495641456582633 0
25 0.2256529473064516 0
25 0.2198503613703506 0
25 0.132324851373987 0
25 0.5006060606060606 0
25 0.5995294117647059 0
25 0.33333333333333326 0
24 0.0 6
24 0.3493069517913663 0
24 0.02334864464382642 0
24 0.39996586027651376 0
24 0.5401922914790561 0
24 0.0 0
24 0.249696808322641 0
24 0.05444283307693418 0
23 0.22383112059318716 0
23 0.3637204050137725 0
23 0.09989269896982834 0
23 0.23018165263519402 0
23 0.15283166607724624 0
23 0.31818009544492437 0
23 1.0 1
23 1.0 2
23 0.16886468942555385 0
23 0.35419869116337077 0
23 0.05473123401531107 0
22 0.8577672327672328 0
22 0.14130742445959837 0
22 0.4309080970980284 0
22 0.5 0
22 0.3983845053172784 0
22 0.35793444523391044 0
22 0.40216484568986766 0
21 0.041563202861374306 0
21 0.4150962097745308 0
21 0.36095557284497376 0
21 0.10068176579889096 0
21 0.26664483917456905 0
20 0.14668684678341848 0
20 0.583679329321681 0
20 0.28052044070975457 0
20 0.24802842828746444 0
20 0.39946441155743484 0
20 0.33084644208523684 0
20 0.3000603572384409 0
20 0.07498194351124268 0
19 0.1794788645643404 0
19 0.0 0
19 0.16557009472521936 0
19 0.07337609517532301 0
19 0.3326936945098893 0
19 0.44387958532695376 0
19 0.49909255898366606 0
19 0.03272155672836569 0
19 0.35194211994033586 0
18 0.04090660448863477 0
18 0.3317587886765969 0
18 1.0 0
18 0.8571428571428571 3
18 0.07403971689685976 0
18 0.0 1
18 0.2 0
18 0.4310773077177406 0
18 0.2357624518768912 0
18 0.4718177724985853 0
18 0.0 0
18 0.6 0
17 0.09142988003282121 0
17 0.5739750445632799 0
17 0.44740168954344095 0
17 0.267304193859077 0
17 0.10601752256600952 0
17 0.46304463459808565 0
17 0.41637101050964725 0
17 0.3037224934590917 0
16 0.07283304075583487 0
16 0.8323863636363636 0
16 0.30909551233998384 0
16 0.4645769591887798 0
16 0.12285743623141923 0
16 0.36982606570466114 0
16 0.037165580302169175 0
16 0.13794191551534155 0
16 0.3333333333333333 1
16 0.600445989876137 0
16 0.08871891797243746 0
16 0.21115990759166495 0
16 0.371669481189605 0
16 0.06247273683627866 0
16 0.0 10
15 0.1895948509071955 0
15 0.7964814814814816 0
15 0.4488552188552188 0
15 0.3748062015503876 0
15 0.19736744343127324 0
15 0.5541414141414142 0
15 0.5516782476782477 0
15 0.45276700384425406 0
15 0.1748443648412277 0
15 0.5572407407407407 0
14 0.16666666666666666 1
14 0.502470227260908 0
14 0.08283387155480179 0
14 0.1754514344922922 0
14 0.1114399829532043 0
14 0.1175064711199165 0
14 0.4123258869946401 0
14 0.5 1
14 0.5 0
14 0.18531105336959258 0
14 0.4576631701631702 0
13 0.6665078987060411 0
13 0.5981351981351981 0
13 0.11275622678686625 0
13 0.0599257028555671 0
13 0.45362329977714594 0
13 0.7504189710072063 0
13 0.3333333333333333 0
13 0.2221848828125284 0
13 0.6183431952662721 0
13 0.0 1
13 0.28561089920709914 0
13 0.32856270963396084 0
13 0.3371813725490196 0
13 0.059831366189182375 0
12 0.6999999999999998 3
12 0.4723671924910315 0
12 0.1353174603174603 0
12 0.7516025641025642 0
12 0.07870842718811827 0
12 0.2786535123491645 0
12 0.2926268183812543 0
12 0.12873673717728826 0
12 0.5511782636782637 0
12 0.4680402444182899 0
12 0.7111555111555111 0
12 0.23493663199545553 0
11 0.16681445413917864 0
11 0.0 7
11 0.5 0
11 0.75 1
11 0.45145679816526213 0
11 0.4057527143088641 0
11 0.4176499220827958 0
11 0.3069719074029419 0
11 0.27099117386198723 0
11 0.5390881798565446 0
11 0.17031275320045372 0
11 0.235456718747189 0
10 0.6666666666666666 1
10 0.31160588589565263 0
10 0.20365079365079364 1
10 0.0 1
10 0.11805555555555555 0
10 0.44443290043290046 0
10 0.5749923195084485 2
10 0.4694698824525675 0
10 0.3333333333333333 0
10 0.44405228758169935 1
10 1.0 0
10 0.31298738911690716 0
10 0.040175315740331216 0
10 0.1046218487394958 0
9 0.0 2
9 1.3326719576719577 0
9 0.20266754850088184 1
9 0.08358024691358025 0
9 0.5667789001122334 0
9 0.7126984126984127 0
9 0.5024154589371981 1
9 0.33494363929146537 0
9 0.47899473723750435 0
9 0.5703650050578754 0
9 0.7534595034595034 0
9 0.24814814814814815 1
9 0.6960470085470085 0
9 1.0 3
9 0.1805025040319158 0
9 1.5 0
9 0.905113405113405 0
9 0.39876543209876547 0
8 0.28804347826086957 1
8 0.7325757575757575 0
8 0.8 0
8 0.08503787878787879 0
8 0.6260408998895841 0
8 1.5 0
8 0.6642156862745098 0
8 0.5 0
8 0.39761904761904765 1
8 0.5273654084059253 0
8 0.7159090909090909 0
8 0.17224361749606482 0
8 0.4464263167388167 0
8 1.0 4
8 0.27647463002114164 0
8 0.5454545454545454 0
8 0.0 0
8 0.15315934065934064 1
8 0.5708791208791208 0
8 0.3573290883952649 0
8 0.22011920827710302 0
8 0.6102706299911269 1
8 0.3542177297340341 0
8 0.622864831424614 0
7 0.5330634278002699 0
7 0.0 1
7 0.307659151193634 0
7 0.5593961352657005 0
7 0.5258370218160999 0
7 0.6004122861265718 0
7 0.10186202686202686 1
7 0.3333333333333333 1
7 0.0 3
7 0.027153751192494597 0
7 0.0 8
7 0.44091382530023504 0
7 0.4007936507936508 1
7 0.5466818895390324 0
7 0.7100340136054422 0
7 0.4491161616161616 0
7 0.3736292539428428 0
6 0.3980311355311355 1
6 0.289969749655348 0
6 0.13882522706052117 0
6 0.6666666666666666 1
6 0.0 1
6 0.6695906432748537 0
6 0.0 1
6 1.0 0
6 0.08381631066073729 0
6 0.7396464646464646 0
6 0.045114522417153996 0
6 0.5811076604554866 0
6 0.5952614379084967 0
6 0.6124999999999999 0
6 0.3298611111111111 1
6 0.625 2
6 0.6259018759018758 0
6 0.20364185858040118 0
6 0.006944444444444444 1
6 0.20000000000000004 1
6 0.2467948717948718 1
6 0.2837255337255337 1
6 0.25 1
6 0.75 1
6 0.13417277167277167 1
6 0.1082509303561935 0
5 0.6426676852559206 0
5 0.0 9
5 0.19450980392156864 1
5 0.5 2
5 0.8224439775910364 0
5 1.0 5
5 0.8328671328671329 0
5 0.5492929292929294 0
5 0.5 3
5 0.7206349206349206 3
5 1.5 1
5 0.14285714285714285 1
5 0.5 2
5 0.6325454545454545 0
5 0.31043956043956045 0
5 0.2734107997265892 0
5 3.0 2
5 0.6666666666666666 0
4 0.4880952380952381 0
4 0.07098214285714285 1
4 0.09724025974025974 1
4 0.05848214285714286 0
4 0.0 1
4 0.5230893977024008 0
4 0.8 0
4 0.23557692307692307 0
4 2.0 1
4 0.8571428571428571 0
4 0.3798076923076923 0
4 0.25 0
4 0.18502673796791444 1
4 0.17045454545454544 1
4 0.0 1
4 0.375 1
4 0.5958333333333333 0
4 0.13167478760619689 1
4 0.49264705882352944 1
4 0.22498274672187715 0
4 0.38343253968253965 0
4 0.8784722222222222 0
4 0.7557539682539682 0
4 0.3333333333333333 1
4 0.865079365079365 0
4 0.18675316307403936 0
4 0.75 2
3 2.0 4
3 1.0 1
3 0.7380952380952381 1
3 0.25 1
3 0.6157407407407408 1
3 1.0 0
3 0.23650345260514752 1
3 0.7067226890756303 0
3 1.0 2
3 0.5 1
3 1.0 1
3 1.0 0
3 0.2904761904761905 1
3 0.0 1
3 1.0 1
3 1.6666666666666667 1
3 0.20000000000000004 2
3 0.12605042016806722 0
3 0.4071428571428572 0
3 0.6204545454545455 1
3 0.0 2
3 0.8333333333333334 0
3 0.5 2
3 0.5333333333333333 0
3 3.0 0
3 0.3263888888888889 2
3 0.750515995872033 0
3 0.6666666666666666 2
3 0.5390749601275916 1
3 0.31309041835357626 0
3 0.0 12
3 0.8709677419354839 2
3 0.42296918767507 1
3 0.1074074074074074 1
3 4.0 0
3 0.6666666666666666 0
3 0.037652057505383855 1
3 0.706959706959707 1
3 0.0 2
3 0.6 1
3 1.125 0
2 0.42857142857142855 2
2 1.3333333333333333 3
2 0.14285714285714285 1
2 0.6666666666666666 1
2 1.25 0
2 0.13142857142857142 1
2 1.2 1
2 0.2928571428571428 1
2 0.7321428571428572 1
2 0.6666666666666666 1
2 0.9285714285714286 3
2 0.5714285714285714 1
2 0.8333333333333334 0
2 0.6168478260869565 1
2 0.035897435897435895 0
2 0.430952380952381 0
2 0.4 1
2 0.18333333333333335 2
2 0.3484848484848485 1
2 0.3333333333333333 2
2 0.8571428571428571 0
2 0.0 4
2 0.8571428571428571 3
2 0.0 2
2 0.6396103896103896 0
2 0.8333333333333334 0
2 0.5903225806451613 2
2 0.2594670406732118 1
2 1.0 18
2 1.5 1
2 0.8166666666666667 1
2 0.0 2
2 0.5 2
2 0.8452380952380952 0
2 1.6666666666666667 4
2 0.8571428571428571 0
2 0.5669642857142857 1
2 1.0 0
2 0.0 1
2 0.788888888888889 3
2 0.6076923076923078 2
2 0.0 14
2 1.5 2
2 0.0 13
2 0.5 6
2 0.1125 2
2 0.8090909090909091 0
2 0.4 2
2 0.6666666666666666 2
2 1.4 0
2 0.75 2
2 0.1 1
2 0.8 1
2 0.4083333333333333 1
2 0.775 2
2 0.16025641025641024 2
2 1.0 8
1 0.2962962962962963 1
1 0.25 1
1 5.0 3
1 0.5 1
1 7.0 16
1 0.0 23
1 0.9090909090909091 0
1 1.5 10
1 0.9354838709677419 2
1 2.0 15
1 0.8 0
1 0.75 1
1 11.0 14
1 0.23529411764705882 1
1 3.0 13
1 1.0 6
1 2.0 18
1 0.4 1
1 0.15384615384615385 2
1 7.0 7
1 0.2 2
1 1.0 21
1 0.46153846153846156 2
1 0.9090909090909091 1
1 1.5 3
1 0.3333333333333333 3
1 0.35294117647058826 1
1 0.2 3
1 1.6666666666666667 1
1 0.09090909090909091 1
1 0.24242424242424243 4
1 0.8333333333333334 4
1 0.8461538461538461 5
1 0.75 2
1 0.7333333333333333 3
1 0.375 1
1 0.4 2
1 1.8888888888888888 0
1 2.0 3
1 1.0 1
1 1.75 0
1 1.5 2
1 0.14285714285714285 1
1 1.25 2
1 1.25 0
1 1.1666666666666667 0
1 0.0 5
1 1.0 7
1 0.625 3
1 1.5714285714285714 1
1 1.3333333333333333 1
1 0.5 3
1 0.0 3
1 0.25 6
1 0.16666666666666666 3
1 0.625 1
1 0.75 4
1 0.0 4
1 1.4285714285714286 3
1 0.5 1
1 1.3333333333333333 0
1 0.42857142857142855 3
1 1.5 2
1 0.9 2
1 0.29411764705882354 2
1 0.14285714285714285 4
1 1.0909090909090908 0
1 0.125 2
1 0.8571428571428571 1
1 1.0 2
1 1.25 1
1 0.0 17
1 1.0 7
1 0.0 2
1 2.5 1
1 1.2 0
1 0.7 1
1 0.4 2
1 2.0 3
1 0.4166666666666667 11
1 0.75 1
1 1.0 15
1 3.0 4
1 0.6666666666666666 0
1 2.0 6
1 0.5 2
1 5.333333333333333 1
1 0.25 2
1 1.0769230769230769 0
1 0.0 21
1 2.5 9
1 0.07142857142857142 1
1 1.5 0
1 0.3157894736842105 2
1 2.0 14
1 3.0 3
1 1.1428571428571428 0
1 2.5 0
1 0.06666666666666667 1
1 0.8571428571428571 4
1 0.9411764705882353 3
1 0.15 2
1 0.8333333333333334 2
1 1.6666666666666667 3
1 0.25 5
1 0.3 14
1 0.5 3
1 0.6666666666666666 5
1 0.3333333333333333 9
1 0.8888888888888888 1
1 0.4666666666666667 2
1 0.0 4
1 2.5 3
1 0.5833333333333334 1
1 1.25 0
1 1.0 11
1 0.1111111111111111 2
1 0.6666666666666666 3
1 0.3333333333333333 4
1 0.75 2
