count robl hsd
150 0.36823515297911585 9
150 0.22333511606461087 8
150 0.2197679374695616 10
150 0.25676852213702756 15
149 0.14347652099329952 6
148 0.14455951909414294 15
148 0.30296706744231816 12
148 0.23539057838580582 14
147 0.28427886306037564 7
147 0.19151542587829762 18
147 0.39867639363437685 5
147 0.11168991851126528 15
147 0.24885393973589964 14
146 0.49965667593641644 8
145 0.27060935449298434 11
145 0.1683621651764356 17
145 0.03436216515439108 13
145 0.24931320761995016 18
144 0.03156905907190833 17
144 0.272003690930083 9
143 0.3607301899550948 11
143 0.20009706625465473 14
143 0.28825275380995874 6
143 0.09715946938080053 18
143 0.11245612902872602 17
143 0.2859277864348858 10
142 0.16935480477754244 16
142 0.1272219460200988 14
142 0.30497077788512683 13
141 0.15412713822232513 11
141 0.034888054059674975 18
141 0.154518823407894 12
141 0.030193221271776857 14
141 0.16153325345933545 17
138 0.22236593003719268 18
138 0.28837979596025204 11
137 0.40012165450121656 7
137 0.5004055150040552 4
136 0.3997918860638885 10
136 0.09633294752673087 17
136 0.0547500870963374 20
136 0.499490013396663 11
135 0.19106093895740583 16
135 0.09599065470313112 16
134 0.18150962870000054 15
133 0.15426477838873962 11
133 0.08881873321796041 15
132 0.1493888939337516 18
132 0.20235690235690237 5
132 0.21676749930027053 14
131 0.081710971201384 18
131 0.22194179536940997 15
131 0.12159944580689977 6
130 0.06718560601090717 17
130 0.25088557291582725 17
130 0.050590815868268836 19
130 0.10950209277342479 18
128 0.1409837378464979 19
128 0.045975107579403866 14
127 0.2815103762008086 14
127 0.23275983159738703 15
127 0.04921478650867204 17
127 0.24608681360553505 16
126 0.3013927550905772 9
126 1.0 9
126 0.05083995151571588 8
125 0.20134978125612557 16
125 0.000429445215219748 27
125 0.12818421939573063 18
125 0.218037854342023 18
124 1.0 4
124 0.3333333333333333 4
124 0.046260236339653676 11
124 0.27046711367148774 10
124 0.37354612869132947 8
124 0.23250992945218818 12
123 0.5 12
123 0.03184765463475269 22
123 0.18226899037515967 7
123 0.153946716210302 8
123 0.0765947630490396 23
123 0.0010105099166941344 28
122 0.1820898417284886 8
122 0.06566808947423575 7
122 0.2862749082905727 12
122 0.07621623055414639 19
121 0.15428427886453117 10
120 0.032982604277545804 19
120 0.3015757849522488 9
120 0.2498397435897436 5
120 0.23240169628359728 11
119 0.02782790374487956 21
119 0.36972626528697555 14
119 0.11695388012039752 19
118 0.13741483698416287 20
118 0.3697879461899397 13
118 0.08277141060855137 6
118 0.2839357723773144 15
118 0.3332179212494423 14
118 0.09477996836804597 20
118 0.30469943981484215 14
118 0.0004683874312556079 27
117 0.2299135680348858 16
117 0.27155581836122383 12
117 0.18314029201341342 20
116 0.15813858346911697 20
116 0.27003270604592605 12
116 0.18224580532580495 17
114 0.0007985436442666319 32
114 0.37807812149917414 9
114 0.00155977535744177 29
113 0.11120177226071083 16
113 0.28517230251443365 13
113 0.22200464235862466 6
112 0.15529309668237312 24
112 0.04822831651407899 25
112 0.1053166054434532 22
112 0.30922809431800163 15
111 0.069207365231861 24
111 0.3997098916718939 10
111 0.26812742304318465 13
111 0.0939064365289767 22
111 0.11134664075840545 6
110 0.5002392344497608 10
110 0.18286730692437492 19
109 0.026544061969536143 20
109 0.42723444530752486 10
108 0.03486918040506396 20
108 0.1445467906288546 20
108 0.2857871252344028 12
108 1.0 7
107 0.20080556439203806 18
107 0.1708961491019226 18
106 0.6666666666666666 7
106 0.16653925061250255 5
105 0.15107031357355336 21
105 0.15535632859056836 22
105 0.2148436735173886 16
105 0.22747805927050255 17
103 0.37639944383932056 11
103 0.26789405086398516 16
103 0.11689819012828417 21
103 0.12253691527782358 23
103 1.0 7
103 0.13645483938348885 23
102 0.3013697530691248 7
102 0.36547424041104315 11
102 0.1193411278250185 20
101 0.37459206892744285 15
101 0.07561163937806971 21
100 0.3700742194338169 12
99 0.3761237336967414 10
99 0.07331169555490546 20
99 0.15439161182553368 14
97 0.2801199446171297 17
97 0.6666666666666665 6
97 0.3361517317900121 15
97 0.16366751222051856 19
96 0.0013122104622741522 31
96 0.027808709244465584 23
96 0.049290889811298345 23
95 0.21944892771448268 20
95 0.001147786800659033 30
95 0.09711010566098176 21
94 0.30432990081651834 13
94 0.20613494513958128 19
94 0.368774565145261 7
93 0.11730811721686144 20
93 0.4000070279007661 9
93 0.23481997453207293 10
93 0.3575761805010304 10
93 0.05010454357367453 22
92 0.27028929036242855 14
91 0.2774021122036179 17
91 0.11969482854982132 24
91 0.17480403778209938 24
90 0.3334776131183708 16
90 0.0782498879331066 21
89 0.14703055811082752 24
89 0.4306001426787943 8
89 0.09916338343304636 6
89 0.1687080238152561 20
89 0.3980690616987637 12
88 0.16431609804394437 25
87 0.09667137755261877 23
87 0.06559731413740791 22
87 0.43823926392891904 7
86 0.2739595071347347 18
86 0.24952381286100453 19
85 0.03222598511924867 28
85 0.3025658718410494 8
85 0.22951334842772902 19
85 0.14376212023270846 5
84 0.37554828235528226 19
84 0.30801640606918607 16
83 0.20183591508892715 4
83 0.14320818025426357 26
83 0.10972487534144722 25
82 0.041855071792723436 5
82 0.17654993367094077 21
82 0.1339576344468225 25
82 0.03724095283741649 10
81 0.2750482272760266 19
81 0.3972546806685293 11
81 0.04297191412896037 9
80 0.08901515151515152 7
79 0.25 4
79 0.22643518372910107 21
79 0.07428240573295125 26
79 0.6665467970847717 8
79 0.3975120437971291 12
79 0.21581495141001877 23
79 0.16097077676101973 23
78 0.02928788737468287 27
78 0.42792922131946953 9
78 0.19443895488699997 20
77 0.031217916758387657 11
77 0.2035640375897322 21
77 0.24762174225097328 20
76 0.4256213990937354 12
75 0.43590056798169596 13
75 0.3354669077220047 15
75 0.5 13
75 0.6666666666666666 5
75 0.0012116668327237633 34
75 0.6664052287581699 10
74 0.42791153426286355 14
73 0.6666666666666666 8
73 0.4235442166440088 12
73 0.39986409295171516 14
72 0.05946214965472623 28
72 0.3668926539231615 16
72 0.7465277777777778 6
72 0.06103288154482286 27
71 0.19730054435136696 28
71 0.4999538957620628 15
71 0.16103946094809207 28
71 0.0936409413402127 25
70 0.20612490857804208 22
70 0.03992780764614013 24
69 0.03097098478573377 31
69 0.181300672056249 22
69 0.0863312696335376 29
69 0.025766143083391417 25
68 0.0006674014968403532 33
68 0.045507038531449225 26
67 0.045825087338109624 8
67 0.36567971858625226 15
66 0.33532563984654384 19
66 0.11324335631802919 27
66 0.23411125005918157 22
65 0.2384638582111287 23
65 0.25430278669232287 21
65 0.021455445907928535 24
65 0.09682112309642674 5
64 0.07107122717754835 25
63 0.6034188034188034 8
63 0.2709526254932332 20
63 0.40018760311386703 15
62 0.6673594473704331 11
62 0.1853880368008634 29
62 0.04046245232802383 29
62 0.46642503567289384 17
62 0.45163010696816747 10
62 0.007276793687064741 37
62 0.21430018072944726 27
61 0.20702386284565638 24
61 0.30456253350974066 18
61 0.18695016231927825 23
60 0.252646480885428 22
60 0.4522389424730756 10
60 0.750462962962963 7
59 0.08595090869326177 27
59 0.30133649440186344 20
59 0.13877737042179233 27
59 0.5612050008755202 9
58 0.4384141285916994 4
58 0.30541960336826135 17
58 0.33119856742913345 17
58 0.12029959511609682 31
56 0.1890073615956163 26
56 0.2249027714257397 24
55 0.15004396930018377 33
55 0.45131510290066434 9
55 0.39856092734026527 16
55 0.43974807340476085 16
54 0.030511742624283626 33
54 0.3632794515482224 17
54 0.17103719797293612 31
54 0.19792578266555627 25
54 0.4474966905522461 11
53 0.30613285231541576 20
53 0.42767295597484273 6
53 0.22917982038406473 26
53 0.36327306700188405 22
53 0.42408844286267733 11
53 0.023568722907558206 26
53 0.5999516207063377 9
52 0.5579906911213472 10
52 0.23300193382599735 28
52 0.36478729603729604 5
51 0.10618635542473993 30
51 0.5711009550018837 12
51 0.5009370725724019 14
51 0.09051742809598849 26
51 0.15298776290029015 32
49 0.27520433774779557 25
49 2.0 4
49 0.25637939128405657 27
48 0.3066161978832261 19
48 0.35723977385830347 25
48 0.28460724025857065 21
48 0.5587246087246087 8
48 0.1427964242533927 35
48 0.10677991414433412 35
47 0.15547875045933854 37
47 0.1251305731670357 29
47 0.34796887218179406 24
47 0.3938627060410014 17
47 0.6038104351798099 12
47 0.46621745686722843 13
46 0.14291881239676724 30
46 0.24968030690537082 3
46 0.20176130150417265 31
46 0.19335212020032097 32
45 0.13708994708994707 4
45 0.6666666666666666 4
45 0.10426113868318548 28
45 0.11531627818055804 32
45 0.001132351671567358 35
44 0.060332018452033835 30
44 0.0904058134771684 31
44 0.11420078897409057 34
44 0.2790116174826362 23
44 0.23818292570331917 30
44 0.15551143505313075 29
43 0.37235148572357873 6
43 0.43420469708251574 18
43 0.4619705167579765 14
43 0.4074934025232647 19
43 0.12324354134753093 28
43 0.17920642046274843 36
43 0.6023255813953488 7
43 0.08125066125752661 31
42 0.7082388510959939 10
42 0.19884552214559198 24
42 0.33673994822824527 18
42 0.7480302377361201 9
42 0.3804523432018427 20
42 0.6039115646258504 5
42 0.37008796050821796 18
42 0.33155088340340616 17
42 0.17366773415503522 27
42 0.08003668518198521 32
41 0.04414389024727899 31
41 0.07251578987295657 35
41 0.34381353492314837 27
41 0.029572148483011453 35
41 1.0 11
41 0.2462481747886649 25
41 0.1706383494048867 40
40 0.20359784180841353 37
40 0.17753777020905354 34
40 0.26385486656953117 24
40 0.5977527988866999 10
40 0.05143006617337507 37
39 0.28993483763306227 27
39 0.1528834465231256 38
39 0.3333333333333333 3
39 0.009048979363121778 40
39 0.009558347677736619 38
38 0.4254900556610768 15
38 0.28806954840725874 24
38 2.0 6
37 0.290650172962775 30
37 0.32189628206673593 25
37 0.21354465113777257 33
37 0.007498550274733492 43
36 0.07368155995853347 34
36 0.10633205108947294 39
36 0.27924798375275883 22
36 0.23919139600412725 31
35 0.3107609955234261 23
35 0.8549886621315193 6
35 0.04707777652533959 32
35 0.3334358587872538 22
34 0.11708832118188636 36
34 0.7674710910005027 13
33 0.26557291397698995 28
33 0.28575364029909484 4
33 0.26487116184239246 33
33 0.08453847517150637 41
33 0.5029930285684762 17
33 0.008804862468795797 44
33 0.09899441152111638 37
33 0.004724002740623741 37
33 0.3341012426050789 21
33 0.36005989722996157 21
33 0.5854524438337825 13
32 0.007474369830623905 41
32 1.0 10
32 0.06759541286693868 36
32 0.4180702804564983 25
32 1.000387717121588 13
32 0.4463982978826729 12
31 0.06908536435815808 39
31 0.0335104778901442 36
31 0.10254969045291626 4
31 0.5603325885583951 13
30 1.0 8
30 0.6283836339099497 10
30 0.05444881990676569 43
30 0.5410755503850133 11
30 0.39688796509001706 21
29 0.1489517433124791 45
29 0.30885021928556045 22
29 0.7513262599469497 10
28 0.537645303080951 13
28 0.11041834936487468 42
28 0.17319148967422543 42
28 0.8000496031746032 10
28 0.34204124525118634 30
28 0.4631190998505076 12
27 0.21025176744426377 39
27 0.24962348583489397 37
27 0.4320319598097375 5
26 0.233457777578161 34
26 0.17994241841276476 41
26 0.5668671606171606 7
26 0.348079841781994 28
26 0.4229485143127722 23
25 0.43011108520602365 20
25 0.7500137496911691 12
25 2.0 3
25 0.662910924369748 13
25 0.12775682600609298 41
25 0.8013333333333335 6
24 0.49870609452052284 20
24 0.4538842169755128 19
24 0.16590846429556105 4
24 0.2964430864993836 31
24 0.38930958058178905 24
24 0.006668366078935184 46
23 0.21610943276361078 35
23 0.14214495499681964 44
23 0.38454951255504155 27
23 0.15071815576024808 48
22 0.5625984259515042 16
22 0.397027972027972 4
22 0.35469361181224035 19
22 0.27138663633367766 39
22 0.15660931469129144 57
22 0.06049412522766755 4
22 0.053332524139432895 40
22 0.8515966112740307 12
21 0.06376778837864433 46
21 0.07445217278293999 47
21 0.01432248737786542 54
21 0.1292689094095753 40
21 0.2 3
21 0.09902918768545531 44
21 0.11758574828672265 63
21 0.5948445958469968 20
20 0.44645218917508844 21
20 0.5449484973265932 18
20 0.2421987631584149 41
20 0.004139625344268415 50
20 0.04368744485600017 42
20 0.34079251221753876 33
20 0.5586520200813678 14
19 0.009517523946928123 48
19 0.14700417262989113 52
19 0.8009569377990431 13
19 0.11400402484898106 46
19 0.618160733315532 14
18 0.7064144189144188 14
18 0.3589099700616345 31
18 0.4463348924133237 6
18 0.1385898284728978 50
18 0.8025337407690349 8
17 0.5027884526160721 22
17 0.1920033555999965 50
17 0.010715808062355376 0
17 0.3327388689778006 35
17 0.2752441920214228 35
17 0.0775804207801286 49
17 1.5 4
16 0.6078782730956644 15
16 0.5974134383661238 17
16 0.49875 18
15 0.08508181710745757 53
15 0.1311956974191163 66
15 0.764313725490196 4
14 0.7115099186527758 12
14 0.06628929302978633 51
14 0.1765980728197958 61
14 0.4598459695366687 22
14 0.0644942614041292 59
14 0.8492063492063492 9
14 0.01121096537972821 52
13 0.12675399690498015 60
13 0.6666666666666666 3
13 0.21315938505283255 44
13 0.8586146759223682 11
13 0.28106375505316616 44
13 0.6085915292437032 19
13 0.1260848760848761 3
13 0.2531308798671917 46
13 0.19221446489632277 59
12 0.09775567699881788 50
12 0.05214191962375686 69
12 0.1541637862409921 0
12 0.19744240090497356 72
12 0.7137896825396824 8
12 0.4785505338298007 24
12 0.19275384575699875 54
12 0.30740387597530455 37
11 0.03733159430676734 62
11 0.07681567848467777 56
11 3.0 6
11 0.6563712696909995 16
11 0.21005731605581063 47
11 0.15696196863521902 75
10 0.012730641481702604 59
10 0.42061678028344096 28
9 0.09588994463527442 57
9 0.25060006591980116 50
9 0.7616402116402116 15
9 0.13942340619703997 83
9 0.1692318462759364 46
9 0.03433022301687105 65
9 0.08721463711702261 73
9 1.5 6
9 0.004511569857653646 57
9 0.7374232005810953 17
8 0.15539321412026358 86
8 0.1290672483030986 88
8 0.24227985515139683 56
8 0.5313838364293085 26
8 0.35327231217750354 38
8 0.16798678581009957 64
8 0.8383241758241758 16
8 0.4190381742351851 30
8 0.1431380892984648 78
8 1.6770833333333335 6
8 0.41640190415062045 32
7 0.12965995883057774 119
7 2.0 9
7 0.1252454133643159 70
7 0.13834338583219966 93
7 0.415288168053145 34
7 1.9841269841269842 8
7 0.16623082751377347 114
7 0.017508359086030847 81
7 0.4163265306122449 3
7 0.17269330405440922 69
7 0.3002282553378249 49
7 0.3471310401643725 40
7 0.18552710747791581 66
7 2.0 13
7 0.1548274418896669 81
7 0.31073426076623006 42
6 0.5135357405472348 29
6 0.09426502143412978 79
6 0.14419141707522384 91
6 0.46812798312798315 29
6 1.2194444444444443 9
6 0.5704668318798753 31
6 0.4492868645042558 37
6 0.4036724124391075 45
6 1.3402777777777777 7
5 0.031074223169671688 85
5 0.12231052041668818 102
5 0.1641434099805398 96
5 0.3233391202410135 46
5 0.7016310160427808 21
5 0.926097431979785 7
5 0.597766106442577 24
5 0.24408791577445368 60
5 0.34396354980550503 57
5 1.3504761904761904 11
4 1.5 11
4 0.036853546446143436 111
4 2.5 5
4 0.0 157
4 1.3333333333333333 9
4 0.2304980769737362 107
4 0.015034080914687773 98
4 0.016008319004362663 71
4 0.257099998569069 90
4 0.5357142857142857 0
4 0.08439374425183549 76
3 0.006535947712418301 75
3 0.4567099567099567 56
3 0.019402543626146112 90
3 0.0631277550617153 93
3 0.12704661735096975 99
3 0.8422619047619048 26
3 0.9023569023569022 17
3 0.25028446820579536 78
3 0.10998902376676911 107
3 1.1559523809523808 11
3 0.3431818181818182 51
3 1.5 7
3 0.8849206349206349 24
3 0.856125356125356 19
3 1.25 6
3 0.11852467956176742 131
3 1.1136363636363635 7
3 4.0 5
3 1.0 19
3 0.35550173869846 60
3 0.031310470039978236 108
2 0.02631578947368421 115
2 0.8571428571428571 41
2 0.3666666666666667 0
2 0.01177536231884058 104
2 0.028722600151171576 122
2 0.0 143
2 0.9166666666666666 28
2 0.06409774436090225 147
2 0.0 155
2 0.46568627450980393 40
2 0.43436556626740674 43
2 0.09825469427058257 188
2 0.2887205387205387 72
2 0.2043010752688172 169
2 7.0 4
2 0.7275132275132274 64
2 0.3284671532846715 76
2 0.12880026809651474 140
2 0.11313448749964926 123
1 0.75 43
1 0.2777777777777778 67
1 0.04285714285714286 136
1 0.4444444444444444 71
1 11.0 3
1 0.11734693877551021 245
1 0.2994011976047904 117
1 0.6136363636363636 35
1 5.333333333333333 8
1 0.2958963282937365 329
1 0.0 130
1 0.7857142857142857 31
1 0.03333333333333333 180
1 0.11372549019607843 153
1 0.66 49
1 5.0 6
1 0.07771260997067449 359
1 0.7916666666666666 21
1 0.5757575757575758 74
1 0.0 285
