loc midx count
32.0 98 1
38.0 95 1
39.0 96 1
26.0 98 1
37.0 97 1
37.0 96 1
25.0 99 1
34.0 95 1
37.0 94 1
39.0 97 1
24.0 99 1
29.0 94 1
35.0 83 1
29.0 98 1
40.0 92 1
27.0 99 1
37.0 99 1
33.0 98 1
27.0 96 1
42.0 93 1
39.0 94 1
40.0 96 1
32.0 95 1
32.0 97 1
42.0 92 1
42.0 92 1
37.0 93 1
42.0 98 1
36.0 96 1
32.0 95 1
38.0 91 1
42.0 92 1
27.0 94 1
41.0 96 1
39.0 99 1
22.0 99 1
29.0 96 1
33.0 95 1
32.0 98 1
39.0 97 1
26.0 99 1
38.0 91 1
34.0 93 1
41.0 96 1
42.0 93 1
41.0 93 1
40.0 92 1
40.0 93 1
41.0 99 1
31.0 97 1
31.0 94 1
40.0 98 1
41.0 98 1
36.0 97 1
40.0 94 1
41.0 97 1
39.0 90 1
24.0 98 1
32.0 95 1
36.0 93 1
29.0 96 1
38.0 95 1
41.0 99 1
42.0 98 1
30.0 99 1
41.0 95 1
40.0 97 1
41.0 94 1
32.0 95 1
29.0 97 1
28.0 99 1
27.0 96 1
34.0 95 1
28.0 96 1
42.0 99 1
41.0 93 1
36.0 98 1
33.0 96 1
28.0 96 1
29.0 97 1
39.0 96 1
38.0 97 1
27.0 99 1
26.0 99 1
29.0 97 1
41.0 92 1
41.0 95 1
30.0 99 1
33.0 98 1
35.0 95 1
41.0 90 1
36.0 94 1
26.0 99 1
30.0 99 1
38.0 97 1
35.0 92 1
34.0 98 1
39.0 93 1
37.0 98 1
25.0 98 1
32.0 97 1
30.0 99 1
27.0 96 1
40.0 96 1
41.0 97 1
42.0 93 1
37.0 94 1
38.0 99 1
24.0 98 1
32.0 99 1
37.0 98 1
36.0 98 1
27.0 99 1
32.0 95 1
40.0 95 1
29.0 95 1
23.0 98 1
40.0 95 1
33.0 95 1
38.0 96 1
28.0 99 1
38.0 95 1
41.0 94 1
28.0 99 1
30.0 96 1
39.0 92 1
32.0 97 1
35.0 98 1
38.0 97 1
40.0 95 1
42.0 93 1
35.0 99 1
41.0 91 1
35.0 99 1
40.0 91 1
35.0 95 1
37.0 98 1
34.0 95 1
39.0 96 1
42.0 98 1
41.0 92 1
31.0 95 1
37.0 93 1
39.0 98 1
31.0 98 1
37.0 98 1
29.0 99 1
26.0 98 1
37.0 95 1
23.0 99 1
38.0 99 1
37.0 99 1
37.0 98 1
32.0 99 1
27.0 99 1
37.0 93 1
35.0 98 1
37.0 93 1
41.0 89 1
39.0 93 1
33.0 97 1
42.0 96 1
31.0 95 1
35.0 97 1
30.0 98 1
34.0 97 1
35.0 99 1
42.0 95 1
28.0 99 1
37.0 95 1
37.0 97 1
42.0 92 1
31.0 97 1
31.0 97 1
31.0 93 1
38.0 94 1
26.0 99 1
36.0 97 1
39.0 92 1
30.0 96 1
27.0 99 1
38.0 97 1
37.0 96 1
41.0 93 1
41.0 92 1
26.0 98 1
42.0 91 1
40.0 93 1
41.0 97 1
42.0 91 1
39.0 94 1
39.0 98 1
29.0 99 1
32.0 98 1
38.0 96 1
33.0 97 1
27.0 98 1
38.0 98 1
34.0 97 1
38.0 98 1
21.0 99 1
32.0 95 1
32.0 97 1
33.0 99 1
34.0 91 1
29.0 99 1
23.0 99 1
35.0 99 1
41.0 94 1
39.0 97 1
35.0 98 1
41.0 86 1
38.0 90 1
39.0 95 1
42.0 95 1
38.0 92 1
29.0 97 1
35.0 94 1
39.0 95 1
25.0 98 1
30.0 97 1
29.0 96 1
36.0 94 1
30.0 99 1
31.0 97 1
37.0 95 1
25.0 99 1
28.0 96 1
32.0 96 1
35.0 96 1
35.0 93 1
41.0 92 1
41.0 95 1
39.0 95 1
25.0 94 1
36.0 99 1
25.0 99 1
25.0 98 1
32.0 97 1
41.0 93 1
41.0 99 1
25.0 99 1
36.0 97 1
30.0 97 1
33.0 96 1
40.0 94 1
33.0 97 1
42.0 91 1
36.0 97 1
39.0 94 1
40.0 93 1
40.0 91 1
37.0 97 1
36.0 98 1
32.0 94 1
36.0 95 1
33.0 94 1
37.0 92 1
37.0 95 1
23.0 99 1
37.0 96 1
31.0 96 1
35.0 93 1
36.0 93 1
32.0 95 1
34.0 94 1
31.0 94 1
38.0 92 1
39.0 94 1
30.0 96 1
32.0 97 1
31.0 99 1
34.0 97 1
28.0 99 1
40.0 96 1
36.0 94 1
38.0 95 1
36.0 95 1
36.0 95 1
37.0 94 1
32.0 98 1
41.0 90 1
37.0 94 1
42.0 99 1
24.0 97 1
29.0 97 1
33.0 96 1
39.0 98 1
28.0 99 1
42.0 96 1
31.0 95 1
35.0 97 1
33.0 95 1
36.0 94 1
38.0 98 1
39.0 94 1
35.0 96 1
32.0 96 1
37.0 94 1
41.0 93 1
38.0 94 1
36.0 99 1
35.0 96 1
25.0 98 1
37.0 94 1
25.0 97 1
9.0 100 2
7.0 100 2
42.0 91 2
27.0 98 2
30.0 98 2
42.0 97 2
32.0 99 2
21.0 94 2
35.0 99 2
38.0 97 2
35.0 98 2
24.0 99 2
33.0 98 2
35.0 94 2
42.0 95 2
28.0 99 2
6.0 100 2
29.0 92 2
38.0 95 2
39.0 95 2
38.0 94 2
30.0 99 2
29.0 98 2
36.0 94 2
40.0 94 2
40.0 96 2
33.0 96 2
37.0 97 2
31.0 99 2
24.0 99 2
31.0 98 2
39.0 96 2
33.0 97 2
34.0 96 2
27.0 96 2
38.0 93 2
32.0 98 2
30.0 95 2
39.0 96 2
31.0 99 2
31.0 99 2
30.0 95 2
30.0 98 2
35.0 96 2
35.0 94 2
15.0 91 2
40.0 92 2
37.0 95 2
36.0 91 2
34.0 95 2
29.0 98 2
35.0 94 2
34.0 98 2
42.0 97 2
30.0 98 2
35.0 93 2
40.0 92 2
33.0 91 2
27.0 99 2
39.0 97 2
29.0 95 2
38.0 92 2
31.0 96 2
39.0 94 2
28.0 98 2
22.0 94 2
34.0 96 2
42.0 91 2
41.0 96 2
33.0 98 2
26.0 99 2
40.0 95 2
33.0 97 2
42.0 92 2
29.0 97 2
29.0 99 2
36.0 94 2
38.0 94 2
38.0 96 2
32.0 99 2
29.0 99 2
40.0 97 2
37.0 95 2
38.0 94 2
32.0 96 2
40.0 92 2
34.0 93 2
35.0 93 2
36.0 93 2
31.0 97 2
38.0 98 2
26.0 99 2
40.0 94 2
37.0 96 2
31.0 99 2
31.0 99 2
34.0 97 2
41.0 95 2
29.0 95 2
26.0 99 2
23.0 99 2
35.0 97 2
34.0 95 2
39.0 96 2
31.0 99 2
37.0 93 2
34.0 96 2
42.0 91 2
32.0 95 2
31.0 99 2
41.0 95 2
42.0 92 2
33.0 97 2
42.0 94 2
40.0 94 2
40.0 93 2
32.0 94 2
37.0 97 2
38.0 95 2
34.0 97 2
42.0 93 2
35.0 98 2
36.0 99 2
30.0 97 2
27.0 97 2
33.0 99 2
32.0 95 2
41.0 95 2
31.0 96 2
35.0 98 2
22.0 99 2
37.0 97 2
38.0 96 2
31.0 99 2
36.0 94 2
34.0 99 2
24.0 99 2
31.0 97 2
41.0 92 2
41.0 100 2
39.0 95 2
37.0 94 2
36.0 97 2
37.0 99 2
42.0 92 2
35.0 93 2
41.0 93 2
40.0 98 2
35.0 97 2
37.0 94 2
41.0 94 2
35.0 94 2
40.0 95 2
30.0 97 2
36.0 95 2
28.0 99 2
39.0 92 2
38.0 90 2
23.0 98 2
33.0 92 2
33.0 96 2
28.0 96 2
41.0 96 2
42.0 92 2
35.0 100 2
42.0 96 2
23.0 88 2
39.0 93 2
34.0 92 2
39.0 97 2
26.0 99 2
41.0 93 2
39.0 95 2
33.0 96 2
36.0 97 2
27.0 97 2
27.0 99 2
39.0 99 2
36.0 99 2
34.0 96 2
42.0 90 2
39.0 95 2
14.0 89 2
40.0 93 2
36.0 97 2
30.0 98 2
24.0 99 2
40.0 94 2
38.0 95 2
33.0 97 2
33.0 98 2
40.0 97 2
34.0 93 2
39.0 96 2
37.0 93 2
37.0 92 2
34.0 98 2
29.0 98 2
41.0 91 2
41.0 97 2
41.0 92 2
39.0 94 2
31.0 99 2
30.0 98 2
34.0 92 2
35.0 96 2
25.0 97 2
32.0 97 2
39.0 98 2
31.0 97 2
36.0 94 2
37.0 89 2
40.0 96 2
39.0 96 2
39.0 94 2
26.0 98 2
33.0 95 2
31.0 97 2
29.0 97 2
35.0 95 2
32.0 96 2
41.0 95 2
37.0 96 2
29.0 98 2
34.0 95 2
32.0 98 2
39.0 97 2
33.0 97 2
37.0 99 2
36.0 98 2
26.0 98 2
32.0 98 2
31.0 96 2
41.0 96 2
34.0 95 2
33.0 96 2
36.0 95 2
36.0 95 2
41.0 94 2
25.0 96 2
32.0 99 2
37.0 95 2
40.0 98 2
36.0 97 2
32.0 92 2
35.0 98 2
41.0 97 2
28.0 99 2
27.0 99 2
23.0 99 2
40.0 96 2
29.0 98 2
34.0 97 2
35.0 97 2
33.0 98 2
40.0 90 2
27.0 98 2
42.0 96 2
26.0 98 2
30.0 95 2
31.0 97 2
40.0 95 2
30.0 99 2
41.0 91 2
37.0 99 2
36.0 99 2
40.0 90 2
35.0 92 2
28.0 98 2
27.0 99 2
36.0 96 2
38.0 98 2
30.0 96 2
37.0 97 2
30.0 98 2
36.0 96 2
31.0 96 2
40.0 97 2
29.0 98 2
40.0 95 2
40.0 89 2
31.0 96 2
39.0 95 2
36.0 96 2
39.0 92 2
36.0 93 2
30.0 97 2
29.0 96 2
29.0 97 2
36.0 93 2
34.0 95 2
38.0 95 2
38.0 94 2
27.0 98 2
28.0 97 2
41.0 98 2
35.0 94 2
29.0 96 2
17.0 93 2
37.0 96 2
32.0 96 2
40.0 95 2
32.0 97 2
41.0 94 2
40.0 93 2
35.0 95 2
37.0 96 2
32.0 98 2
28.0 99 2
42.0 91 2
28.0 99 2
35.0 97 2
28.0 96 2
36.0 92 2
35.0 95 2
35.0 92 2
28.0 97 2
25.0 98 2
36.0 97 2
38.0 94 2
33.0 99 2
41.0 96 2
39.0 97 2
38.0 94 2
34.0 94 2
40.0 90 2
32.0 95 2
38.0 92 2
26.0 99 2
39.0 93 2
25.0 99 2
38.0 95 2
39.0 91 2
42.0 92 2
36.0 99 2
37.0 97 2
40.0 97 2
42.0 94 2
31.0 95 2
42.0 95 2
31.0 98 2
36.0 96 2
36.0 94 2
26.0 97 2
37.0 96 2
29.0 98 2
29.0 96 2
42.0 94 2
22.0 99 2
30.0 95 2
31.0 98 2
23.0 99 2
38.0 96 2
30.0 99 2
34.0 99 2
42.0 92 2
28.0 98 2
40.0 97 2
35.0 96 2
38.0 96 2
34.0 99 2
30.0 99 2
41.0 94 2
29.0 99 2
30.0 97 2
39.0 99 2
41.0 99 2
25.0 99 2
34.0 97 2
37.0 95 2
29.0 97 2
28.0 96 2
39.0 98 2
39.0 98 2
33.0 96 2
27.0 97 2
25.0 99 2
33.0 98 2
38.0 96 2
37.0 92 2
39.0 99 2
40.0 94 2
40.0 94 2
33.0 93 2
41.0 94 2
39.0 94 2
42.0 91 2
39.0 99 2
38.0 92 2
37.0 98 2
39.0 97 2
41.0 93 2
27.0 98 2
31.0 95 2
36.0 95 2
38.0 91 2
36.0 97 2
40.0 94 2
35.0 94 2
42.0 94 2
38.0 97 2
33.0 93 2
31.0 99 2
41.0 91 2
31.0 95 2
33.0 99 2
32.0 95 2
37.0 95 2
33.0 99 2
41.0 98 2
8.0 100 3
33.0 100 3
37.0 96 3
28.0 95 3
28.0 97 3
30.0 98 3
29.0 98 3
28.0 99 3
31.0 98 3
38.0 94 3
41.0 93 3
38.0 93 3
39.0 96 3
26.0 99 3
36.0 94 3
41.0 94 3
32.0 97 3
34.0 99 3
38.0 94 3
40.0 93 3
33.0 95 3
38.0 95 3
33.0 96 3
42.0 92 3
36.0 98 3
28.0 98 3
31.0 97 3
30.0 96 3
41.0 94 3
30.0 98 3
42.0 98 3
30.0 98 3
40.0 90 3
33.0 93 3
40.0 90 3
33.0 95 3
37.0 96 3
35.0 99 3
40.0 93 3
42.0 92 3
33.0 90 3
38.0 93 3
29.0 98 3
34.0 99 3
17.0 99 3
28.0 98 3
37.0 99 3
39.0 93 3
40.0 95 3
32.0 95 3
22.0 98 3
34.0 95 3
35.0 93 3
42.0 92 3
34.0 98 3
41.0 92 3
40.0 91 3
42.0 91 3
36.0 96 3
40.0 96 3
34.0 99 3
35.0 92 3
38.0 94 3
33.0 99 3
37.0 93 3
38.0 95 3
24.0 99 3
41.0 94 3
40.0 92 3
41.0 93 3
32.0 98 3
26.0 99 3
38.0 93 3
31.0 96 3
42.0 96 3
33.0 98 3
36.0 95 3
32.0 96 3
34.0 94 3
40.0 97 3
36.0 97 3
35.0 99 3
34.0 95 3
33.0 99 3
31.0 98 3
35.0 96 3
33.0 94 3
40.0 95 3
24.0 97 3
33.0 98 3
32.0 95 3
36.0 96 3
28.0 98 3
30.0 98 3
25.0 97 3
31.0 95 3
35.0 94 3
42.0 93 3
41.0 95 3
29.0 98 3
34.0 99 3
37.0 97 3
39.0 98 3
29.0 99 3
39.0 99 3
31.0 97 3
35.0 96 3
39.0 96 3
41.0 93 3
34.0 99 3
38.0 96 3
33.0 99 3
36.0 95 3
41.0 95 3
21.0 97 3
31.0 96 3
35.0 99 3
39.0 95 3
31.0 97 3
31.0 98 3
39.0 95 3
41.0 93 3
37.0 97 3
29.0 99 3
37.0 92 3
23.0 97 3
38.0 96 3
36.0 97 3
37.0 95 3
39.0 94 3
36.0 93 3
30.0 96 3
40.0 96 3
37.0 95 3
34.0 98 3
32.0 96 3
42.0 94 3
39.0 91 3
37.0 98 3
27.0 97 3
38.0 93 3
34.0 96 3
41.0 93 3
33.0 94 3
38.0 95 3
24.0 98 3
35.0 99 3
41.0 93 3
41.0 90 3
40.0 92 3
30.0 99 3
39.0 97 3
26.0 99 3
34.0 0 3
37.0 99 3
27.0 99 3
41.0 94 3
36.0 95 3
31.0 99 3
35.0 96 3
31.0 95 3
36.0 94 3
39.0 93 3
32.0 97 3
32.0 96 3
36.0 98 3
33.0 97 3
23.0 99 3
39.0 96 3
32.0 96 3
38.0 98 3
38.0 95 3
39.0 97 3
34.0 98 3
37.0 93 3
41.0 99 3
36.0 93 3
38.0 98 3
36.0 96 3
29.0 97 3
35.0 95 3
39.0 97 3
34.0 96 3
30.0 96 3
37.0 96 3
38.0 95 3
34.0 96 3
40.0 95 3
35.0 94 3
34.0 97 3
36.0 95 3
39.0 93 3
33.0 95 3
32.0 96 3
41.0 93 3
41.0 95 3
42.0 96 3
42.0 94 3
28.0 94 3
35.0 95 3
25.0 99 3
35.0 96 3
35.0 97 3
39.0 99 3
34.0 94 3
41.0 96 3
37.0 87 3
35.0 95 3
34.0 99 3
29.0 97 3
36.0 96 3
40.0 95 3
33.0 97 3
25.0 99 3
32.0 97 3
28.0 96 3
39.0 92 3
33.0 93 3
24.0 98 3
33.0 96 3
28.0 98 3
33.0 95 3
32.0 99 3
40.0 92 3
33.0 96 3
37.0 94 3
38.0 95 3
39.0 91 3
42.0 95 3
41.0 92 3
38.0 92 3
38.0 93 3
36.0 97 3
40.0 96 3
42.0 95 3
40.0 96 3
40.0 98 3
33.0 99 3
34.0 99 3
30.0 97 3
31.0 99 3
34.0 98 3
24.0 99 3
36.0 95 3
31.0 98 3
35.0 96 3
32.0 96 3
33.0 94 3
35.0 97 3
26.0 99 3
39.0 98 3
28.0 98 3
39.0 95 3
41.0 92 3
32.0 98 3
40.0 94 3
34.0 96 3
33.0 95 3
25.0 99 3
33.0 96 3
34.0 97 3
30.0 97 3
30.0 96 3
23.0 91 3
37.0 98 3
34.0 96 3
30.0 98 3
30.0 94 3
40.0 96 3
37.0 97 3
35.0 97 3
36.0 96 3
29.0 99 3
30.0 99 3
31.0 95 3
37.0 97 3
21.0 100 4
29.0 97 4
37.0 97 4
37.0 97 4
28.0 97 4
35.0 97 4
37.0 93 4
34.0 100 4
34.0 97 4
28.0 99 4
41.0 91 4
35.0 97 4
42.0 94 4
30.0 96 4
37.0 94 4
42.0 97 4
39.0 95 4
38.0 97 4
37.0 100 4
34.0 94 4
36.0 98 4
19.0 99 4
40.0 95 4
31.0 99 4
35.0 97 4
34.0 98 4
37.0 99 4
38.0 97 4
33.0 99 4
23.0 98 4
33.0 96 4
35.0 97 4
30.0 98 4
40.0 96 4
34.0 96 4
34.0 99 4
42.0 92 4
36.0 93 4
30.0 98 4
31.0 98 4
33.0 99 4
38.0 91 4
24.0 99 4
32.0 98 4
28.0 97 4
41.0 95 4
41.0 90 4
35.0 97 4
34.0 99 4
38.0 96 4
39.0 98 4
27.0 99 4
27.0 99 4
36.0 99 4
37.0 97 4
25.0 97 4
37.0 96 4
38.0 95 4
42.0 93 4
31.0 94 4
39.0 94 4
33.0 98 4
28.0 99 4
34.0 98 4
31.0 97 4
33.0 98 4
29.0 99 4
31.0 98 4
34.0 99 4
40.0 98 4
37.0 97 4
35.0 95 4
34.0 95 4
42.0 95 4
32.0 99 4
30.0 96 4
38.0 99 4
37.0 94 4
38.0 93 4
39.0 98 4
40.0 91 4
33.0 98 4
24.0 99 4
28.0 98 4
36.0 96 4
25.0 99 4
39.0 96 4
40.0 94 4
28.0 99 4
31.0 96 4
31.0 95 4
25.0 99 4
34.0 96 4
34.0 97 4
32.0 99 4
31.0 98 4
33.0 98 4
32.0 99 4
40.0 99 4
32.0 97 4
33.0 96 4
42.0 93 4
37.0 95 4
37.0 94 4
35.0 97 4
42.0 95 4
33.0 95 4
34.0 98 4
41.0 95 4
39.0 93 4
40.0 94 4
38.0 99 4
32.0 97 4
37.0 96 4
42.0 94 4
35.0 94 4
42.0 92 4
31.0 97 4
39.0 93 4
35.0 99 4
34.0 99 4
37.0 92 4
38.0 94 4
30.0 99 4
24.0 98 4
27.0 98 4
27.0 97 4
30.0 99 4
39.0 95 4
35.0 99 4
41.0 92 4
27.0 98 4
33.0 97 4
35.0 98 4
27.0 99 4
36.0 95 4
29.0 98 4
36.0 95 4
37.0 94 4
42.0 90 4
40.0 96 4
31.0 99 4
40.0 91 4
33.0 98 4
31.0 99 4
36.0 96 4
39.0 97 4
32.0 94 4
32.0 98 4
32.0 99 4
35.0 95 4
36.0 94 4
37.0 96 4
40.0 92 4
30.0 99 4
33.0 96 4
30.0 97 4
35.0 97 4
34.0 98 4
36.0 97 4
27.0 95 4
34.0 95 4
29.0 96 4
36.0 92 4
24.0 99 4
27.0 98 4
38.0 95 4
26.0 97 4
32.0 96 4
29.0 98 4
27.0 97 4
26.0 99 4
40.0 94 4
41.0 93 4
28.0 99 4
38.0 95 4
28.0 98 4
33.0 99 4
29.0 96 4
38.0 97 4
39.0 97 4
30.0 98 4
33.0 95 4
20.0 99 4
27.0 99 4
42.0 95 4
35.0 97 4
40.0 93 4
32.0 96 4
35.0 98 4
30.0 96 4
38.0 97 4
42.0 93 4
39.0 91 4
39.0 92 4
32.0 99 4
35.0 93 4
32.0 99 4
33.0 96 4
29.0 98 4
42.0 95 4
30.0 98 4
38.0 94 4
41.0 91 4
31.0 99 4
31.0 97 4
37.0 95 4
27.0 99 4
33.0 99 4
34.0 96 4
28.0 98 4
34.0 97 4
32.0 96 4
40.0 98 4
37.0 95 4
29.0 98 4
35.0 96 4
34.0 95 4
33.0 97 4
38.0 98 4
41.0 94 4
38.0 94 4
26.0 98 4
13.0 100 5
28.0 98 5
26.0 99 5
42.0 97 5
29.0 97 5
33.0 97 5
38.0 93 5
39.0 94 5
36.0 97 5
27.0 99 5
30.0 98 5
42.0 90 5
39.0 92 5
35.0 94 5
27.0 98 5
27.0 96 5
35.0 95 5
28.0 98 5
41.0 93 5
26.0 99 5
27.0 98 5
36.0 94 5
39.0 95 5
38.0 98 5
39.0 93 5
41.0 96 5
36.0 96 5
42.0 91 5
34.0 99 5
41.0 95 5
29.0 96 5
29.0 97 5
38.0 93 5
41.0 92 5
41.0 95 5
33.0 97 5
28.0 99 5
30.0 97 5
38.0 95 5
38.0 98 5
32.0 97 5
37.0 99 5
33.0 98 5
36.0 98 5
37.0 97 5
40.0 96 5
35.0 96 5
40.0 94 5
34.0 92 5
39.0 95 5
26.0 97 5
32.0 98 5
41.0 99 5
30.0 97 5
33.0 99 5
37.0 99 5
38.0 98 5
33.0 97 5
22.0 99 5
32.0 97 5
30.0 98 5
36.0 95 5
30.0 99 5
32.0 96 5
28.0 99 5
32.0 95 5
40.0 98 5
18.0 96 5
42.0 93 5
28.0 98 5
40.0 94 5
33.0 97 5
30.0 99 5
40.0 92 5
40.0 95 5
33.0 96 5
40.0 95 5
34.0 98 5
32.0 95 5
39.0 94 5
29.0 99 5
35.0 97 5
34.0 96 5
33.0 95 5
39.0 95 5
32.0 98 5
26.0 98 5
37.0 96 5
31.0 98 5
26.0 98 5
39.0 93 5
37.0 98 5
40.0 96 5
33.0 92 5
32.0 98 5
31.0 99 5
33.0 99 5
40.0 94 5
42.0 92 5
42.0 93 5
30.0 98 5
38.0 95 5
40.0 97 5
35.0 96 5
37.0 95 5
42.0 93 5
34.0 98 5
28.0 99 5
34.0 96 5
30.0 98 5
34.0 97 5
35.0 96 5
31.0 96 5
29.0 97 5
28.0 99 5
30.0 99 5
29.0 99 5
25.0 99 5
28.0 98 5
35.0 98 5
42.0 93 5
35.0 95 5
36.0 97 5
32.0 97 5
38.0 97 5
31.0 98 5
36.0 94 5
33.0 94 5
34.0 97 5
39.0 94 5
30.0 95 5
28.0 99 5
28.0 97 6
26.0 100 6
15.0 100 6
39.0 93 6
32.0 97 6
39.0 100 6
38.0 99 6
42.0 99 6
31.0 98 6
30.0 98 6
35.0 95 6
32.0 97 6
39.0 93 6
24.0 99 6
32.0 97 6
33.0 98 6
39.0 94 6
35.0 95 6
42.0 94 6
35.0 96 6
39.0 96 6
39.0 98 6
36.0 98 6
29.0 99 6
35.0 97 6
28.0 99 6
28.0 98 6
41.0 96 6
33.0 97 6
38.0 93 6
31.0 97 6
32.0 98 6
41.0 93 6
42.0 95 6
34.0 97 6
27.0 99 6
37.0 96 6
38.0 98 6
31.0 99 6
39.0 96 6
37.0 96 6
36.0 100 6
24.0 99 6
39.0 95 6
39.0 94 6
39.0 93 6
30.0 96 6
27.0 99 6
29.0 98 6
40.0 97 6
35.0 95 6
33.0 98 6
38.0 94 6
36.0 96 6
29.0 99 6
41.0 93 6
36.0 98 6
35.0 98 6
31.0 98 6
33.0 99 6
41.0 92 6
33.0 99 6
37.0 98 6
38.0 93 6
35.0 96 6
34.0 96 6
25.0 97 6
26.0 99 6
33.0 96 6
40.0 95 6
38.0 94 6
26.0 99 6
32.0 99 6
34.0 97 6
41.0 93 6
28.0 97 6
31.0 98 6
32.0 95 6
33.0 97 6
41.0 94 6
32.0 98 6
41.0 91 6
33.0 99 6
39.0 96 6
39.0 93 6
36.0 97 6
34.0 97 6
31.0 98 6
31.0 97 6
31.0 96 6
40.0 96 6
42.0 92 6
38.0 95 6
28.0 99 6
36.0 97 6
29.0 99 6
40.0 95 6
33.0 99 6
26.0 99 6
35.0 94 6
40.0 91 6
41.0 94 6
33.0 99 6
