loc hse count
9.0 6318 108
25.0 25312 108
29.0 28654 112
27.0 26516 113
31.0 31495 114
25.0 22620 114
29.0 27415 117
19.0 17435 118
15.0 10354 118
48.0 23914 119
43.0 30300 119
22.0 24650 123
25.0 12337 124
28.0 28220 125
33.0 22903 127
55.0 26353 128
31.0 25599 129
29.0 25147 130
9.0 11013 130
38.0 23188 132
23.0 21850 134
43.0 27019 139
17.0 18172 142
33.0 18828 142
14.0 24465 148
39.0 21593 148
15.0 9141 154
30.0 20838 154
19.0 15509 156
1.0 122 157
31.0 22473 160
20.0 12574 160
29.0 19496 167
20.0 17808 168
18.0 16536 169
34.0 21140 171
26.0 23571 177
20.0 14039 178
16.0 19666 187
19.0 19870 190
35.0 24120 191
23.0 16397 202
23.0 20522 210
29.0 22010 212
26.0 20150 224
25.0 18577 225
16.0 18974 227
17.0 3348 228
5.0 712 231
45.0 15617 235
14.0 15766 238
28.0 19268 240
16.0 17694 241
25.0 18005 245
16.0 12182 245
22.0 10598 249
14.0 16888 251
16.0 11462 256
27.0 17315 260
26.0 18330 264
20.0 13331 266
27.0 15051 267
26.0 14858 267
26.0 17052 271
23.0 10762 272
26.0 16190 306
9.0 11815 312
30.0 15227 315
17.0 16658 330
10.0 14451 331
14.0 13757 346
20.0 13204 358
27.0 15989 366
23.0 14670 375
20.0 14202 377
6.0 2405 387
16.0 13053 395
19.0 11919 408
10.0 8701 412
14.0 12861 423
17.0 6779 440
17.0 12687 441
15.0 13577 445
19.0 9962 445
5.0 2631 458
19.0 12079 461
17.0 13925 465
15.0 8591 468
8.0 4442 475
18.0 8088 481
14.0 12442 482
12.0 9780 483
16.0 11593 484
10.0 4063 514
14.0 11117 521
19.0 11304 525
23.0 10864 563
24.0 8892 586
23.0 10083 590
11.0 9282 592
20.0 7335 600
18.0 5696 604
56.0 10243 619
18.0 6025 643
17.0 10472 670
13.0 7983 701
23.0 6672 706
15.0 7691 723
12.0 2877 727
23.0 9624 749
18.0 7070 775
14.0 9428 777
13.0 9038 789
22.0 6946 792
19.0 6434 793
22.0 5818 820
13.0 5531 823
17.0 7493 843
16.0 8289 866
17.0 8491 874
18.0 5161 897
17.0 7832 1007
10.0 4963 1052
9.0 7205 1172
16.0 4555 1203
10.0 5420 1218
11.0 6554 1278
6.0 4186 1309
16.0 6217 1359
20.0 5924 1413
6.0 2002 1438
1.0 258 1448
11.0 3738 1572
15.0 5273 1789
6.0 3243 1805
12.0 4849 1957
11.0 4667 1958
15.0 4300 2063
12.0 1590 2149
15.0 2985 2339
6.0 3458 2344
19.0 3940 2424
8.0 3621 2692
6.0 609 2912
3.0 467 3011
16.0 3124 3141
7.0 2136 3189
6.0 1104 3211
9.0 1870 3252
8.0 2744 3424
3.0 1294 3593
11.0 2517 3687
9.0 2296 3864
8.0 817 3993
7.0 1727 4691
5.0 984 5077
4.0 1441 5263
