count robl hsv
214 0.17595043383829173 657
212 0.2857142857142857 570
211 0.2223437436707579 220
209 0.16648762669136183 745
208 0.11112719862719861 742
201 0.13329531525508162 436
198 0.036568417532219906 991
196 0.75 218
195 0.0606329128387952 814
194 0.07692307692307693 337
194 0.25006208669034624 910
194 0.08333333333333331 263
193 0.06251044626441585 530
193 0.23052232741351913 578
193 0.13257058213703107 945
192 0.22220274271466414 754
191 0.2139978189270125 543
191 0.057471854361290764 526
190 0.5 443
189 0.06250064650602286 684
189 0.18166834717432523 774
188 0.18849389666994332 771
188 0.23029931061845957 729
186 0.04513956693577685 980
184 0.17589090913074704 881
183 0.07711931561658338 772
181 0.15202391404861343 948
180 0.044392256069263517 1122
180 0.16666809666809668 853
179 0.040661917405905745 837
177 0.30004168434529527 608
176 0.15892670818246477 906
176 0.03261691881400286 1325
175 0.06534440158095284 929
175 0.07149008262308755 717
175 0.12504837281784567 867
175 0.0 2414
174 0.2654207009555651 623
174 0.2 1029
174 0.07069307608100711 276
173 0.0 2746
173 0.375 320
172 0.2722976791541346 316
172 0.15682859543327127 1125
171 0.23179744232375815 409
171 0.2726863779495358 627
170 0.15698045946794087 1347
170 0.037511943069512756 1165
170 0.06665401644528779 430
170 0.1177364918818206 750
166 0.09714763149484529 971
165 0.28576145479371284 717
163 0.0502214500600035 582
163 0.26442935826199915 858
163 0.05707308774793437 966
162 0.11793733668334673 1271
162 0.05882478692936209 666
161 0.37502677232812165 572
160 0.12524991909073643 1257
160 0.11115186615186615 915
159 0.1457019906610657 1292
158 0.25 1083
156 0.14279325325836953 1076
156 0.1355586031723002 1068
156 0.06104955093925682 350
154 0.11757624855409422 886
154 0.1179399566565342 1041
154 0.0892117417094997 973
154 0.0667124125411111 764
152 0.0566638144591542 1319
150 0.05313563112876614 372
150 0.18224516341358446 938
150 0.4 512
150 0.0 2577
149 0.06386746409896057 1704
149 0.07154734659941787 886
147 0.375 226
147 0.09978055738424402 842
146 0.093025185445979 1189
146 0.0 2947
144 0.16670331045331044 981
144 0.05170984053164733 1037
144 0.18942533689677507 947
144 0.04107829213311365 1336
143 0.08517178346856749 1142
142 0.2372191721038211 1074
139 0.2998196838948279 384
138 0.0642749376256646 1075
137 0.06913892767905275 1459
136 0.42857142857142855 236
135 0.29995642701525055 280
134 0.07547378019168044 1277
134 0.27461662829650474 799
133 0.13275225843867258 1467
133 0.02993656454037156 1147
133 0.04925850921591535 1228
132 2.0 67
131 0.10525059515098445 866
131 0.06519098108193723 1272
130 0.22936858013781092 959
130 0.31492628965461783 680
129 0.12498515569252766 1056
129 0.21123459002021694 1580
127 0.20011139029699213 1251
126 0.13540450605865717 1292
126 0.029893470580443587 1505
124 0.18254293813973207 1135
123 1.0 302
123 0.1268582358938048 1676
123 0.2150727946791043 884
123 0.09861009099365683 1124
123 0.030346857048408393 1896
123 0.3003674068361237 804
122 0.14903863073049117 1110
122 0.10536440428068168 1025
122 0.08772674869064957 1341
121 0.13506219150820745 1692
120 0.16649099893202796 1111
120 0.13716435871608285 817
120 0.22227523894862602 928
119 0.11106413459354635 1110
118 0.3082091024497358 520
118 0.21573352748119126 1346
118 0.31138896650260206 855
117 0.07978042911716633 1448
117 0.444017094017094 442
117 0.060538094404154266 1470
117 0.10538442253505774 697
117 0.2758300883875597 978
116 0.17527292416137294 1069
116 0.09749012903291804 1373
115 0.3333880229696472 1113
115 0.05724461632390021 1158
115 0.20943440845339742 852
115 0.10494166338417225 1262
113 0.0717459955162494 1098
113 0.353340684928302 958
113 0.1176494614183318 618
113 0.038420244267197916 1507
112 0.23599971022891914 631
112 0.0 3155
110 0.5 583
110 0.04426337537101129 1674
110 0.02659129353656001 1714
110 0.1745405438973827 1272
110 0.1500364635393265 1545
109 0.077794490995843 1116
109 0.4 682
109 0.19051383999091787 1105
108 0.2140916263723281 381
108 0.22261253643613332 1119
107 0.02142927817083614 1863
107 0.22418951121286665 1399
106 0.14111562980279196 1500
106 0.049346546613389865 1457
106 0.11764154982723407 1528
105 0.1106617561897065 1359
105 0.03366740307285422 1675
105 0.2391371044296739 1295
104 0.13085710326835576 1168
104 0.21534916340902593 1082
104 0.22983262601748955 1220
104 0.2096113272431793 1244
104 0.20059504417967963 1487
104 0.08182455913472494 2015
103 0.35593456800195805 773
102 0.25 1305
102 0.2655303272206103 1079
102 0.6 324
102 0.20874098233960722 1066
101 0.6 214
101 0.28610889039214477 955
101 0.20342101000266513 1814
100 0.42857142857142855 532
100 0.30779840848806367 688
100 0.05495901259894484 1664
100 0.19039841974725294 1268
100 0.37699294614811857 1045
100 0.14606330315285046 1768
99 0.1819704739298915 1368
99 0.07279669623609371 1629
98 0.12012780973472291 2257
98 0.1659494782686295 1249
98 0.00040436473650694597 3604
98 0.11458738084793807 1809
97 0.08008195910722846 1758
97 0.10519118332952819 1493
97 0.30633929664826587 1051
97 0.09735760063905625 1584
97 0.23495499802825917 1465
97 0.13105143132996594 1941
97 0.08776852909498345 1566
95 0.12515229659557908 1433
94 0.037105924141770705 637
94 0.11760084721286222 479
94 0.22545643596133197 1690
94 0.3160164373700208 1006
94 0.16660873971469797 1461
94 0.044438781231103154 481
94 0.26028163332509957 1190
93 0.02660039913585879 2187
93 0.1088686083269551 2093
92 0.11106527889183439 1627
92 0.09629769843567938 1920
92 0.036177389984995464 2087
92 0.17472340526284078 1525
92 0.1596577123097801 1546
91 0.29873972226913403 1023
91 0.02994678730526443 2470
90 0.0 3374
90 0.36368952684742156 418
90 0.13163016870626418 2249
90 0.44326841209025114 620
90 0.5 802
90 0.5714285714285714 497
89 0.1517883696990052 1982
89 0.06733837195359774 1850
89 0.12099346492840464 1976
88 0.0895601306524279 1780
88 0.16898207167420518 1742
88 0.27597382403955684 1168
87 0.021425794424516607 1580
87 0.10444040639111636 1793
86 0.13001752498834512 2562
86 0.04786351501046871 2140
85 0.024081800021204264 1332
84 0.052120284841231976 1859
84 0.0 4620
84 0.23829704721028874 1695
84 0.4167925942306748 628
84 0.7998299319727891 269
83 0.19223454782745447 1475
82 0.04211348988743992 1876
82 0.10747844194752083 2351
81 0.21786990428533956 1881
80 0.08686871914045516 2274
80 0.3643966640085061 834
80 0.17938886789738184 1771
80 0.0 3836
79 0.3635541673516357 231
79 0.3836490666430127 546
79 0.2715669599012159 1361
78 0.22985444380261372 2086
77 0.17568101397245298 2012
77 0.09640253360804439 2156
77 0.41570168737351404 372
77 0.2895649462130893 1186
77 0.18301090576040638 2290
77 0.2771717171717172 641
76 0.24965422013230787 2437
76 0.2948808909528724 623
76 0.2938499855139689 825
76 0.15767063426604752 1743
75 0.00010256410256410257 4076
75 0.42889026915113876 763
75 0.07090547414244947 2035
75 0.2399886215332198 2019
74 0.15415762428438862 2259
74 0.5713079150579151 285
74 0.059257428526036875 2034
73 0.04067113417963716 2382
73 0.30720829368838315 1395
72 0.6666666666666666 401
72 0.31686371157031173 1230
72 0.1913049582592545 1730
72 0.47073534219179664 893
72 0.3537016674005165 583
71 0.20845568847706591 2093
71 0.018662555717128736 2101
69 0.2612283821715809 1440
69 0.3504117850795422 1139
69 0.027195297684349872 2844
69 0.3333333333333333 1408
68 0.18994000224410945 1955
68 0.18464722934677866 1596
68 0.03199749118000592 827
67 0.09574337162946497 2453
66 0.13869954963766265 1977
66 0.0003930844638809241 4308
66 0.07490445341464005 2293
65 0.31098921321593387 353
65 0.3751831501831502 783
65 0.19503826784315464 2136
65 0.3858173904349328 908
64 0.05890863320985276 2618
64 0.24979482323232324 1555
64 0.5436971882284382 564
64 0.17450717687063116 2287
63 0.5553794750223322 465
63 0.11613433919977113 2581
63 0.14395685284536844 2177
63 0.41639489394907353 934
63 0.14201436073225823 2451
63 0.15712796622887146 2529
62 0.2850174079940907 1403
62 0.2331074189111328 2441
62 0.3652942361873542 1171
62 0.2967589786612557 1316
62 0.21785079839088392 2301
62 0.25958470666379324 1676
62 0.3999022482893451 883
61 0.24904504705441474 1857
61 0.163778791433889 1929
61 0.05316539913328659 2352
60 0.08241721120018566 2510
59 0.3191999195148786 1543
59 0.018192822462048345 2355
59 0.064755180044879 2268
59 0.01945783325184525 2605
58 0.5 1030
58 0.4443247126436781 288
57 0.20289945420555722 2375
57 0.3569954297508477 409
57 0.4545112781954887 657
56 0.2813927238391141 1623
56 0.10311749359898323 2703
56 0.6250312187812188 422
56 0.024795596508810865 3197
56 0.3854320713792764 702
56 0.17596693071463226 2629
55 0.12843706864119955 2866
55 0.09081043495978552 2694
55 0.02518564322525149 950
54 0.2977607998813243 1918
54 0.21697093189122346 2598
54 0.46326620867913565 742
54 0.3485935266885736 1341
53 0.4424058092115614 866
53 0.19148447519618603 2501
53 0.20459178615653562 2732
53 0.16692194033090518 2428
52 0.08043015051469224 2940
52 0.04277010655692626 3312
52 0.03481172298949285 3655
51 0.2950400499902665 1599
51 0.15113983964307937 3102
51 0.38469917881682586 310
50 0.1632559086616687 2170
50 0.044967832660782 2634
49 0.41357786372699934 1314
49 0.21402485675640426 2973
48 0.15071483403909233 3573
48 0.25423608876550785 2153
48 0.18836944266503752 2816
48 0.05463547327515473 2915
48 0.08809992402961954 3271
47 0.03976422625723149 2952
47 0.10076477240712542 3480
46 0.01623457159753851 2924
46 0.7142857142857144 368
45 0.07436043402003722 2722
45 0.43229330572808833 1035
45 0.13332941886259309 3330
44 0.15255978458846509 2737
43 0.014802388650399782 3353
43 0.6 492
43 0.06694364439746261 2937
43 0.16601685611777164 3169
43 0.11424334557661893 2844
43 0.33273403203094926 1803
43 0.4296945095037266 1451
42 0.0008645335983465481 7568
42 0.45487845487845485 421
42 0.17907479545354935 2971
42 0.07000066450805596 2535
42 0.00774349874401346 4635
41 0.27039449446883446 1668
41 0.13932052714635257 3127
41 0.20039920054744528 3502
41 0.3601281854783035 1472
41 0.4641216771096708 527
41 0.7704543981444986 602
40 0.15717507273294987 3996
40 0.0009331105255335027 6054
40 0.26401241199902853 2322
40 0.38051649287281475 1316
40 0.09652379125137099 3766
40 0.27135499404329005 1953
40 0.07251050625659466 3317
39 0.14280825449889709 4020
39 0.10240657300772849 3093
39 0.3476825717411895 1613
39 0.020222472217109332 3676
39 0.5322012538016347 837
39 0.1403282190463943 2779
39 0.0015724816546231375 6963
38 0.13353111754858413 4896
38 0.08397847537146108 3536
38 0.40864267025257733 718
38 0.1722673689636459 3685
38 0.11350961777873557 4893
38 0.12222819485635539 5975
38 0.27646840555676855 2134
38 0.001070495348757836 5309
38 0.198239759590595 3086
38 0.12996305777107658 3681
37 0.07293203220384263 3670
37 0.1637220558062715 2855
37 0.259570664573029 1943
37 0.38814634186303193 1131
37 0.09287053120236963 3004
37 0.18253248945370215 3274
37 0.0006271515417856882 4926
36 0.08345035522158703 4020
36 0.07847269748855816 4258
36 0.057455728598065865 3217
36 0.11496900427654905 5288
36 0.16222616741478332 3410
35 0.015547170227552162 3955
35 0.1196147808193901 4455
35 0.27065961690685275 2642
35 0.40021164021164024 1181
34 0.30923091909954226 1717
34 0.0553571188869584 3587
34 0.32217852499683475 1986
34 0.0 5707
34 0.13703364741461824 5316
34 0.033302512928692796 4053
34 0.2211446161830744 3351
34 0.08978767433072131 4728
34 0.06516749040902352 3896
33 0.10270422582382596 4474
33 0.8558108558108558 719
33 0.10895393004580319 4057
33 0.36820824751780573 1623
33 0.0015793692421986966 6446
33 0.8321179711554043 406
33 0.3927437077634706 1409
33 0.2845752774029995 1877
33 0.15232573038209746 4472
32 0.22814978073303532 2831
32 0.1203282602549774 3131
32 0.2898139145692165 2178
32 0.44336741028756693 1708
32 0.2541362052016463 2783
32 0.11175691754386363 3268
32 0.12775238419195564 4089
32 0.4072799216869289 1677
31 1.5 147
31 0.0758257747593508 4566
31 0.3303665729504025 2297
31 0.18028988409027083 4873
31 0.4485744542196155 1246
30 0.23365441184858984 3566
30 0.6666666666666666 682
30 0.28309973214812456 2983
30 0.18732159830491005 3638
30 0.05872516654217263 4800
29 0.09207228291717358 5161
29 0.15556547493242284 4985
28 0.4563145188145188 903
28 0.17183532015626488 4090
27 0.09696415782842903 4120
27 0.3455200650347772 2070
27 0.26543664611136975 2923
27 0.3679502162999501 1938
26 0.3461199262203044 1858
26 0.11530013939470275 3561
26 0.24268150370124378 2750
26 0.3112047304147928 2083
26 0.05019433785703721 3964
26 0.4059103334253514 2038
26 0.023396199452894853 4360
25 0.31428331647952523 2511
25 0.75 539
25 0.09792555497170703 5663
25 0.28510445620437397 3558
25 0.17115323326649606 4508
25 0.028097435869683843 4647
25 0.07132828509520177 6278
25 0.11517678352511627 3800
25 0.04586177026194599 4372
25 0.5524343434343435 862
25 0.18948988587257443 5259
24 0.23527197206292869 3112
24 0.18740648642785843 4527
24 0.18947654787342716 4115
24 0.2931134613558074 2655
24 0.2990813444857286 3029
24 0.16751674013483786 6106
24 0.30029848611591664 2330
24 0.13644242917556446 4472
24 0.6955289867296446 963
23 0.22277919677619135 4649
23 0.857142857142857 349
23 0.2673127097948242 4042
23 0.2677788054458695 3679
23 0.21904319104897152 3703
23 0.220301229680482 4180
23 0.042814494289651776 5178
23 0.3892365204107355 1749
23 0.12499693652420625 3428
22 0.2652882778456364 3319
22 0.5248508799134134 1238
22 0.4744300674920607 1545
22 0.1599412063921054 5482
21 0.23613858034639285 3965
21 0.6156607942322229 839
21 0.47624098899407985 1183
21 0.1788267846443461 6867
21 0.20105921971621044 6468
21 0.0694740709426935 5089
21 0.08918259541485989 6117
21 0.13875110306721064 5799
21 0.0014321128474955435 8470
20 0.05613988100837234 6621
20 0.016994026713607512 5032
20 0.07806770676724371 5697
20 0.06295756293353487 4261
20 0.2499181646453074 3696
20 0.039630379202099345 4802
20 0.10422339567065897 6963
20 0.5781625122064229 1769
20 0.2797027320653337 2484
19 0.14126237441752507 8680
19 0.10282598938814078 6285
19 0.3854656848796184 2592
19 0.6999047392236246 532
19 0.5548890259244951 1342
19 0.2029147289947215 4053
19 0.06310231562886867 5429
19 0.5920615365539595 1206
19 0.20904771728528285 4495
19 0.5678121935272964 1040
19 0.12429700072732648 6739
19 0.07433168070057943 6836
19 0.3595932526665625 2311
18 0.2964604312029338 4348
18 0.012752682864026857 5680
18 0.25203047811966683 3328
18 0.25153047396969813 4164
18 0.33854060594435326 4089
18 0.4597199776502427 2156
18 0.2425909569966786 4445
18 0.36307862138584623 3617
18 0.20460969970966636 4980
18 0.08154023973950737 7578
18 0.32782086606400296 2885
17 0.15131246123661532 6761
17 0.5843556674006501 609
17 0.002347103446004545 10444
16 0.27683116592568713 5029
16 0.429038072948123 1980
16 0.05798769662384358 7219
16 0.18053894525826847 7546
16 0.02016190763999779 6211
16 0.1596859418989173 7310
15 0.46528098988883304 1131
15 0.2302983304010121 5509
15 0.31221888083106974 3238
15 0.3887975962304493 2185
15 0.029904400303576776 413
15 0.06868311537264343 8368
15 0.2101924731330982 7178
15 0.230970787273506 4993
15 0.043826044002758406 6105
15 0.18351910664818102 8757
15 0.10906755800002094 7408
15 0.3000116277987593 5096
15 0.498037518037518 1718
15 0.14728834013273676 9677
15 0.17326074449664114 5291
15 0.21542451181470812 5361
14 0.1413545593473555 7148
14 0.001907517864524892 8922
14 0.05204346579294062 5760
14 0.18665058041626742 5807
14 0.019506039387986857 5410
14 0.14072555873575637 7770
14 0.26148069234145416 4727
14 0.003329324750734919 12088
14 0.20272201665088002 5704
14 0.08826437102011654 9498
14 0.037878890469311303 8482
13 0.4116874627238078 2442
13 0.6368631368631369 596
13 0.7322046374677953 734
13 0.13140601936566174 8218
13 0.6101708677795634 1547
13 0.21857833079983383 7636
13 0.34409648647175994 2305
13 0.3071654541778091 3698
13 0.001007725898555593 11352
13 0.25164549130485897 5264
13 0.6 807
13 0.3468031882915075 2679
13 0.40807936324971167 3686
13 0.14333494739404712 6359
13 0.7221889221889222 897
12 0.8840277777777777 450
12 0.0993805704449325 8262
12 0.35919266572005926 4672
12 0.04367590657145359 9798
12 0.05607375041053281 7770
12 0.11621758776174336 9169
12 0.24592447859834002 5961
12 0.09620491443329 10288
12 0.18177667759362162 8131
11 0.05709758200429674 8941
11 0.007789752071076755 12963
11 1.3333333333333333 252
11 0.031953534630009044 6663
11 0.6435409988266729 976
11 0.025535971673072314 7880
11 3.0 87
11 0.002836762425803522 9366
11 0.3257524093939916 4785
11 0.0009372071227741331 9850
11 0.22518054677877355 6325
10 0.3339580297751029 3534
10 0.378900146436 2992
10 0.0994434780064531 13039
10 0.16333502699801844 8982
10 0.1277546006874922 9667
10 0.2596685915421216 6738
10 0.023029274051162778 10033
10 0.03794972310165977 7174
10 0.3448329214479869 3132
10 0.5842973074397223 904
10 0.7527649769585254 1148
10 0.4364340774421448 2805
10 0.15606951876026848 8166
9 0.01787264425048361 14832
9 0.003381642512077295 13838
9 0.07290383922679616 11101
9 0.5338697392532962 2095
9 0.003504779975368211 8033
9 0.25265962842731743 9868
9 0.06330990445958214 10422
9 0.8086339586339587 1015
9 0.33583574629689755 5240
9 0.00714529451597245 10930
8 0.0 16035
8 0.14868571364910682 11022
8 0.14247303568571967 15415
8 0.4617568716785787 3196
8 0.37374115058386936 2463
8 0.021729246046593136 7322
8 0.08130703110808374 14546
8 0.2390068412759657 8157
8 0.40384335441195307 3073
8 0.12157815780458293 10894
8 0.14704736028560203 12845
8 0.1309267453723139 28082
8 0.22352057677732728 10069
8 0.17251687809342262 13536
8 0.1418236769879786 20827
8 0.17674664945646418 9618
7 0.12969960314006826 16183
7 0.08984828803502636 11966
7 0.043873068901863335 15667
7 0.4332030237043713 3428
7 0.16356155046325282 18416
7 1.6666666666666667 158
7 0.9212384254401061 640
7 0.06747920413504596 16888
7 0.17629548246082746 18941
7 1.2551020408163267 305
7 0.16324751809410692 14802
7 0.1109212100882465 7757
7 0.00043956043956043956 14388
7 0.38061966238186207 3930
7 0.6124436787702094 3198
6 0.05143601727272975 13270
6 0.09925737997374007 16065
6 0.3262350237459481 5639
6 0.09862280875417019 8953
6 0.1201134765734524 12100
6 0.15662639142883933 12126
6 0.0 23345
6 0.18777997227462828 12445
5 0.05304742055973584 12407
5 0.0019230769230769232 16659
5 0.17853943421476712 10978
5 0.6419495798319328 1926
5 0.22112985136917812 9043
5 0.1701389759665622 10429
5 0.1326973947409748 14655
5 0.044415150137307714 18875
5 0.11665794314894691 14055
5 0.3900707200490678 5236
5 0.0 19768
5 0.180255751318735 11739
5 0.10122751961951075 17886
5 0.9165340036307779 1389
5 0.27105048360656625 5612
5 0.31926497113997115 6397
4 0.21795101000133316 12256
4 1.1916666666666667 254
4 1.1294642857142856 449
4 0.11904787949852184 17285
4 0.4391126961652968 5037
4 0.015405305560369814 36396
4 0.20162779703399697 29755
4 0.008838304660114673 17745
4 0.0 26794
4 0.008333333333333333 17288
4 0.24713531503101804 12712
4 0.0 25933
4 0.15530441168449632 14085
4 0.19585054032267893 23096
4 2.5 103
4 0.13981603503899215 23261
4 0.1701165762035327 16133
4 0.0938936346464146 20824
4 0.16643756686766834 21222
4 0.0631667068515088 20128
4 0.04186445935046524 11779
4 0.0 18149
3 0.013482559656702137 25089
3 0.10984696049372245 23541
3 0.07273791556032909 15173
3 0.1293399965853141 45350
3 0.45193388089699155 6407
3 0.1380186893715796 39189
3 0.16473529764043598 25441
3 0.20642433478254374 22073
3 0.8709677419354839 1654
3 0.0 31067
3 1.3916666666666666 198
3 0.25938465538228467 14982
3 0.07138492611541146 18505
3 4.0 114
3 0.29663428322970103 8957
3 0.10191079104603556 56599
3 0.11172983109130631 19758
3 0.4930555555555556 2555
3 0.24744637048211468 11583
3 0.15003573989018493 17076
3 0.29719410706252813 7428
3 0.3576631701631701 6073
3 0.5122100122100122 3169
3 0.14123274912748598 54159
3 0.15918580076038638 20136
2 0.1319558101472995 44163
2 0.3095671662697857 8035
2 0.3023959646910467 17096
2 0.12738016554936582 36808
2 0.14656068277798662 47989
2 1.0 2309
2 0.23728813559322035 16288
2 0.2537499793275671 20099
2 0.0 48939
2 0.09860077198786876 33496
2 0.14932626788956216 43081
2 0.14789276625228176 40217
2 0.5329331602855288 3901
2 0.3284671532846715 12536
2 0.12076510446075663 21620
2 0.08197218574577066 55346
2 0.4714285714285714 3908
2 0.19533743351063831 37669
2 0.7275132275132274 6075
2 7.0 69
2 0.12536723515498568 40752
2 0.21466151831278507 15370
2 0.15089967747411304 29799
2 0.2038283955367449 13916
2 0.0 30052
2 0.1826388888888889 20747
2 0.14879680881473972 46731
2 0.29151812240047537 14391
2 1.0839160839160837 735
2 0.036077891050266736 21734
2 0.14518632338370077 55731
2 0.18775798238272884 27415
2 0.2226068507300187 17538
2 0.2765151515151515 7980
2 0.6994047619047619 1901
2 0.14349259974259976 41995
2 0.0 21580
2 0.196750292990088 11347
1 0.07769423558897243 22289
1 0.14968553459119496 62076
1 0.5972222222222222 4142
1 0.18032786885245902 30686
1 0.0 68987
1 0.0 38649
1 0.12486772486772486 70759
1 0.5535714285714286 22094
1 0.12583412774070543 83982
1 0.004804392587508579 130457
1 0.1414441147378833 77586
1 0.16880341880341881 34104
1 0.0 182327
1 0.145 113045
1 0.5757575757575758 10581
1 0.4560327198364008 33605
1 0.09394572025052192 37377
1 0.0 215182
1 0.12316715542521994 26153
1 5.333333333333333 339
1 0.13653136531365315 65557
1 0.13445378151260504 87222
1 0.2420091324200913 25802
1 0.0 56087
1 0.0 54549
1 0.0 42934
1 0.14764397905759163 74913
1 0.3212121212121212 22120
1 0.11372549019607843 47070
1 0.0 260070
1 0.04375 27909
1 0.14057507987220447 73206
1 0.022023809523809525 109416
1 0.14212548015364918 58162
1 0.0 47703
1 0.09418837675350701 39144
1 0.2994011976047904 15942
1 0.14658385093167703 60698
1 0.2924901185770751 18277
1 0.66 5721
1 0.25190839694656486 21609
1 5.0 51
1 0.11649214659685864 93301
1 0.10194730813287514 66320
1 0.19375 45824
1 11.0 34
1 0.12422360248447205 49002
1 0.10272536687631027 32061
1 0.0391304347826087 44101
1 0.15730337078651685 31874
1 1.5714285714285714 305
1 0.3253968253968254 11232
1 0.008691206543967281 115059
1 0.11448598130841121 30320
1 0.2958963282937365 44542
1 0.11120996441281139 90817
1 0.0 217648
1 0.16514954486345904 59396
1 1.8888888888888888 361
1 0.4444444444444444 8917
1 0.0 233759
1 0.0015267175572519084 51476
1 0.05519480519480519 49913
1 1.4285714285714286 657
1 0.1881720430107527 26658
1 0.1790633608815427 24739
1 0.375 8429
1 0.183206106870229 17062
1 0.0 188294
1 0.1950354609929078 36283
1 0.24770642201834864 31750
1 1.75 212
1 0.0 33474
