count nobl hse
1 31.0 1758616
1 41.0 195827
1 33.0 466204
1 70.0 2423622
1 38.0 210059
1 15.0 727378
1 72.0 678471
1 3.0 454375
1 41.0 2170193
1 0.0 857613
1 0.0 2043000
1 9.0 797881
1 27.0 410860
1 38.0 404722
1 15.0 1713508
1 28.0 523346
1 4.0 480092
1 5.0 779437
1 47.0 473179
1 19.0 481668
1 12.0 569095
1 21.0 816858
1 23.0 591819
1 53.0 923880
1 49.0 25560
1 11.0 458668
1 17.0 705113
1 10.0 331346
1 24.0 598725
1 3.0 705307
1 30.0 1512772
1 37.0 271295
1 95.0 328005
1 28.0 260358
1 89.0 7087688
1 74.0 6118375
1 32.0 274019
1 0.0 36874741
1 62.0 663352
1 33.0 1552848
1 41.0 515068
1 49.0 221185
1 55.0 1424131
1 100.0 5001442
1 0.0 7361652
1 22.0 466337
1 42.0 2382891
1 18.0 1283854
1 118.0 9364982
1 75.0 624188
1 132.0 8442988
1 19.0 634465
1 0.0 473380
1 38.0 569863
1 127.0 6087144
1 44.0 1181613
1 64.0 5708320
1 62.0 2914009
1 81.0 2221666
1 31.0 967338
1 132.0 10048257
1 36.0 1068822
1 14.0 1457748
1 118.0 5782668
1 0.0 4355944
1 10.0 1086300
1 13.0 3779324
1 47.0 2494896
1 7.0 10599100
1 58.0 7244652
1 9.0 2444480
1 223.0 1451556
1 53.0 20328459
1 141.0 8630827
1 71.0 2133496
1 34.0 644019
1 26.0 526655
1 203.0 15744036
1 94.0 3527032
1 124.0 4214644
1 0.0 34227454
1 16.0 344564
1 49.0 1148772
1 81.0 3494566
1 0.0 28353635
1 124.0 600075
1 106.0 2485156
1 137.0 14659284
1 44.0 415562
1 69.0 4109139
1 0.0 2332204
1 51.0 2814212
1 2.0 533375
1 23.0 2698564
1 125.0 11020392
1 111.0 5461901
1 89.0 9048229
1 30.0 98951
1 37.0 11860683
1 0.0 41201555
1 63.0 1511606
1 5.0 973414
1 56.0 247748
1 29.0 96222
1 27.0 219697
1 21.0 1351309
1 96.0 4773347
1 7.0 3122233
1 45.0 971201
1 106.0 5037427
1 38.0 1941026
1 112.0 5752530
1 7.0 1233549
1 62.0 86356
1 66.0 3162633
1 53.0 567319
1 35.0 1420692
1 14.0 305116
1 33.0 946543
1 143.0 9128181
1 39.0 1367711
1 77.0 2633409
1 73.0 3761258
1 0.0 2733056
1 13.0 463288
1 11.0 346834
1 97.0 4016285
1 2.0 1108582
1 47.0 1272000
1 37.0 569339
1 16.0 1923884
1 47.0 257667
1 70.0 1836251
1 59.0 1330401
1 0.0 1594301
1 32.0 1320716
1 42.0 1593026
1 90.0 3163893
1 102.0 4049763
1 9.0 467477
1 144.0 9862889
1 67.0 739545
1 90.0 4283559
1 34.0 2599123
1 42.0 1971403
1 71.0 836166
1 71.0 3406501
1 81.0 4145466
1 20.0 264964
1 54.0 5721940
1 18.0 3244219
1 17.0 5209916
1 0.0 9977310
1 97.0 5526238
1 99.0 2195847
1 28.0 677668
1 51.0 2238420
1 59.0 893985
1 31.0 662013
1 63.0 3852301
1 17.0 2450652
1 94.0 6117604
1 110.0 3063472
1 20.0 886148
1 16.0 707692
1 60.0 2230246
1 67.0 2104729
1 80.0 1031084
1 5.0 353934
1 26.0 156217
1 12.0 896557
1 0.0 29409368
1 1.0 3333263
1 79.0 3678560
1 6.0 859714
1 93.0 3542858
1 16.0 672274
1 41.0 1049515
1 37.0 522181
1 0.0 598372
1 17.0 425153
1 5.0 375760
1 18.0 617178
1 27.0 362542
1 49.0 1110325
1 70.0 1793013
1 28.0 124721
1 14.0 338525
1 15.0 378968
1 31.0 1004834
1 24.0 637363
1 31.0 223988
1 11.0 388282
1 7.0 359543
1 22.0 11097
1 23.0 373731
1 5.0 538947
1 15.0 261830
1 27.0 251895
1 20.0 913526
1 13.0 570302
1 10.0 550778
1 0.0 638393
1 29.0 276399
1 28.0 334248
1 4.0 259014
1 18.0 450296
1 19.0 436149
1 11.0 245232
1 29.0 439866
1 15.0 691945
1 21.0 515250
1 21.0 248906
1 1.0 429285
1 3.0 499099
1 19.0 731088
1 28.0 73717
1 12.0 783758
1 44.0 359308
1 19.0 177025
1 38.0 360082
1 27.0 167404
1 5.0 446236
1 15.0 577399
1 26.0 87287
1 13.0 309599
1 22.0 428479
1 34.0 416215
1 32.0 316424
1 37.0 208449
1 30.0 354284
1 28.0 389705
1 62.0 130133
1 4.0 359888
1 10.0 375352
1 28.0 633447
1 20.0 1327087
1 31.0 62173
1 71.0 2088520
1 19.0 595249
1 8.0 458599
1 43.0 360582
1 26.0 328705
1 23.0 481059
1 25.0 312890
1 35.0 1397511
1 31.0 134711
1 18.0 893867
1 28.0 53808
1 5.0 484733
1 5.0 954733
1 0.0 900682
1 45.0 950389
1 8.0 292722
1 26.0 200109
1 13.0 363050
1 21.0 265887
1 37.0 710368
1 1.0 340298
1 30.0 173594
1 20.0 449466
1 12.0 296400
1 18.0 53551
1 36.0 411574
1 22.0 449387
1 4.0 379069
1 24.0 202031
1 31.0 306180
1 38.0 660446
1 26.0 392532
1 30.0 609612
1 7.0 419527
1 21.0 408038
1 17.0 302424
1 26.0 176048
1 27.0 107595
1 5.0 464019
1 32.0 610610
1 13.0 289660
1 7.0 554945
1 22.0 366778
1 15.0 500339
1 0.0 507892
1 28.0 493942
1 23.0 618641
1 27.0 434469
1 33.0 130249
1 24.0 432404
1 5.0 278241
1 19.0 505451
1 22.0 528485
1 41.0 226502
1 11.0 482236
1 16.0 742617
1 3.0 614311
1 24.0 483528
1 33.0 211912
1 33.0 647887
1 16.0 556105
1 12.0 541136
1 7.0 447841
1 5.0 332179
1 42.0 1414115
1 5.0 239232
1 6.0 384772
1 34.0 666740
1 33.0 1530269
1 3.0 666654
1 29.0 200629
1 6.0 468003
1 30.0 289293
1 0.0 831980
1 24.0 333508
1 40.0 894217
1 2.0 417001
1 25.0 555831
1 1.0 509212
1 23.0 532458
1 13.0 379256
1 45.0 2347516
1 41.0 699130
1 12.0 702750
1 80.0 3858860
1 27.0 858110
1 30.0 593215
1 17.0 825930
1 32.0 372701
1 24.0 69469
1 37.0 484187
1 19.0 935480
1 9.0 531860
1 34.0 462753
1 24.0 155792
1 42.0 1065702
1 52.0 1179030
1 42.0 1834410
1 4.0 959338
1 43.0 1963168
1 26.0 110686
1 30.0 829869
1 33.0 1060693
1 10.0 460960
1 49.0 1264605
1 9.0 616577
1 19.0 3909
1 11.0 579096
1 3.0 640740
1 40.0 377001
1 26.0 827323
1 38.0 640792
1 14.0 1214425
1 13.0 538943
1 18.0 582036
1 9.0 342492
1 7.0 1083868
1 32.0 817997
1 42.0 479312
1 52.0 2184798
1 50.0 475431
1 10.0 910806
1 12.0 317978
1 1.0 362534
1 25.0 376615
1 28.0 772795
1 42.0 2182208
1 35.0 1246341
1 39.0 741074
1 80.0 4145631
1 119.0 5770333
1 36.0 36038
1 14.0 668754
1 13.0 1314299
1 17.0 553932
1 22.0 829339
1 11.0 1101556
1 37.0 101015
1 25.0 194276
1 20.0 428400
1 27.0 328837
1 31.0 442809
1 43.0 131420
1 36.0 571246
1 63.0 1684008
1 37.0 1250080
1 35.0 1035219
1 13.0 1028971
1 66.0 819815
1 0.0 564185
1 80.0 2237824
1 43.0 417076
1 30.0 248076
1 37.0 241138
1 41.0 1158922
1 37.0 666138
1 55.0 1344998
1 41.0 967032
1 55.0 1503639
1 31.0 347401
1 36.0 824228
1 21.0 897476
1 0.0 921316
1 7.0 399048
1 32.0 226265
1 36.0 147317
1 31.0 1048198
1 47.0 178608
1 19.0 397937
1 24.0 306578
1 17.0 485433
1 26.0 444334
1 25.0 751920
1 29.0 474447
1 38.0 454882
1 28.0 217017
1 0.0 1224925
1 10.0 1032355
1 2.0 590775
1 22.0 500035
1 49.0 152212
1 8.0 695927
1 24.0 4883
1 35.0 308328
1 27.0 288579
1 32.0 539543
1 10.0 519380
1 28.0 157113
1 9.0 1275740
1 30.0 195394
1 49.0 2760457
1 31.0 557292
1 37.0 389242
1 1.0 470787
1 7.0 710921
1 23.0 16423
1 34.0 996886
1 23.0 345789
1 12.0 1001929
1 2.0 999517
1 2.0 474045
1 3.0 294105
1 18.0 417224
1 41.0 304430
1 1.0 643674
1 28.0 5686
1 49.0 1040862
1 47.0 1042461
1 16.0 419338
1 11.0 228169
1 12.0 269346
1 21.0 361378
1 4.0 553481
1 20.0 675176
1 26.0 613394
1 24.0 215867
1 45.0 858098
1 14.0 461045
1 35.0 92402
1 35.0 826617
1 12.0 831771
1 28.0 855676
1 5.0 862849
1 25.0 99230
