count nobl midx
1 5.0 87
1 17.0 96
1 22.0 96
1 3.0 0
1 18.0 98
1 19.0 83
1 7.0 87
1 18.0 91
1 12.0 90
1 7.0 91
1 17.0 91
1 14.0 93
1 6.0 93
1 16.0 94
1 13.0 96
1 16.0 88
1 9.0 90
1 12.0 95
1 15.0 86
1 7.0 89
1 9.0 93
1 4.0 90
1 15.0 97
1 15.0 94
1 15.0 90
1 15.0 92
1 21.0 93
1 17.0 98
1 13.0 94
1 18.0 99
1 20.0 94
1 20.0 88
1 18.0 94
1 20.0 92
1 11.0 89
1 9.0 92
1 6.0 92
1 3.0 92
1 13.0 92
1 8.0 90
1 11.0 99
1 18.0 90
1 10.0 87
1 2.0 89
1 11.0 90
1 3.0 89
1 11.0 93
1 15.0 96
1 2.0 87
1 15.0 95
1 4.0 88
1 9.0 89
1 14.0 92
1 20.0 85
1 8.0 90
1 9.0 98
1 4.0 91
1 13.0 96
1 17.0 94
1 9.0 91
1 12.0 89
1 13.0 90
1 16.0 93
1 4.0 90
1 8.0 82
1 3.0 90
1 10.0 93
1 5.0 88
1 5.0 89
1 13.0 93
1 16.0 93
1 9.0 97
1 3.0 90
1 12.0 96
1 11.0 99
1 6.0 91
1 14.0 92
1 2.0 91
1 8.0 91
1 12.0 91
1 36.0 90
1 9.0 92
1 7.0 94
1 13.0 94
1 9.0 91
1 6.0 92
1 5.0 92
1 13.0 98
1 11.0 93
1 11.0 97
1 3.0 91
1 2.0 90
1 13.0 92
1 9.0 93
1 5.0 91
1 13.0 95
1 11.0 94
1 18.0 93
1 5.0 92
1 15.0 93
1 13.0 94
1 7.0 95
1 13.0 94
1 10.0 95
1 11.0 91
1 12.0 90
1 14.0 94
1 13.0 93
1 5.0 94
1 17.0 91
1 12.0 91
1 13.0 93
1 8.0 91
1 6.0 95
1 17.0 91
1 2.0 92
1 7.0 91
1 11.0 95
1 3.0 91
1 8.0 91
1 15.0 95
1 10.0 92
1 11.0 93
1 9.0 94
1 12.0 97
1 10.0 91
1 3.0 93
1 10.0 99
1 11.0 93
1 5.0 92
1 14.0 99
1 14.0 91
1 9.0 90
1 11.0 96
1 8.0 93
1 6.0 91
1 11.0 96
1 10.0 98
1 3.0 93
1 11.0 95
1 4.0 91
1 13.0 92
1 11.0 91
1 11.0 93
1 8.0 93
1 15.0 91
1 2.0 92
1 11.0 92
1 10.0 99
1 9.0 96
1 11.0 93
1 5.0 94
1 9.0 91
1 3.0 91
1 14.0 95
1 2.0 93
1 7.0 89
1 9.0 91
1 11.0 92
1 5.0 90
1 11.0 91
1 17.0 93
1 11.0 91
1 14.0 95
1 9.0 86
1 19.0 97
1 12.0 90
1 20.0 87
1 12.0 98
1 3.0 91
1 10.0 91
1 7.0 90
1 10.0 92
1 12.0 97
1 14.0 94
1 8.0 90
1 10.0 89
1 9.0 90
1 16.0 91
1 13.0 95
1 7.0 89
1 9.0 99
1 6.0 92
1 12.0 98
1 13.0 97
1 13.0 97
1 11.0 91
1 13.0 92
1 13.0 93
1 10.0 98
1 12.0 95
1 15.0 93
1 2.0 91
1 9.0 92
1 10.0 94
1 12.0 94
1 5.0 90
1 7.0 91
1 9.0 89
1 6.0 97
1 12.0 95
1 12.0 95
1 9.0 91
1 6.0 90
1 7.0 91
1 17.0 91
1 16.0 91
1 15.0 94
1 9.0 91
1 14.0 93
1 7.0 90
1 10.0 95
1 11.0 94
1 2.0 87
1 11.0 93
1 5.0 90
1 2.0 92
1 13.0 92
1 12.0 90
1 8.0 91
1 11.0 90
1 17.0 91
1 10.0 90
1 16.0 96
1 6.0 96
1 8.0 90
1 14.0 98
1 17.0 99
1 13.0 95
1 3.0 91
1 4.0 92
1 9.0 97
1 4.0 91
1 9.0 91
1 17.0 92
1 12.0 96
1 15.0 91
1 2.0 91
1 13.0 96
1 3.0 90
1 20.0 93
1 12.0 99
1 16.0 95
1 8.0 96
1 5.0 89
1 9.0 90
1 16.0 94
1 9.0 86
1 14.0 99
1 11.0 93
1 7.0 91
1 14.0 97
1 4.0 91
1 12.0 94
1 15.0 93
1 10.0 93
